,Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,HeightARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits
59,1.0,19,300,3000,6,True,0.238836592526028,0.4309562273229178,5,5,[2.09618938 2.33432544] [2.27251908 4.6144434 ] [0.56057825 3.29963083] [3.3699947  1.91118649] [1.19748003 0.76752669],[0.1859004  0.3119684  0.10974049 0.0808933  0.31106965 0.00042775],[[0.22699263 0.02237585]  [0.02237585 2.17293116]] [[1.3663079  0.21656231]  [0.21656231 1.01879186]] [[ 0.59020398 -0.08953086]  [-0.08953086  0.74125045]] [[ 0.55569337 -0.04642575]  [-0.04642575  0.63738436]] [[1.25263256 0.23095299]  [0.23095299 1.26983765]],5,"{0: 196, 1: 384, 2: 134, 3: 92, 4: 394, 5: 0}",2,0,0
60,10.0,0,300,3000,6,True,0.3063421343224645,0.7014570631719825,5,4,[1.74765836 0.90377161] [1.04958177 3.04063147] [3.01745553 0.11683173] [2.20934933 4.48845463] [4.02226571 5.22008925],[0.44087144 0.2008577  0.00458718 0.33707568 0.0158349  0.0007731 ],[[1.51627677 0.47650281]  [0.47650281 1.09932181]] [[ 0.97956448 -0.08586447]  [-0.08586447  0.61926348]] [[ 1.06866455 -1.34954389]  [-1.34954389  4.32192546]] [[ 1.05887671 -0.02573524]  [-0.02573524  1.12504647]] [[1.49288098 1.523847  ]  [1.523847   3.0960351 ]],5,"{0: 554, 1: 218, 2: 2, 3: 416, 4: 10, 5: 0}",2,1,1
61,10.0,1,300,3000,6,True,0.2717594828649368,0.548964391557435,5,5,[2.97638682 4.26227161] [0.93253545 1.01439006] [2.79432912 2.30780697] [2.19119072 1.13444432] [1.79921488 4.29312497],[0.06332829 0.00089522 0.24745393 0.09135746 0.22422512 0.37273998],[[ 1.73663201 -0.33675564]  [-0.33675564  3.11448358]] [[0.61092461 0.23994539]  [0.23994539 1.70107876]] [[ 0.67159071 -0.33657664]  [-0.33657664  0.8593704 ]] [[0.45518848 0.01451912]  [0.01451912 1.2637974 ]] [[1.11357796 0.3491832 ]  [0.3491832  0.9640594 ]],5,"{0: 22, 1: 0, 2: 272, 3: 92, 4: 288, 5: 526}",2,1,1
62,10.0,2,300,3000,6,True,0.3012141601753386,0.6660146486162432,4,4,[2.13154025 3.91901159] [1.89158362 0.59108287] [1.32353038 1.90137687] [0.218691   2.65223523],[0.47493622 0.34184966 0.00089064 0.00088717 0.12735416 0.05408215],[[1.35644873 0.14399068]  [0.14399068 1.55095462]] [[1.79101147 0.6097218 ]  [0.6097218  0.90480096]] [[0.18467964 0.047449  ]  [0.047449   2.76060303]] [[0.66219828 0.03246004]  [0.03246004 0.39600649]],4,"{0: 596, 1: 470, 2: 0, 3: 0, 4: 78, 5: 56}",1,0,1
63,10.0,3,300,3000,6,True,0.31056197484665315,0.6947017172496153,4,3,[1.64979071 4.25622147] [1.16608571 1.09369792] [2.98356024 1.7605093 ] [4.53519957 2.34939516],[0.43964427 0.41387013 0.13868232 0.00636925 0.00075338 0.00068063],[[1.41356364 0.50514658]  [0.50514658 1.24520806]] [[0.90416332 0.37016166]  [0.37016166 1.61502149]] [[0.7710417  0.23689483]  [0.23689483 1.59950833]] [[ 3.33240169 -0.0779554 ]  [-0.0779554   2.2254242 ]],4,"{0: 556, 1: 504, 2: 136, 3: 4, 4: 0, 5: 0}",2,0,2
64,10.0,4,300,3000,6,True,0.20301891865545746,0.4279653183263318,5,5,[4.43519848 3.97453239] [2.10994919 1.60553124] [1.08930326 3.56205637] [1.09779703 0.19945701] [2.260646   4.42731407],[0.04620011 0.2249232  0.00089422 0.26150662 0.25048434 0.21599151],[[0.72220214 0.00732887]  [0.00732887 3.450077  ]] [[ 0.6811512  -0.06876296]  [-0.06876296  0.50216909]] [[1.20847455 0.36957706]  [0.36957706 1.21487095]] [[1.21106868 0.08967266]  [0.08967266 1.0430473 ]] [[0.45628691 0.00825454]  [0.00825454 1.16015805]],5,"{0: 48, 1: 304, 2: 0, 3: 264, 4: 278, 5: 306}",3,3,0
65,10.0,5,300,3000,6,True,0.24341237412974165,0.4789274688658368,5,5,[0.8808716  1.77321943] [2.13281273 3.90785695] [0.8916612  3.99516756] [3.06579631 4.11291405] [1.97685946 0.75201435],[0.12224259 0.19899102 0.18528811 0.1232543  0.36942159 0.00080239],[[0.92798372 0.66669482]  [0.66669482 1.15351033]] [[0.29227301 0.0453589 ]  [0.0453589  1.70042019]] [[0.82994046 0.31642809]  [0.31642809 1.03266801]] [[0.84633851 0.52599448]  [0.52599448 2.08605875]] [[1.22385553 0.46569364]  [0.46569364 1.23740124]],5,"{0: 130, 1: 312, 2: 186, 3: 94, 4: 478, 5: 0}",3,3,0
66,10.0,6,300,3000,6,True,0.32589362608671996,0.8279576740758263,2,2,[1.79946481 4.13773858] [1.74361223 1.14034746],[0.45206932 0.5451407  0.00080758 0.00072841 0.0006585  0.00059551],[[1.55666197 0.4425515 ]  [0.4425515  1.18391569]] [[1.74125767 0.48515419]  [0.48515419 1.57291945]],2,"{0: 546, 1: 654, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
67,10.0,7,300,3000,6,True,0.27258739675489874,0.5104860995936137,4,4,[2.82182788 2.6224479 ] [2.03936548 4.11862068] [1.05440742 0.757471  ] [2.2488511  0.78312458],[0.15960715 0.4067023  0.0008923  0.24752647 0.00088632 0.18438546],[[ 0.75978836 -0.61678539]  [-0.61678539  1.00519292]] [[1.44283179 0.39251957]  [0.39251957 1.11555388]] [[0.64974922 0.06266398]  [0.06266398 1.57563145]] [[ 0.42352864 -0.2065737 ]  [-0.2065737   0.59103646]],4,"{0: 166, 1: 524, 2: 0, 3: 284, 4: 0, 5: 226}",1,0,1
68,10.0,8,300,3000,6,True,0.25592420904110325,0.4508352494215914,5,5,[3.30754114 3.62159485] [1.73357848 2.77785496] [1.7096814  0.58173856] [1.61832647 4.60807667] [0.42998198 2.07124386],[0.1024242  0.19622521 0.34519298 0.28109086 0.07427149 0.00079527],[[0.76783806 0.5741592 ]  [0.5741592  2.56838882]] [[0.56299053 0.0848338 ]  [0.0848338  0.92565377]] [[1.46248622 0.58519405]  [0.58519405 1.22204221]] [[1.10631629 0.33808864]  [0.33808864 1.0369938 ]] [[0.65641828 0.08649637]  [0.08649637 0.42212982]],5,"{0: 86, 1: 234, 2: 438, 3: 360, 4: 82, 5: 0}",3,2,0
69,10.0,9,300,3000,6,True,0.2374252660008712,0.7437253620578842,5,5,[1.68682251 4.101271  ] [1.63965765 1.47004603] [4.30178347 2.18434426] [2.68506088 0.88005448] [ 1.35047516 -0.35323888],[0.51513411 0.29423044 0.01145653 0.07407191 0.00088105 0.10422597],[[1.35178694 0.48527126]  [0.48527126 1.53888054]] [[1.38029338 0.62967171]  [0.62967171 0.78880465]] [[2.83534184 0.39247984]  [0.39247984 2.60153976]] [[ 0.28175895 -0.10353196]  [-0.10353196  0.83344621]] [[0.38922633 0.02192953]  [0.02192953 1.01747669]],5,"{0: 602, 1: 414, 2: 6, 3: 76, 4: 0, 5: 102}",2,0,2
70,10.0,10,300,3000,6,True,0.24666605796254085,0.4918052960447342,4,4,[2.93994339 3.26735245] [1.03879521 1.83146895] [1.63303247 4.13225201] [2.02757881 0.52036944],[0.20683584 0.13875932 0.37548296 0.27739392 0.000803   0.00072496],[[1.2991178  1.02268403]  [1.02268403 2.68017099]] [[ 0.62336678 -0.09259022]  [-0.09259022  0.70987472]] [[0.78459009 0.11388928]  [0.11388928 1.39476435]] [[1.50936211 0.50656048]  [0.50656048 0.93775806]],4,"{0: 196, 1: 176, 2: 454, 3: 374, 4: 0, 5: 0}",1,1,0
71,10.0,11,300,3000,6,True,0.2562509292030419,0.5738200191881019,3,3,[1.60583379 3.35448828] [1.53107617 0.75756306] [2.28721363 4.62597771],[0.34014826 0.44954787 0.2081216  0.00080238 0.00072483 0.00065506],[[ 1.47173995 -0.32511924]  [-0.32511924  0.96816635]] [[1.15629147 0.09998157]  [0.09998157 1.12141471]] [[1.05303467 0.40127206]  [0.40127206 1.29857897]],3,"{0: 456, 1: 544, 2: 200, 3: 0, 4: 0, 5: 0}",0,0,0
72,10.0,12,300,3000,6,True,0.29841175051090224,0.7160745074196596,3,3,[1.39603551 3.89183225] [1.58370227 0.94299791] [2.78644493 4.18126122],[0.00089422 0.3501266  0.48316047 0.16429467 0.0008009  0.00072315],[[0.96356968 0.02551139]  [0.02551139 0.92701884]] [[1.32062229 0.09652237]  [0.09652237 1.18796884]] [[ 0.99313399 -0.01493133]  [-0.01493133  2.53620575]],3,"{0: 0, 1: 458, 2: 602, 3: 140, 4: 0, 5: 0}",1,1,0
73,10.0,13,300,3000,6,True,0.3143386560396026,0.7521401512926038,4,4,[1.40765588 3.88023035] [1.43446598 0.86685115] [2.55609896 2.15733583] [2.72463588 4.78989681],[0.41414694 0.36685114 0.20676711 0.00084851 0.01065464 0.00073166],[[1.62466412 0.82172739]  [0.82172739 1.3514545 ]] [[1.5251837  0.81409741]  [0.81409741 1.20110846]] [[0.48238058 0.18905018]  [0.18905018 4.99314638]] [[ 4.12338716 -2.28148002]  [-2.28148002  4.89938417]],4,"{0: 552, 1: 516, 2: 126, 3: 0, 4: 6, 5: 0}",1,1,0
74,10.0,14,300,3000,6,True,0.2741066013155053,0.5977513326391174,4,4,[1.70774345 4.06037448] [0.81416089 0.63724362] [2.12712519 0.99945179] [3.02605066 2.76027991],[0.45746142 0.2194663  0.25893218 0.00088103 0.06247491 0.00078415],[[1.16473127 0.36563901]  [0.36563901 1.40445022]] [[0.5648704  0.17297566]  [0.17297566 1.97981276]] [[ 0.84947001 -0.11532235]  [-0.11532235  0.9755483 ]] [[0.60939263 0.07748987]  [0.07748987 0.41606531]],4,"{0: 578, 1: 250, 2: 308, 3: 0, 4: 64, 5: 0}",1,0,1
75,10.0,15,300,3000,6,True,0.2610079799924317,0.5889765938269893,4,4,[1.08974554 3.74649713] [3.17773903 2.18839287] [1.47056494 0.88379619] [2.67840849 4.58735222],[0.00089595 0.28191503 0.0611902  0.46103949 0.19415837 0.00080095],[[0.91400119 0.06326793]  [0.06326793 0.82298818]] [[ 0.76149827 -0.26901352]  [-0.26901352  0.61275607]] [[1.33689653 0.14137801]  [0.14137801 1.16696919]] [[ 0.95186156 -0.04294544]  [-0.04294544  1.20354143]],4,"{0: 0, 1: 346, 2: 56, 3: 572, 4: 226, 5: 0}",1,1,0
76,10.0,16,300,3000,6,True,0.2795993819590709,0.5517354636243049,5,5,[1.57327225 0.80741413] [2.5396905  4.31246269] [3.41482316 2.65443435] [1.22431473 3.84767123] [1.56900036 1.07113577],[0.31836067 0.20397694 0.07982124 0.27445216 0.1225915  0.00079749],[[1.2021498  0.55557284]  [0.55557284 1.36103262]] [[0.87790043 0.56351269]  [0.56351269 1.60248238]] [[6.44901290e-01 1.34983891e-04]  [1.34983891e-04 1.62258690e+00]] [[0.80134399 0.04507432]  [0.04507432 1.12909984]] [[ 1.6959971  -0.53509025]  [-0.53509025  0.77979407]],5,"{0: 488, 1: 244, 2: 78, 3: 330, 4: 60, 5: 0}",1,1,0
77,10.0,17,300,3000,6,True,0.2900049321093095,0.7830104907087838,4,3,[1.86728178 0.87505571] [2.0021053  4.02329335] [0.48629376 2.85702023] [-1.33321874  1.16946236],[0.42577099 0.51577244 0.05182304 0.005217   0.00074419 0.00067234],[[1.32358348 0.40888185]  [0.40888185 1.15383194]] [[1.20385456 0.27648605]  [0.27648605 1.66370459]] [[0.3250846  0.07681607]  [0.07681607 0.80929798]] [[3.86666581 1.73356591]  [1.73356591 2.89166633]],4,"{0: 528, 1: 642, 2: 26, 3: 4, 4: 0, 5: 0}",1,0,1
78,10.0,18,300,3000,6,True,0.22972830660414964,0.5754956061659906,5,5,[1.89671398 1.04291757] [1.22238639 3.71220718] [2.72587358 4.32228212] [2.95673363 0.81386785] [-0.66424624  2.24509893],[0.438808   0.27914629 0.18686255 0.04208351 0.05231474 0.00078491],[[1.45065397 0.82803333]  [0.82803333 1.91836135]] [[0.51696645 0.18100281]  [0.18100281 1.89766344]] [[0.71835981 0.34814804]  [0.34814804 1.22326323]] [[ 0.57127762 -0.49689372]  [-0.49689372  0.78280973]] [[0.91499837 0.04715276]  [0.04715276 2.27841921]],5,"{0: 580, 1: 348, 2: 204, 3: 22, 4: 46, 5: 0}",2,1,1
79,10.0,19,300,3000,6,True,0.2404301281102158,0.4342487375482133,5,5,[2.09667477 2.33381127] [2.26904577 4.61237285] [0.56081617 3.29782312] [3.36897774 1.91180624] [1.19949916 0.7700112 ],[0.18472736 0.3128107  0.10896394 0.08081399 0.3118832  0.00080081],[[0.22625045 0.02260584]  [0.02260584 2.172235  ]] [[1.3688185  0.21809908]  [0.21809908 1.01981936]] [[ 0.5909857  -0.09062793]  [-0.09062793  0.73560967]] [[ 0.55660731 -0.04664991]  [-0.04664991  0.63682929]] [[1.25365963 0.23169036]  [0.23169036 1.27167206]],5,"{0: 194, 1: 386, 2: 132, 3: 92, 4: 396, 5: 0}",2,0,0
80,100.0,0,300,3000,6,True,0.3070116862541929,0.7063924629090165,5,4,[1.74719774 0.90376883] [1.01907629 3.02932527] [2.18496113 4.46689293] [3.88408906 4.96245179] [3.02333175 0.07679998],[0.44043289 0.19365957 0.00089145 0.33939419 0.021336   0.0042859 ],[[1.52131984 0.4762519 ]  [0.4762519  1.10113451]] [[ 0.96227449 -0.09899256]  [-0.09899256  0.61135251]] [[ 1.0232012  -0.02745917]  [-0.02745917  1.13708874]] [[1.46851125 1.47153269]  [1.47153269 3.07315696]] [[ 1.07285909 -1.36215915]  [-1.36215915  4.35840999]],5,"{0: 554, 1: 210, 2: 0, 3: 424, 4: 10, 5: 2}",2,1,1
81,100.0,1,300,3000,6,True,0.2760396324990805,0.5485186793259865,5,5,[2.97779053 4.25439   ] [0.89440609 1.00766896] [2.76964537 2.32011632] [2.15966058 1.11322684] [1.80420034 4.29506376],[0.06273727 0.00089489 0.23549791 0.09519163 0.23250685 0.37317145],[[ 1.74205371 -0.33742311]  [-0.33742311  3.14090365]] [[0.59246377 0.23458774]  [0.23458774 1.72584244]] [[ 0.67477165 -0.33445327]  [-0.33445327  0.84805501]] [[0.47061354 0.01476188]  [0.01476188 1.23891994]] [[1.11436481 0.34623095]  [0.34623095 0.963834  ]],5,"{0: 22, 1: 0, 2: 256, 3: 96, 4: 302, 5: 524}",2,1,1
82,100.0,2,300,3000,6,True,0.26374706244854434,0.5280452348482954,5,5,[1.80711148 3.78771078] [1.90309252 0.58940423] [3.03669488 4.21526973] [1.30963723 1.80895083] [0.17915727 2.69520321],[0.33616288 0.33546501 0.00089191 0.13680604 0.12672162 0.06395256],[[ 0.94143966 -0.09032088]  [-0.09032088  1.73535744]] [[1.8391748  0.63192353]  [0.63192353 0.90270843]] [[0.93635411 0.21880227]  [0.21880227 1.18962214]] [[0.18281064 0.04991126]  [0.04991126 2.72016632]] [[0.61407231 0.03640281]  [0.03640281 0.40569855]],5,"{0: 458, 1: 468, 2: 0, 3: 118, 4: 80, 5: 76}",2,1,1
83,100.0,3,300,3000,6,True,0.28837975983606223,0.5305167909137136,5,4,[1.78129875 4.37260982] [1.48691456 1.24696108] [4.39226231 2.39183687] [0.01843781 1.98611377] [3.30313587 2.02245435],[0.37562807 0.4101167  0.00089123 0.0082157  0.10344843 0.10169987],[[1.24392672 0.49368132]  [0.49368132 1.08319601]] [[0.76881115 0.33688599]  [0.33688599 1.56154598]] [[ 3.25242981 -0.03898629]  [-0.03898629  2.20609471]] [[0.23592117 0.28174818]  [0.28174818 4.14058571]] [[0.55279203 0.16627847]  [0.16627847 1.9178504 ]],5,"{0: 480, 1: 492, 2: 0, 3: 4, 4: 112, 5: 112}",5,0,3
84,100.0,4,300,3000,6,True,0.21649437258326606,0.4721679552929616,5,5,[4.39756596 3.96377174] [2.14859154 1.59812357] [0.75344983 3.14619654] [1.10912609 0.21399961] [2.09311378 4.34872012],[0.04736912 0.2129497  0.000894   0.17564752 0.25323597 0.30990369],[[0.76545316 0.01166539]  [0.01166539 3.45929808]] [[ 0.65100202 -0.05406494]  [-0.05406494  0.49940724]] [[1.09563393 0.1181408 ]  [0.1181408  1.13503499]] [[1.22156938 0.09975634]  [0.09975634 1.0566765 ]] [[0.60061975 0.0814285 ]  [0.0814285  1.09262557]],5,"{0: 48, 1: 294, 2: 0, 3: 166, 4: 284, 5: 408}",2,2,0
85,100.0,5,300,3000,6,True,0.2441517742684451,0.4792049641069782,5,5,[0.85914606 1.75288576] [2.12938897 3.89172787] [0.91947102 3.99918268] [3.01085246 4.07061328] [1.9726823  0.75275118],[0.11757871 0.18887663 0.19076473 0.13169321 0.3702062  0.00088052],[[0.91281166 0.64905719]  [0.64905719 1.12381336]] [[0.28039268 0.04403964]  [0.04403964 1.73244935]] [[0.84895532 0.32116264]  [0.32116264 1.04321753]] [[0.86952135 0.54620587]  [0.54620587 2.08868458]] [[1.23066599 0.4663021 ]  [0.4663021  1.23928407]],5,"{0: 126, 1: 302, 2: 192, 3: 100, 4: 480, 5: 0}",3,3,0
86,100.0,6,300,3000,6,True,0.3203332077304709,0.8158589673771882,2,2,[1.79950116 4.14477785] [1.74383135 1.14801519],[0.4492578  0.54726681 0.00088482 0.0008729  0.00086349 0.00085417],[[1.55660201 0.44248408]  [0.44248408 1.17678479]] [[1.74058115 0.48538312]  [0.48538312 1.58280117]],2,"{0: 542, 1: 658, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
87,100.0,7,300,3000,6,True,0.2734847571605493,0.5186895098308524,4,4,[2.82266213 2.61953968] [2.0369959  4.11397254] [1.03917424 0.73203071] [2.23233455 0.79624393],[0.15924439 0.40831372 0.00089192 0.24064218 0.00088741 0.19002037],[[ 0.75904855 -0.61452453]  [-0.61452453  1.00083978]] [[1.44125576 0.39377966]  [0.39377966 1.11881732]] [[0.64524754 0.05534791]  [0.05534791 1.56509413]] [[ 0.43357107 -0.21349551]  [-0.21349551  0.59934597]],4,"{0: 162, 1: 528, 2: 0, 3: 272, 4: 0, 5: 238}",1,0,1
88,100.0,8,300,3000,6,True,0.26124722604555994,0.4709788439585845,5,5,[3.13126436 3.5417832 ] [1.75849876 2.94388654] [1.71696076 0.59246355] [1.57659485 4.59738715] [0.68723717 2.16460312],[0.12541702 0.15656013 0.34576249 0.26802458 0.10335807 0.00087771],[[0.86471804 0.63820266]  [0.63820266 2.51286402]] [[0.49134554 0.05167491]  [0.05167491 1.11279603]] [[1.47354901 0.59543831]  [0.59543831 1.236484  ]] [[1.1064344  0.35804057]  [0.35804057 1.06757569]] [[0.78776082 0.14915309]  [0.14915309 0.45210461]],5,"{0: 104, 1: 172, 2: 454, 3: 356, 4: 114, 5: 0}",2,1,0
89,100.0,9,300,3000,6,True,0.2260128641558296,0.7130830179261874,6,6,[1.88672098 4.25193772] [1.61222593 1.48155309] [4.32651583 2.21411937] [2.65560765 0.92691365] [0.5634028  3.28773267] [ 1.31461943 -0.25309729],[0.44479511 0.28249371 0.01133088 0.07843763 0.06645173 0.11649095],[[1.15321108 0.35321333]  [0.35321333 1.47576227]] [[1.46528829 0.62056823]  [0.62056823 0.75519102]] [[2.85501053 0.406411  ]  [0.406411   2.66739782]] [[ 0.29031386 -0.11713056]  [-0.11713056  0.85340152]] [[ 0.87985574 -0.24615583]  [-0.24615583  0.60922758]] [[ 0.4104456  -0.00188143]  [-0.00188143  1.07277526]],6,"{0: 572, 1: 414, 2: 6, 3: 76, 4: 22, 5: 110}",3,1,2
90,100.0,10,300,3000,6,True,0.2480491186671987,0.494074490310734,4,4,[2.96871873 3.2975195 ] [1.03815113 1.83428726] [1.63820212 4.12388504] [2.02431807 0.52593944],[0.20045639 0.13828622 0.37893861 0.28056691 0.00088069 0.00087117],[[1.28217315 1.00614222]  [1.00614222 2.66285947]] [[ 0.62279938 -0.09196602]  [-0.09196602  0.70340909]] [[0.78752282 0.11119459]  [0.11119459 1.40072998]] [[1.50592832 0.50508807]  [0.50508807 0.94179319]],4,"{0: 194, 1: 176, 2: 454, 3: 376, 4: 0, 5: 0}",1,1,0
91,100.0,11,300,3000,6,True,0.2566209994498611,0.5715943257074947,3,3,[1.60391915 3.3408591 ] [1.52926781 0.75395116] [2.26229874 4.5826581 ],[0.33101709 0.44817712 0.21819419 0.00087971 0.0008704  0.0008615 ],[[ 1.4828462  -0.34190608]  [-0.34190608  0.96841439]] [[1.15539903 0.09793101]  [0.09793101 1.11744818]] [[1.06720327 0.41120046]  [0.41120046 1.32230245]],3,"{0: 448, 1: 544, 2: 208, 3: 0, 4: 0, 5: 0}",0,0,0
92,100.0,12,300,3000,6,True,0.21500815163419448,0.3894599717042807,5,4,[-0.58033841  1.4852345 ] [1.3143392  3.95144681] [0.68384116 1.10105231] [2.53354165 3.79872603] [2.15203333 0.82802622],[0.00800379 0.26493596 0.20031909 0.26814663 0.2577146  0.00087994],[[2.46430975 1.04718856]  [1.04718856 2.44555205]] [[ 0.89358066 -0.04098681]  [-0.04098681  0.76696527]] [[0.46664667 0.05125776]  [0.05125776 1.58880026]] [[1.07639169 0.08692302]  [0.08692302 2.66613117]] [[0.80337375 0.04849695]  [0.04849695 0.95276856]],5,"{0: 4, 1: 360, 2: 250, 3: 270, 4: 316, 5: 0}",4,1,3
93,100.0,13,300,3000,6,True,0.28956323578908155,0.6326904232302263,5,5,[1.64297351 4.05271498] [1.39283856 0.8540642 ] [2.65933993 1.64636962] [0.11540656 2.62446605] [2.87777417 5.00460559],[0.36744344 0.33591645 0.19343406 0.07629926 0.02603774 0.00086904],[[1.21857515 0.68971311]  [0.68971311 1.20578382]] [[1.38562339 0.82307515]  [0.82307515 1.21496843]] [[0.47090753 0.36709377]  [0.36709377 3.78517576]] [[1.14534396 0.11631631]  [0.11631631 1.96158067]] [[ 2.78566279 -1.57954626]  [-1.57954626  4.09363605]],5,"{0: 526, 1: 434, 2: 194, 3: 34, 4: 12, 5: 0}",3,1,2
94,100.0,14,300,3000,6,True,0.2773560249022768,0.6016694926810697,4,4,[1.70034607 4.09450642] [0.85007352 0.69797738] [2.15286289 0.97796154] [2.97408894 2.76438938],[0.44506645 0.23586663 0.24402112 0.00088685 0.07328753 0.00087141],[[1.16549784 0.37752032]  [0.37752032 1.3758323 ]] [[0.58295997 0.18806387]  [0.18806387 2.01073306]] [[ 0.8347906  -0.13159482]  [-0.13159482  0.93932004]] [[0.62164793 0.06945673]  [0.06945673 0.43332899]],4,"{0: 564, 1: 272, 2: 286, 3: 0, 4: 78, 5: 0}",1,0,1
95,100.0,15,300,3000,6,True,0.26137085905498514,0.5845370378239731,4,4,[1.06207441 3.73923458] [3.18360684 2.17501937] [1.47006537 0.88352106] [2.64630099 4.55036317],[0.00089701 0.27269149 0.06010627 0.460872   0.20455368 0.00087955],[[0.8953489  0.06017496]  [0.06017496 0.81729977]] [[ 0.76358463 -0.26507407]  [-0.26507407  0.60225802]] [[1.33693167 0.14057115]  [0.14057115 1.16681289]] [[ 0.96394127 -0.0263276 ]  [-0.0263276   1.22031596]],4,"{0: 0, 1: 332, 2: 56, 3: 572, 4: 240, 5: 0}",1,1,0
96,100.0,16,300,3000,6,True,0.2728474085922421,0.5273592905721224,5,5,[1.55588332 0.78196761] [2.54763927 4.31763241] [3.39911935 2.63399211] [1.22837287 3.84545062] [1.57766151 1.06193054],[0.30041009 0.20411968 0.08125374 0.27534273 0.13799643 0.00087732],[[1.19528216 0.5706048 ]  [0.5706048  1.37169806]] [[0.87687988 0.55808573]  [0.55808573 1.6005731 ]] [[0.6529269  0.00399195]  [0.00399195 1.54566236]] [[0.80058749 0.03932516]  [0.03932516 1.12586456]] [[ 1.64256588 -0.49624769]  [-0.49624769  0.77260936]],5,"{0: 474, 1: 240, 2: 82, 3: 334, 4: 70, 5: 0}",1,1,0
97,100.0,17,300,3000,6,True,0.2505800195309232,0.5980958438620592,6,5,[1.84486299 0.91795133] [1.73925731 4.08178087] [0.57485684 2.9297622 ] [-1.13524112  1.37497456] [2.33642519 4.24455707] [3.03086621 4.63398691],[0.44589716 0.19934574 0.10851101 0.00656676 0.15229262 0.08738671],[[1.30211848 0.37899553]  [0.37899553 1.17276394]] [[ 0.87948076 -0.32027406]  [-0.32027406  0.87081683]] [[0.38123204 0.03049979]  [0.03049979 0.6031666 ]] [[3.85148333 1.79351244]  [1.79351244 3.08786   ]] [[0.33241966 0.21175735]  [0.21175735 2.08675767]] [[1.36807512 0.00807946]  [0.00807946 1.56156367]],6,"{0: 562, 1: 308, 2: 128, 3: 4, 4: 144, 5: 54}",2,1,1
98,100.0,18,300,3000,6,True,0.21120840634118945,0.5198104544817885,6,6,[1.87638936 1.08951242] [1.22439044 3.69950474] [2.70172323 4.2471446 ] [2.92099158 0.83951239] [-0.52167937  2.33276672] [1.66992639 0.07171468],[0.35813999 0.2765309  0.20168613 0.05714709 0.05829356 0.04820234],[[1.65311442 0.99809776]  [0.99809776 1.79812875]] [[0.49750309 0.1677793 ]  [0.1677793  1.91938825]] [[0.71487431 0.35842914]  [0.35842914 1.2852594 ]] [[ 0.51504737 -0.45206042]  [-0.45206042  0.71521831]] [[1.01566989 0.00938814]  [0.00938814 2.00009427]] [[ 0.36526177 -0.01747087]  [-0.01747087  1.55612372]],6,"{0: 502, 1: 364, 2: 216, 3: 46, 4: 50, 5: 22}",3,1,2
99,100.0,19,300,3000,6,True,0.187125797695845,0.31259461076226125,6,6,[2.07833237 2.80988591] [2.34910462 4.67457055] [0.56250381 3.41515752] [3.32642574 1.91854868] [0.7929874  0.94550509] [2.005625   0.63390464],[0.15908271 0.28419931 0.11246004 0.09330709 0.22271298 0.12823787],[[0.22588882 0.0360081 ]  [0.0360081  1.94640691]] [[1.34251074 0.17960193]  [0.17960193 0.98758621]] [[ 0.59226701 -0.0729874 ]  [-0.0729874   0.75636982]] [[ 0.58618211 -0.08814265]  [-0.08814265  0.72299282]] [[0.97047484 0.31602028]  [0.31602028 1.53442118]] [[0.48581414 0.16835884]  [0.16835884 0.9955195 ]],6,"{0: 190, 1: 356, 2: 132, 3: 108, 4: 246, 5: 168}",4,0,2
100,1000.0,0,300,3000,6,True,0.306209478756773,0.7187971804722241,5,4,[1.74310878 0.90099225] [0.96432113 2.9957368 ] [2.14566855 4.40445952] [3.83266962 4.83752202] [3.01358079 0.11402589],[0.43865208 0.17411847 0.00089187 0.35828868 0.02352031 0.0045286 ],[[1.52352365 0.47339552]  [0.47339552 1.09789345]] [[ 0.94177521 -0.11886618]  [-0.11886618  0.58706271]] [[1.02590802 0.00225079]  [0.00225079 1.18567881]] [[1.47085799 1.47677476]  [1.47677476 3.1358816 ]] [[ 1.07122846 -1.35451856]  [-1.35451856  4.33445556]],5,"{0: 554, 1: 188, 2: 0, 3: 446, 4: 10, 5: 2}",2,1,1
101,1000.0,1,300,3000,6,True,0.28010497056474537,0.5651519899062669,5,5,[3.02952472 4.28146385] [0.82042808 0.99152707] [2.73734445 2.33264917] [2.1032181  1.08937722] [1.82073256 4.29295328],[0.05506714 0.00089349 0.21089266 0.09850671 0.25329515 0.38134485],[[ 1.79044172 -0.38655425]  [-0.38655425  3.25389027]] [[0.56033978 0.22691887]  [0.22691887 1.77816492]] [[ 0.68973027 -0.33009012]  [-0.33009012  0.82425787]] [[0.51260747 0.02537606]  [0.02537606 1.20783013]] [[1.12102789 0.33954902]  [0.33954902 0.9792824 ]],5,"{0: 18, 1: 0, 2: 230, 3: 100, 4: 322, 5: 530}",2,1,1
