,Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,HeightARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits
0,1.6e-07,0,250,1000,6,True,0.30374048069269605,0.8536267863548035,2,2,[1.83726584 3.96952605] [1.80349797 0.93810405],[1.07503329e-03 5.69357927e-01 4.29567039e-01 1.59310326e-10 2.54896489e-17 4.07834322e-24],[[2.1209826  0.51855151]  [0.51855151 1.7340407 ]] [[2.07605606 0.41329266]  [0.41329266 1.19224132]],3,"{0: 0, 1: 559, 2: 441, 3: 0, 4: 0, 5: 0}",0,0,0
1,1.6e-07,1,250,1000,6,True,0.3655190543767711,0.6825506663246309,4,3,[1.15482593 1.04064401] [1.82110513 5.74008748] [2.60524487 1.32547761] [1.83864563 4.17257135],[2.98888888e-01 5.03113521e-03 2.41148983e-01 4.54930994e-01 1.59036052e-10 2.54457646e-17],[[1.23034561 0.37826367]  [0.37826367 1.52361086]] [[0.79910893 0.23213325]  [0.23213325 6.51122113]] [[1.07175026 0.31127466]  [0.31127466 1.43279209]] [[1.67265507 0.42992394]  [0.42992394 1.16927268]],4,"{0: 287, 1: 2, 2: 228, 3: 483, 4: 0, 5: 0}",1,0,1
2,1.6e-07,2,250,1000,6,True,0.3023326194362891,0.5820565928979944,3,3,[2.23483322 4.24257817] [1.04186884 2.74023561] [1.83367732 0.59212359],[1.07581496e-03 3.80087052e-01 2.04090101e-01 1.07219760e-03 4.13674835e-01 1.58660017e-10],[[ 1.96852473 -0.03266163]  [-0.03266163  1.28220424]] [[1.4448433  0.05562065]  [0.05562065 0.51874848]] [[2.20534803 0.5755873 ]  [0.5755873  1.01922088]],5,"{0: 0, 1: 366, 2: 210, 3: 0, 4: 424, 5: 0}",0,0,0
3,1.6e-07,3,250,1000,6,True,0.3292440064948857,0.8816158545658237,3,3,[1.86667788 4.15394324] [1.77996268 1.09037936] [0.21922715 2.71621033],[4.26116538e-01 4.79035120e-01 9.48483415e-02 1.57902147e-10 2.52643401e-17 4.04229383e-24],[[1.90142064 0.57069767]  [0.57069767 1.38756624]] [[2.08968742 0.67565053]  [0.67565053 1.59660503]] [[ 0.71920073 -0.00641664]  [-0.00641664  3.08010862]],3,"{0: 473, 1: 512, 2: 15, 3: 0, 4: 0, 5: 0}",0,0,0
4,1.6e-07,4,250,1000,6,True,0.31277478955412696,0.9138498737660676,2,2,[1.73835428 0.90272102] [1.73673824 3.8983289 ],[4.79650884e-01 5.20349116e-01 1.59533859e-10 2.55254145e-17 4.08406578e-24 6.53450429e-31],[[2.11688864 0.63573999]  [0.63573999 1.50906198]] [[2.07867923 0.69296882]  [0.69296882 1.73013608]],2,"{0: 482, 1: 518, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
5,1.6e-07,5,250,1000,6,True,0.2794655072140617,0.614170159375653,3,3,[1.79279524 3.85348647] [0.48520746 0.95787248] [2.20309597 0.83879092],[5.45788284e-01 1.35156818e-01 1.06869081e-03 3.17986207e-01 1.58497319e-10 2.53595673e-17],[[1.85203009 0.34376369]  [0.34376369 1.62110822]] [[1.17624669 0.4383157 ]  [0.4383157  1.48508922]] [[1.25690464 0.31025282]  [0.31025282 1.1993351 ]],4,"{0: 559, 1: 103, 2: 0, 3: 338, 4: 0, 5: 0}",1,0,1
6,1.6e-07,6,250,1000,6,True,0.32163768515559954,0.8948107352162736,2,2,[1.7783388  4.03059551] [1.72133478 1.04043156],[4.95711749e-01 5.04288251e-01 1.59524124e-10 2.55238568e-17 4.08381655e-24 6.53410552e-31],[[2.19902287 0.45760411]  [0.45760411 1.37343065]] [[2.40085925 0.51487396]  [0.51487396 1.42364594]],2,"{0: 497, 1: 503, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
7,1.6e-07,7,250,1000,6,True,0.3331921760930641,0.9024024052970776,2,2,[1.92789435 1.00578458] [1.98232212 4.00177506],[5.18277105e-01 4.81722895e-01 1.59509351e-10 2.55214932e-17 4.08343837e-24 6.53350044e-31],[[1.84700769 0.40682348]  [0.40682348 1.37129995]] [[1.96734282 0.4332247 ]  [0.4332247  1.22485752]],2,"{0: 518, 1: 482, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
8,1.6e-07,8,250,1000,6,True,0.2878557072684018,0.5864412585149118,3,3,[1.40896502 2.20319843] [1.79264738 0.60407834] [1.84389867 4.33251879],[2.08199963e-01 3.60696221e-01 1.07071221e-03 4.30033103e-01 1.58902286e-10 2.54243620e-17],[[1.8055612  0.30114579]  [0.30114579 0.50835901]] [[2.03618347 0.64665368]  [0.64665368 1.32243675]] [[1.98261357 0.3447188 ]  [0.3447188  1.26267815]],4,"{0: 230, 1: 348, 2: 0, 3: 422, 4: 0, 5: 0}",0,0,0
9,1.6e-07,9,250,1000,6,True,0.22541816430905215,0.4959755403565049,5,4,[0.91588435 3.40587239] [4.41148462 2.44957784] [1.91206241 0.44295374] [1.62625957 1.54775327] [2.16950446 4.63848657],[1.68832335e-01 4.02924589e-03 2.31617492e-01 2.64309568e-01 3.31211359e-01 1.58712731e-10],[[ 1.49806812 -0.10906878]  [-0.10906878  0.62138738]] [[ 4.89222969 -0.02249948]  [-0.02249948  2.07316343]] [[1.47766355 0.3895987 ]  [0.3895987  1.51283345]] [[2.15917723 0.65589638]  [0.65589638 0.68379348]] [[1.61817662 0.15113405]  [0.15113405 1.17233661]],5,"{0: 155, 1: 1, 2: 180, 3: 331, 4: 333, 5: 0}",2,1,0
10,1.6e-07,10,250,1000,6,False,0.2672495904382813,0.6103832712510666,4,4,[2.24652758 3.83733544] [0.73105085 1.96239735] [2.05609471 0.77210365] [1.03803119 4.36657506],[4.86133789e-01 7.40784376e-02 3.56873529e-01 8.29142445e-02 1.57282065e-10 2.51651267e-17],[[1.9560808  0.42285319]  [0.42285319 1.8641287 ]] [[ 0.86247353 -0.00712453]  [-0.00712453  0.69930625]] [[1.89620041 0.45680799]  [0.45680799 1.10399598]] [[ 0.85316229 -0.12474508]  [-0.12474508  0.93171125]],4,"{0: 554, 1: 45, 2: 379, 3: 22, 4: 0, 5: 0}",1,1,0
11,1.6e-07,11,250,1000,6,True,0.2979524388608621,0.6263106320522429,3,3,[1.84080105 3.29520435] [1.52609035 0.75369746] [1.81439096 4.22730791],[2.28652674e-01 4.47939889e-01 3.23407437e-01 1.59142441e-10 2.54627872e-17 4.07404535e-24],[[ 2.04290787 -0.48844216]  [-0.48844216  0.81676172]] [[1.67635663 0.1076405 ]  [0.1076405  1.07474329]] [[2.111906   0.66286202]  [0.66286202 1.52091513]],3,"{0: 206, 1: 458, 2: 336, 3: 0, 4: 0, 5: 0}",0,0,0
12,1.6e-07,12,250,1000,6,True,0.3118528095312685,0.5606472636521489,3,3,[2.64017789 3.99465457] [1.57987083 0.99115325] [1.15141268 3.98771411],[2.49754851e-01 4.88792944e-01 2.61452205e-01 1.59020781e-10 2.54433215e-17 4.07093085e-24],[[ 1.54039418 -0.02191666]  [-0.02191666  2.34940754]] [[1.77611176 0.05427561]  [0.05427561 1.22699148]] [[1.2984224  0.02416502]  [0.02416502 0.69043223]],3,"{0: 205, 1: 515, 2: 280, 3: 0, 4: 0, 5: 0}",1,1,0
13,1.6e-07,13,250,1000,6,True,0.2817721955184683,0.7076614079040153,3,3,[1.63552659 3.75021798] [1.69625387 0.86503216] [ 2.45400629 -0.45418576],[5.63035982e-01 1.07170063e-03 3.85656903e-01 1.04638290e-03 4.91890311e-02 1.52990170e-10],[[2.13527145 0.74093296]  [0.74093296 1.91827843]] [[2.19584293 0.85625819]  [0.85625819 1.17950648]] [[1.16716752 0.3163906 ]  [0.3163906  2.28368112]],5,"{0: 552, 1: 0, 2: 421, 3: 0, 4: 27, 5: 0}",0,0,0
14,1.6e-07,14,250,1000,6,True,0.3179546213030056,0.8191659644651601,3,3,[1.89098469 1.11414005] [0.30832134 1.20625449] [1.73673785 4.06700553],[4.31522885e-01 1.07304809e-03 1.19968248e-01 4.47435819e-01 1.58926201e-10 2.54281884e-17],[[1.61898447 0.35920609]  [0.35920609 1.55644254]] [[0.7429811  0.23171389]  [0.23171389 2.97262436]] [[1.69969774 0.2815285 ]  [0.2815285  1.40368765]],4,"{0: 454, 1: 0, 2: 65, 3: 481, 4: 0, 5: 0}",1,0,1
15,1.6e-07,15,250,1000,6,True,0.3313341535539295,0.8499346647122894,2,2,[1.66828008 3.8581696 ] [1.6570678  0.86712811],[5.44951436e-01 1.07144518e-03 4.53977119e-01 1.59140571e-10 2.54624880e-17 4.07399748e-24],[[2.16703281 0.40135068]  [0.40135068 1.41438475]] [[2.24814467 0.38525541]  [0.38525541 1.06925907]],3,"{0: 540, 1: 0, 2: 460, 3: 0, 4: 0, 5: 0}",0,0,0
16,1.6e-07,16,250,1000,6,True,0.3137893812726,0.8573340133399278,2,2,[1.82276638 3.93295058] [1.82493807 0.94909088],[1.07742334e-03 5.41399800e-01 4.57522777e-01 1.59332892e-10 2.54932594e-17 4.07892090e-24],[[2.08799271 0.51205764]  [0.51205764 1.62138863]] [[2.00977273 0.53108316]  [0.53108316 1.35888883]],3,"{0: 0, 1: 538, 2: 462, 3: 0, 4: 0, 5: 0}",0,0,0
17,1.6e-07,17,250,1000,6,True,0.29307049218584386,0.9447288361358886,3,2,[1.88126248 1.06888856] [-0.91124965  1.45610922] [1.83705437 4.06240865],[4.71263508e-01 3.76919274e-03 5.24967299e-01 1.59236255e-10 2.54777974e-17 4.07644699e-24],[[1.91466039 0.44373266]  [0.44373266 1.43810504]] [[5.50257152 2.23017268]  [2.23017268 2.95143455]] [[1.83822653 0.46313018]  [0.46313018 1.68521437]],3,"{0: 472, 1: 2, 2: 526, 3: 0, 4: 0, 5: 0}",1,0,1
18,1.6e-07,18,250,1000,6,True,0.26648709172283863,0.696658836316451,3,3,[1.99546085 4.29858085] [0.86681684 2.7395725 ] [1.73138232 1.105709  ],[3.79980942e-01 7.64484503e-02 5.43570607e-01 1.59290733e-10 2.54865138e-17 4.07784162e-24],[[1.79490805 0.17899218]  [0.17899218 1.22590152]] [[ 2.36397461 -0.53777313]  [-0.53777313  0.76917559]] [[2.30068291 0.48419751]  [0.48419751 1.83544717]],3,"{0: 394, 1: 25, 2: 581, 3: 0, 4: 0, 5: 0}",0,0,0
19,1.6e-07,19,250,1000,6,True,0.3361537454683441,0.8647650818483232,2,2,[1.79725064 1.2076497 ] [1.77580591 4.18055469],[5.37956089e-01 1.07199100e-03 1.06946127e-03 4.59902458e-01 1.58807651e-10 2.54092204e-17],[[2.00865911 0.54654048]  [0.54654048 1.55542009]] [[2.0199085  0.52945765]  [0.52945765 1.28329174]],4,"{0: 530, 1: 0, 2: 0, 3: 470, 4: 0, 5: 0}",0,0,0
20,0.16666666666666666,0,250,1000,6,True,0.2251661283736125,0.5186813129786442,5,5,[2.54859084 1.42963252] [2.01988716 4.15250896] [1.12017331 0.6568668 ] [4.14398042 3.33886941] [0.46175538 3.23898311],[0.1477228  0.44539522 0.0010711  0.27791089 0.04798168 0.07991832],[[ 0.60816695 -0.1051447 ]  [-0.1051447   0.61162703]] [[0.94808776 0.0857007 ]  [0.0857007  1.44955145]] [[1.04936692 0.1191059 ]  [0.1191059  1.05103196]] [[0.85631654 0.98761561]  [0.98761561 6.06885661]] [[ 0.61756935 -0.10490617]  [-0.10490617  0.57491857]],6,"{0: 164, 1: 462, 2: 0, 3: 266, 4: 38, 5: 70}",4,3,1
21,0.16666666666666666,1,250,1000,6,True,0.3437248669309259,0.8872309680923036,3,2,[1.80441604 1.107301  ] [1.83552667 4.12082365] [1.91374998 6.15218147],[5.21043558e-01 4.76270056e-01 2.56549453e-03 1.03925351e-04 1.48450283e-05 2.12071782e-06],[[1.11336138 0.45246609]  [0.45246609 1.42549701]] [[1.1157476  0.43109359]  [0.43109359 1.23467867]] [[0.31712414 0.29832173]  [0.29832173 7.01364115]],3,"{0: 524, 1: 474, 2: 2, 3: 0, 4: 0, 5: 0}",0,0,0
22,0.16666666666666666,2,250,1000,6,True,0.29297428213706617,0.5862452888677174,4,4,[1.09394981 2.8500365 ] [1.90084255 0.58971678] [1.39606717 2.01869916] [2.29852025 4.34781253],[1.07525691e-03 1.72818339e-01 3.60647899e-01 1.36170179e-01 3.29146554e-01 1.41773014e-04],[[1.26376767 0.13500193]  [0.13500193 0.42683322]] [[1.84347235 0.63293465]  [0.63293465 0.96940801]] [[0.1689993  0.10130149]  [0.10130149 2.72618689]] [[ 1.47700837 -0.06736205]  [-0.06736205  1.21414425]],5,"{0: 0, 1: 194, 2: 404, 3: 56, 4: 346, 5: 0}",0,0,0
23,0.16666666666666666,3,250,1000,6,True,0.30621638645283195,0.6801203212620801,3,3,[0.51273558 2.31643341] [1.92484138 1.16522073] [1.99835445 4.26749859],[2.02082991e-01 4.27334122e-01 3.70417409e-01 1.42255878e-04 2.03193834e-05 2.90276804e-06],[[0.48052151 0.0494302 ]  [0.0494302  3.45162364]] [[1.4859856  0.66593197]  [0.66593197 1.57977796]] [[1.27077482 0.51812107]  [0.51812107 1.2681789 ]],3,"{0: 148, 1: 468, 2: 384, 3: 0, 4: 0, 5: 0}",0,0,0
24,0.16666666666666666,4,250,1000,6,True,0.2369678761260861,0.5418770642613245,5,5,[2.01393421 1.60491487] [1.93117655 4.11318489] [1.13623178 0.09555341] [4.40744906 3.92550362] [0.09039656 2.7941584 ],[0.2355072  0.40861999 0.00107033 0.23699625 0.04512824 0.072678  ],[[ 0.86529933 -0.10353295]  [-0.10353295  0.56378894]] [[0.72180679 0.19743814]  [0.19743814 1.30821809]] [[1.2001147 0.2146356]  [0.2146356 0.9708762]] [[0.89433025 0.06133286]  [0.06133286 3.48951705]] [[0.86304598 0.06290128]  [0.06290128 1.12142049]],6,"{0: 268, 1: 412, 2: 0, 3: 218, 4: 40, 5: 62}",1,1,0
25,0.16666666666666666,5,250,1000,6,True,0.3056637240046366,0.8462466011148978,2,2,[1.76926954 3.86085958] [1.72124003 0.87392428],[5.43883372e-01 4.55950444e-01 1.42505656e-04 2.03550517e-05 2.90786350e-06 4.15409071e-07],[[1.29395323 0.37549379]  [0.37549379 1.6113619 ]] [[1.28903866 0.35229843]  [0.35229843 1.27560281]],2,"{0: 532, 1: 468, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
26,0.16666666666666666,6,250,1000,6,True,0.2327119257580338,0.4082747095770593,6,6,[2.91764305 3.51651987] [1.64080101 2.6564002 ] [1.31382786 4.40271801] [ 0.24267037 -0.00536861] [1.32481404 0.56191373] [3.1160258  1.69250394],[0.16792547 0.11779776 0.29660274 0.03956611 0.28578197 0.09232595],[[1.05748201 0.67299338]  [0.67299338 1.48145833]] [[0.34279533 0.07216407]  [0.07216407 0.64255394]] [[1.26842426 0.62976134]  [0.62976134 1.10732903]] [[1.42186886 0.96612017]  [0.96612017 2.02547731]] [[ 1.4082609  -0.17067744]  [-0.17067744  0.77068274]] [[ 0.89416366 -0.01842079]  [-0.01842079  0.4986278 ]],6,"{0: 136, 1: 130, 2: 306, 3: 16, 4: 326, 5: 86}",4,2,1
27,0.16666666666666666,7,250,1000,6,True,0.2993688420782966,0.5541628971857695,4,4,[2.63449751 2.90850822] [2.12043238 4.22405498] [1.57109177 0.60295354] [1.62629216 1.48190482],[1.61053610e-01 3.71771923e-01 3.16389601e-01 1.50623261e-01 1.41407331e-04 2.01982491e-05],[[ 0.87897881 -0.75720404]  [-0.75720404  1.13619074]] [[1.55562431 0.42295877]  [0.42295877 1.10419351]] [[1.17738093 0.26912106]  [0.26912106 1.17470574]] [[ 0.6869397  -0.59661206]  [-0.59661206  1.00124246]],4,"{0: 146, 1: 404, 2: 348, 3: 102, 4: 0, 5: 0}",0,0,0
28,0.16666666666666666,8,250,1000,6,True,0.2890089272712087,0.6790084986274307,3,3,[1.83138819 4.29816176] [1.8096729  0.75488529] [1.27247353 2.21916837],[4.41559138e-01 4.02528683e-01 1.55747398e-01 1.41656843e-04 2.02338114e-05 2.89054347e-06],[[1.40752724 0.35544439]  [0.35544439 1.30163418]] [[1.47306992 0.65899018]  [0.65899018 1.46128528]] [[1.14579629 0.28791946]  [0.28791946 0.42028095]],3,"{0: 426, 1: 396, 2: 178, 3: 0, 4: 0, 5: 0}",0,0,0
29,0.16666666666666666,9,250,1000,6,True,0.20653408382103947,0.5523537846518861,5,5,[0.94500418 3.3498857 ] [4.35646105 2.29402968] [1.60837322 1.48970354] [1.88919795 0.17613191] [2.12467714 4.61393076],[1.62764283e-01 1.35847782e-02 3.04608294e-01 1.78392466e-01 3.40508389e-01 1.41790109e-04],[[ 1.09885797 -0.19194648]  [-0.19194648  0.60468868]] [[2.85698227 0.4217926 ]  [0.4217926  2.76185498]] [[1.45237883 0.58496296]  [0.58496296 0.6762909 ]] [[0.76279312 0.38928356]  [0.38928356 1.37902915]] [[0.96075515 0.17340561]  [0.17340561 1.17620058]],5,"{0: 154, 1: 6, 2: 362, 3: 142, 4: 336, 5: 0}",1,0,0
30,0.16666666666666666,10,250,1000,6,True,0.17293679347943175,0.27857311530157697,5,5,[2.4889573  3.92331681] [0.94836947 1.95104048] [1.03432387 0.66918202] [2.52421604 0.77836971] [1.47482411 4.18002304],[0.37509215 0.11415982 0.12720106 0.00106835 0.21532388 0.16715474],[[1.46694406 0.28969302]  [0.28969302 2.01681736]] [[ 0.60838358 -0.15397676]  [-0.15397676  0.62151599]] [[0.63825692 0.49651567]  [0.49651567 1.36224121]] [[0.86234905 0.24037492]  [0.24037492 0.94884552]] [[ 0.60651645 -0.17789796]  [-0.17789796  0.80635827]],6,"{0: 360, 1: 140, 2: 102, 3: 0, 4: 228, 5: 170}",2,1,1
31,0.16666666666666666,11,250,1000,6,True,0.2961895348106537,0.6389213778908089,4,3,[1.9625627  3.26668607] [1.55648001 0.79625353] [0.10501732 4.36297463] [1.75071126 4.27923867],[2.03983519e-01 4.64178614e-01 7.53644925e-03 3.24139390e-01 1.41776266e-04 2.02508820e-05],[[ 1.38697277 -0.35906863]  [-0.35906863  0.59541234]] [[1.10663385 0.13782149]  [0.13782149 1.10554431]] [[ 1.39989612 -1.26659932]  [-1.26659932  2.60313608]] [[1.57314366 0.72389475]  [0.72389475 1.41251409]],4,"{0: 188, 1: 464, 2: 4, 3: 344, 4: 0, 5: 0}",1,1,0
32,0.16666666666666666,12,250,1000,6,True,0.22228811815741253,0.3897725626292887,4,4,[2.32125802 3.89595817] [0.65559842 0.9931231 ] [2.17069448 0.9285512 ] [0.98890203 3.97582931],[3.55286021e-01 1.88531593e-01 2.82003325e-01 1.06387879e-03 1.72974507e-01 1.40674876e-04],[[1.13035271 0.08874326]  [0.08874326 2.09815643]] [[0.45045072 0.04137518]  [0.04137518 1.41666724]] [[0.85936777 0.01930147]  [0.01930147 1.08556277]] [[ 0.66422665 -0.02080147]  [-0.02080147  0.58012478]],5,"{0: 330, 1: 200, 2: 282, 3: 0, 4: 188, 5: 0}",2,1,1
33,0.16666666666666666,13,250,1000,6,True,0.2462545166430243,0.4945941928445432,6,6,[1.90793728 4.21274688] [0.547948   2.39579727] [1.9698551  0.97199439] [2.88432632 2.09648044] [3.05463773 4.66461384] [0.74903993 0.17767881],[0.36909861 0.10468768 0.14382236 0.1385502  0.03272075 0.21112041],[[1.15278489 0.51707802]  [0.51707802 1.0771743 ]] [[ 0.79162706 -0.29782936]  [-0.29782936  2.13831459]] [[ 0.6106624  -0.43007005]  [-0.43007005  0.86790507]] [[0.34910769 0.01530563]  [0.01530563 0.53247773]] [[ 2.71060877 -1.44139771]  [-1.44139771  3.95637706]] [[ 1.09260526 -0.1253393 ]  [-0.1253393   1.49419834]],6,"{0: 406, 1: 60, 2: 184, 3: 138, 4: 14, 5: 198}",3,1,1
34,0.16666666666666666,14,250,1000,6,True,0.3016536493401562,0.8536301892955995,2,2,[1.65226855 1.1291198 ] [1.60629129 4.061302  ],[5.49477112e-01 4.50356709e-01 1.42500801e-04 2.03543808e-05 2.90776767e-06 4.15395382e-07],[[1.30129479 0.52451201]  [0.52451201 1.84393687]] [[1.14949598 0.39741618]  [0.39741618 1.43734775]],2,"{0: 550, 1: 450, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
35,0.16666666666666666,15,250,1000,6,True,0.33853981803082345,0.7914853404323271,4,4,[2.81672722 2.5980329 ] [1.80211739 4.05349467] [1.55848192 0.73071377] [0.52046346 2.71106362],[1.07523941e-03 7.94100438e-02 4.29672506e-01 3.94811755e-01 9.48896957e-02 1.40759673e-04],[[ 1.0773288  -0.48098461]  [-0.48098461  0.70826566]] [[1.62861755 0.399321  ]  [0.399321   1.26400429]] [[1.44905591 0.23475144]  [0.23475144 0.94348073]] [[0.41987259 0.2588966 ]  [0.2588966  2.31895533]],5,"{0: 0, 1: 56, 2: 506, 3: 410, 4: 28, 5: 0}",1,0,0
36,0.16666666666666666,16,250,1000,6,True,0.32438602171426106,0.8910272770307309,2,2,[1.82327924 3.91998525] [1.8243439  0.93868193],[1.07532985e-03 5.45265841e-01 4.53493229e-01 1.42361069e-04 2.03344204e-05 2.90491618e-06],[[1.52065552 0.51052522]  [0.51052522 1.63915764]] [[1.45481135 0.53128124]  [0.53128124 1.35030541]],3,"{0: 0, 1: 540, 2: 460, 3: 0, 4: 0, 5: 0}",0,0,0
37,0.16666666666666666,17,250,1000,6,True,0.20912271728984227,0.4920900443783901,5,5,[1.96861163 1.14229768] [2.13094559 4.0336618 ] [0.39861117 2.90262426] [1.82527483 2.97067537] [2.43285398 0.29615705],[2.57784443e-01 4.24911896e-01 1.48231721e-01 5.96097748e-02 1.09322081e-01 1.40083399e-04],[[1.16797114 0.84769209]  [0.84769209 1.06908358]] [[0.60623558 0.32319822]  [0.32319822 1.6765852 ]] [[0.25330305 0.2246777 ]  [0.2246777  3.00424891]] [[4.99115966 2.21708909]  [2.21708909 3.79624611]] [[0.67681548 0.06325224]  [0.06325224 1.03601055]],5,"{0: 330, 1: 428, 2: 154, 3: 16, 4: 72, 5: 0}",1,0,0
38,0.16666666666666666,18,250,1000,6,True,0.1871221367955978,0.36517066670399545,6,6,[1.61173932 4.02471252] [-0.49672787  0.85168101] [1.41342735 1.86714017] [1.6375973  0.50718954] [2.90549769 4.4924523 ] [3.38341912 2.44419921],[0.28962453 0.05833701 0.17123781 0.27641636 0.13036024 0.07402405],[[ 0.52464467 -0.1178156 ]  [-0.1178156   1.51472851]] [[1.07873244 0.2479206 ]  [0.2479206  1.86206154]] [[ 1.9251747  -1.34156376]  [-1.34156376  1.33270835]] [[0.87682507 0.35630351]  [0.35630351 1.33807994]] [[0.7718935  0.44964826]  [0.44964826 0.93917808]] [[0.66756806 0.00155815]  [0.00155815 0.38372765]],6,"{0: 314, 1: 46, 2: 158, 3: 302, 4: 104, 5: 76}",3,1,2
39,0.16666666666666666,19,250,1000,6,True,0.3242315062986529,0.7966333504200794,4,4,[2.27018187 2.4901758 ] [0.42505819 3.24044211] [1.64815707 0.93770633] [2.14484451 4.38976011],[1.09816462e-01 9.09622222e-02 4.33204856e-01 3.65854071e-01 1.42093211e-04 2.02961439e-05],[[ 1.1813092  -0.4099439 ]  [-0.4099439   0.86781688]] [[0.63534556 0.07384084]  [0.07384084 1.39614913]] [[1.34593249 0.45104497]  [0.45104497 1.32874349]] [[1.17779626 0.31773879]  [0.31773879 1.1400619 ]],4,"{0: 14, 1: 80, 2: 504, 3: 402, 4: 0, 5: 0}",1,0,0
40,1.0,0,250,1000,6,True,0.22315169359067613,0.5232604669457704,5,5,[2.54789088 1.43116451] [2.02294674 4.15633611] [1.12089132 0.65774957] [4.14280459 3.34079861] [0.46615034 3.23957242],[0.14767613 0.44374551 0.0010711  0.27826507 0.04816319 0.081079  ],[[ 0.60803023 -0.10616885]  [-0.10616885  0.6121723 ]] [[0.94399503 0.08213441]  [0.08213441 1.44638154]] [[1.04984167 0.11929978]  [0.11929978 1.05127664]] [[0.85582652 0.98555704]  [0.98555704 6.06077353]] [[ 0.61816089 -0.1049319 ]  [-0.1049319   0.57584672]],6,"{0: 166, 1: 460, 2: 0, 3: 266, 4: 38, 5: 70}",4,3,1
41,1.0,1,250,1000,6,True,0.3418009946097516,0.9603603237781394,2,2,[1.80475338 1.05175463] [1.83443976 4.06465085],[4.99196798e-01 4.99834530e-01 5.19199298e-04 2.57253464e-04 1.28205521e-04 6.40144424e-05],[[1.11292225 0.4532309 ]  [0.4532309  1.37546721]] [[1.11125258 0.43517062]  [0.43517062 1.41512275]],2,"{0: 502, 1: 498, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
42,1.0,2,250,1000,6,True,0.29297428213706617,0.5862452888677174,4,4,[1.09447998 2.85020888] [1.90087851 0.5897608 ] [1.39604338 2.01856397] [2.29858243 4.34830403],[0.00107487 0.17286597 0.36053253 0.13609598 0.3289173  0.00051335],[[1.264066   0.13509687]  [0.13509687 0.42691323]] [[1.84348949 0.63296369]  [0.63296369 0.96943729]] [[0.16898469 0.10129515]  [0.10129515 2.72628046]] [[ 1.4770895  -0.06745847]  [-0.06745847  1.21368678]],5,"{0: 0, 1: 194, 2: 404, 3: 56, 4: 346, 5: 0}",0,0,0
43,1.0,3,250,1000,6,True,0.30621638645283195,0.6801203212620801,3,3,[0.51273927 2.31749395] [1.92466377 1.16505876] [1.9985038  4.26760387],[2.01916676e-01 4.27088166e-01 3.70092925e-01 5.17977741e-04 2.56498770e-04 1.27757481e-04],[[0.48049832 0.04951527]  [0.04951527 3.45047146]] [[1.4861472  0.66613958]  [0.66613958 1.58007081]] [[1.27067233 0.51811403]  [0.51811403 1.26814337]],3,"{0: 148, 1: 468, 2: 384, 3: 0, 4: 0, 5: 0}",0,0,0
44,1.0,4,250,1000,6,True,0.2369678761260861,0.5418770642613245,5,5,[2.0144477  1.60469098] [1.93160345 4.11347931] [1.13642333 0.09562607] [4.40715265 3.92510854] [0.09298101 2.79428784],[0.23534892 0.40842684 0.00107032 0.23701026 0.04515372 0.07298994],[[ 0.86439207 -0.10321028]  [-0.10321028  0.56357064]] [[0.72127164 0.19711821]  [0.19711821 1.30808831]] [[1.2001367  0.21478894]  [0.21478894 0.97093302]] [[0.89442815 0.06139814]  [0.06139814 3.49023225]] [[0.86388654 0.06336996]  [0.06336996 1.12205099]],6,"{0: 268, 1: 412, 2: 0, 3: 218, 4: 40, 5: 62}",1,1,0
45,1.0,5,250,1000,6,True,0.3056637240046366,0.8462466011148978,2,2,[1.76909891 3.86069207] [1.72143498 0.8738299 ],[5.43490431e-01 4.55540681e-01 5.19364024e-04 2.57286004e-04 1.28217979e-04 6.40199547e-05],[[1.2940135  0.37579421]  [0.37579421 1.611709  ]] [[1.28903727 0.35255015]  [0.35255015 1.27561739]],2,"{0: 532, 1: 468, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
46,1.0,6,250,1000,6,True,0.2327119257580338,0.4082747095770593,6,6,[2.91834435 3.51650029] [1.64067718 2.65614976] [1.3146324  4.40281802] [ 0.24293088 -0.00582432] [1.32438914 0.56152531] [3.11487391 1.69257538],[0.16759757 0.11782622 0.29680114 0.03958665 0.28562563 0.09256278],[[1.05741071 0.67309942]  [0.67309942 1.47886474]] [[0.34274275 0.07228308]  [0.07228308 0.64268533]] [[1.26930832 0.63004912]  [0.63004912 1.1075029 ]] [[1.42185502 0.96576382]  [0.96576382 2.02472387]] [[ 1.40792821 -0.17116838]  [-0.17116838  0.77022697]] [[ 0.89444214 -0.01839762]  [-0.01839762  0.49904145]],6,"{0: 136, 1: 130, 2: 306, 3: 16, 4: 326, 5: 86}",4,2,1
