Name,Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,HeightARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits
base,1.6e-07,15,300,3000,6,True,0.4400141514252226,0.7992661274203123,4,4,[1.42507678 0.01963563] [0.18569188 4.74521194] [0.15500068 0.17886633] [1.46184376 5.06723038],[4.42011551e-01 7.38634814e-02 6.00276229e-02 4.24097344e-01 1.32536365e-10 2.12058154e-17],[[0.54734886 0.08333784]  [0.08333784 0.7971213 ]] [[ 0.22686609 -0.08806246]  [-0.08806246  1.01538976]] [[0.21531881 0.13706814]  [0.13706814 1.11007936]] [[0.51845296 0.03679211]  [0.03679211 0.76646936]],4,"{0: 542, 1: 76, 2: 60, 3: 522, 4: 0, 5: 0}",2,1,1
contextless,1.6e-07,15,300,3000,6,True,0.3943364222104623,0.663982504080179,4,4,[0.76669513 4.80833916] [ 1.91924483 -0.08977265] [3.21884164 0.05724369] [1.76042027 5.22663518],[0.00089057 0.24253901 0.05791978 0.00088756 0.44276833 0.25499475],[[ 0.48812841 -0.06898975]  [-0.06898975  0.80414475]] [[ 0.20310636 -0.05151054]  [-0.05151054  1.11261414]] [[0.5506932  0.04276507]  [0.04276507 0.79959035]] [[ 0.3942225  -0.03856288]  [-0.03856288  0.72211705]],4,"{0: 0, 1: 288, 2: 58, 3: 0, 4: 544, 5: 310}",2,1,1
context,1.6e-07,15,300,3000,6,True,0.4857208428809483,0.6688846297919934,4,4,[1.27458728 5.02586924] [ 2.11171472 -0.03730668] [ 0.9775355  -0.06385026] [3.43317197 0.26239858],[0.00088718 0.49870058 0.0008848  0.20708722 0.14582679 0.14661343],[[0.68233865 0.06385982]  [0.06385982 0.79074949]] [[ 0.6773894  -0.13876528]  [-0.13876528  0.85164142]] [[0.59957682 0.05240204]  [0.05240204 0.89486205]] [[ 0.48565919 -0.07100305]  [-0.07100305  0.75578349]],4,"{0: 0, 1: 599, 2: 0, 3: 257, 4: 161, 5: 183}",3,0,3
base,1.6e-07,16,300,3000,6,True,0.48940851649716155,1.0,2,2,[ 1.19837923 -0.01168448] [1.20741122 4.98200056],[5.01437368e-01 4.98562632e-01 1.33000180e-10 2.12800263e-17 3.40480375e-24 5.44768521e-31],[[0.71376158 0.01426981]  [0.01426981 0.73949074]] [[0.71688188 0.01490077]  [0.01490077 0.71736108]],2,"{0: 602, 1: 598, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
contextless,1.6e-07,16,300,3000,6,True,0.4943751456193252,0.993349973006104,3,2,[2.64550942 1.84017061] [1.20673608 4.99327884] [ 2.99892362 -0.04162353],[1.44385772e-02 4.95832169e-01 8.85763409e-04 4.88843490e-01 1.32658720e-10 2.12253920e-17],[[ 0.38228588 -0.6397136 ]  [-0.6397136   1.62626115]] [[0.72104233 0.00974251]  [0.00974251 0.69718539]] [[0.72722187 0.01493098]  [0.01493098 0.69505666]],3,"{0: 4, 1: 598, 2: 0, 3: 598, 4: 0, 5: 0}",0,0,0
context,1.6e-07,16,300,3000,6,True,0.49106678930378017,0.9966666643865291,2,2,[ 2.09861623 -0.01312688] [1.20883285 4.9806787 ],[5.01160344e-01 4.98839655e-01 1.33000303e-10 2.12800460e-17 3.40480690e-24 5.44769025e-31],[[1.52103441 0.01237376]  [0.01237376 0.73606326]] [[0.7187335  0.00930302]  [0.00930302 0.72018479]],2,"{0: 601, 1: 599, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
base,1.6e-07,17,300,3000,6,True,0.49937369519832986,0.9933388889506688,2,2,[1.16379518 0.00860654] [1.16082711 4.99820734],[9.01727227e-04 8.98056108e-04 4.98959818e-01 8.95593177e-04 4.98344805e-01 1.32558686e-10],[[ 0.70386675 -0.02149043]  [-0.02149043  0.77318098]] [[ 0.70566125 -0.02149943]  [-0.02149943  0.78452046]],2,"{0: 0, 1: 0, 2: 600, 3: 0, 4: 600, 5: 0}",0,0,0
contextless,1.6e-07,17,300,3000,6,True,0.4960389968041097,1.0,2,2,[2.96458988e+00 1.79886501e-03] [1.1604624  4.99248251],[8.91566810e-04 8.89490090e-04 4.97747176e-01 5.00471767e-01 1.32779978e-10 2.12447934e-17],[[ 0.70569448 -0.02424851]  [-0.02424851  0.75616411]] [[ 0.70900741 -0.02458178]  [-0.02458178  0.79542933]],2,"{0: 0, 1: 0, 2: 598, 3: 602, 4: 0, 5: 0}",0,0,0
context,1.6e-07,17,300,3000,6,True,0.5687656846560254,0.7527518724043015,3,3,[1.07639005 0.03324699] [1.16178625 4.99866158] [ 2.86744595e+00 -2.77618027e-03],[2.25826774e-01 8.91765759e-04 4.99718312e-01 2.73563148e-01 1.32533657e-10 2.12053820e-17],[[ 0.65135651 -0.04292939]  [-0.04292939  0.88408222]] [[ 0.70738125 -0.02578291]  [-0.02578291  0.78323279]] [[ 0.77998167 -0.00161796]  [-0.00161796  0.7194215 ]],3,"{0: 277, 1: 0, 2: 602, 3: 321, 4: 0, 5: 0}",1,0,1
base,1.6e-07,18,300,3000,6,True,0.46717706695625405,0.8821571959763163,4,4,[2.54932231 4.5807819 ] [ 1.27606281 -0.09095184] [1.1510903 4.9992213] [0.86891258 1.824725  ],[5.09213802e-02 4.53256803e-01 8.83512545e-04 4.28268198e-01 6.66701064e-02 1.31030434e-10],[[0.31447784 0.17364582]  [0.17364582 2.54794633]] [[ 0.81183632 -0.0214269 ]  [-0.0214269   0.7131121 ]] [[ 0.67801103 -0.03002882]  [-0.03002882  0.72531882]] [[0.06370515 0.06832992]  [0.06832992 5.45935087]],4,"{0: 40, 1: 574, 2: 0, 3: 552, 4: 34, 5: 0}",1,1,0
contextless,1.6e-07,18,300,3000,6,True,0.49937369519832986,0.9933388889506688,2,2,[1.2637035  4.94959236] [ 3.05313872 -0.04028126],[5.01439852e-01 4.98560148e-01 1.33000179e-10 2.12800261e-17 3.40480372e-24 5.44768516e-31],[[ 0.78231312 -0.00585942]  [-0.00585942  0.89147092]] [[ 0.7796049  -0.01118132]  [-0.01118132  0.87033995]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
context,1.6e-07,18,300,3000,6,True,0.506018999149263,0.7326217487406363,4,4,[2.60755424 4.85918332] [0.82661355 0.03960191] [ 2.63385181 -0.07757954] [1.13348065 4.93715208],[4.75381623e-02 1.33047260e-01 3.63778511e-01 4.55636066e-01 1.32728843e-10 2.12366118e-17],[[0.33182318 0.11819705]  [0.11819705 2.11542212]] [[0.45266926 0.03041444]  [0.03041444 0.93732828]] [[1.1335767  0.02057248]  [0.02057248 0.84583045]] [[ 0.63285929 -0.03329596]  [-0.03329596  0.83151539]],4,"{0: 39, 1: 172, 2: 424, 3: 565, 4: 0, 5: 0}",2,1,1
base,1.6e-07,19,300,3000,6,True,0.49937369519832986,1.0,2,2,[1.1722979  5.03884414] [1.17065292 0.04777022],[8.95940496e-04 8.95123812e-04 4.99593572e-01 4.98615364e-01 1.32779157e-10 2.12446620e-17],[[0.76897598 0.02904594]  [0.02904594 0.70228126]] [[0.76994523 0.02905703]  [0.02905703 0.70061654]],2,"{0: 0, 1: 0, 2: 600, 3: 600, 4: 0, 5: 0}",0,0,0
contextless,1.6e-07,19,300,3000,6,True,0.49937369519832986,1.0,2,2,[2.9697766  0.04753167] [1.17341864 5.03910227],[5.00318573e-01 8.84589906e-04 4.98796837e-01 1.32779395e-10 2.12447004e-17 3.39915157e-24],[[0.77268526 0.02305544]  [0.02305544 0.69914863]] [[0.77274879 0.02237984]  [0.02237984 0.70070749]],2,"{0: 600, 1: 0, 2: 600, 3: 0, 4: 0, 5: 0}",0,0,0
context,1.6e-07,19,300,3000,6,True,0.4977084223549946,0.9966666643557163,2,2,[1.1729997  5.03757063] [2.07053534 0.04653235],[8.90224858e-04 5.00295468e-01 4.98814307e-01 1.32889727e-10 2.12623534e-17 3.40197605e-24],[[0.77076643 0.02536045]  [0.02536045 0.70492746]] [[1.57951537 0.02660532]  [0.02660532 0.69763442]],2,"{0: 0, 1: 601, 2: 599, 3: 0, 4: 0, 5: 0}",0,0,0
base,1.6e-07,20,300,3000,6,True,0.4352983287373808,0.7772993689552895,3,3,[ 1.20482583 -0.31294702] [1.1579934  4.88882731] [1.11935082 0.0966629 ],[8.99314478e-04 2.35082106e-01 8.97413335e-04 4.99128270e-01 2.63992896e-01 1.32405575e-10],[[0.89317388 0.00329972]  [0.00329972 1.056111  ]] [[ 0.74456817 -0.02051048]  [-0.02051048  0.84221355]] [[ 0.61626136 -0.0256451 ]  [-0.0256451   0.59976408]],3,"{0: 0, 1: 172, 2: 0, 3: 604, 4: 424, 5: 0}",0,0,0
contextless,1.6e-07,20,300,3000,6,True,0.4927099932746571,0.9933388891944935,2,2,[1.15553779 4.90102535] [ 2.96019604 -0.08780539],[8.93380077e-04 8.95631349e-04 8.91759103e-04 4.96928573e-01 5.00390657e-01 1.32669545e-10],[[ 0.74660608 -0.0202718 ]  [-0.0202718   0.81588228]] [[ 0.74701537 -0.02353779]  [-0.02353779  0.86264325]],2,"{0: 0, 1: 0, 2: 0, 3: 596, 4: 604, 5: 0}",0,0,0
context,1.6e-07,20,300,3000,6,True,0.5661135907496788,0.7410949792560627,3,3,[1.15644652 4.89686005] [ 1.21035147 -0.11574008] [ 3.00059084 -0.05545468],[0.4989302  0.00089378 0.00089216 0.00089231 0.26206853 0.23632302],[[ 0.74545686 -0.01975909]  [-0.01975909  0.82575201]] [[ 0.7766044  -0.02761285]  [-0.02761285  0.86833761]] [[ 0.73731409 -0.07184601]  [-0.07184601  0.88168187]],3,"{0: 601, 1: 0, 2: 0, 3: 0, 4: 313, 5: 286}",1,0,1
base,1.6e-07,21,300,3000,6,True,0.49937369519832986,0.9933388889506688,2,2,[1.27073386 0.02097325] [1.27119625 5.01197761],[5.01674044e-01 8.88432995e-04 8.87574595e-04 4.96549948e-01 1.32556653e-10 2.12090614e-17],[[0.72116867 0.07726604]  [0.07726604 0.67362602]] [[0.71905764 0.07664842]  [0.07664842 0.64410326]],2,"{0: 600, 1: 0, 2: 0, 3: 600, 4: 0, 5: 0}",0,0,0
contextless,1.6e-07,21,300,3000,6,True,0.49604634322521524,0.9867554770990195,3,3,[3.07078935 0.01096154] [2.06327402 3.21775742] [1.26337955 5.03646777],[4.98750137e-01 1.31626753e-02 8.90501261e-04 8.88850465e-04 4.86307836e-01 1.32324046e-10],[[0.72385817 0.07206193]  [0.07206193 0.65597989]] [[ 0.32928027 -0.56249707]  [-0.56249707  1.83633426]] [[0.72274491 0.08380796]  [0.08380796 0.60781787]],3,"{0: 600, 1: 8, 2: 0, 3: 0, 4: 592, 5: 0}",0,0,0
context,1.6e-07,21,300,3000,6,True,0.5761841434287471,0.7458217087959135,3,3,[3.03878024 0.06105008] [ 1.25151484 -0.00988098] [1.2722184  5.01336026],[2.58121356e-01 9.01095410e-04 8.98185767e-04 2.43836272e-01 4.96243091e-01 1.32553035e-10],[[0.73014585 0.03253088]  [0.03253088 0.73084362]] [[0.72587444 0.04236608]  [0.04236608 0.6574896 ]] [[0.7195987  0.07196562]  [0.07196562 0.64121927]],3,"{0: 310, 1: 0, 2: 0, 3: 291, 4: 599, 5: 0}",1,0,1
base,1.6e-07,22,300,3000,6,True,0.3689049083782528,0.5884606311196782,4,4,[1.92506947 0.95444411] [1.54454739 5.25711575] [0.6097559  4.71134377] [ 0.99949946 -0.16739117],[0.10989304 0.31742488 0.00088974 0.00088834 0.18122968 0.38967432],[[ 0.45432066 -0.27753864]  [-0.27753864  0.60330699]] [[ 0.5413344  -0.03799672]  [-0.03799672  0.84375912]] [[ 0.43854233 -0.16980785]  [-0.16980785  0.61090346]] [[ 0.5870564  -0.10931355]  [-0.10931355  0.65190319]],4,"{0: 136, 1: 372, 2: 0, 3: 0, 4: 226, 5: 466}",1,1,0
contextless,1.6e-07,22,300,3000,6,True,0.3654306256829564,0.5797807227433202,4,4,[3.7290032  0.99970696] [1.71317742 5.46810708] [ 2.80530003 -0.17313873] [0.75960128 4.69247975],[1.05358987e-01 2.33657122e-01 3.95464190e-01 2.65519701e-01 1.32516477e-10 2.12026333e-17],[[ 0.47752434 -0.31111781]  [-0.31111781  0.53355764]] [[ 0.48106286 -0.13647989]  [-0.13647989  0.76520956]] [[ 0.59324644 -0.12307639]  [-0.12307639  0.6373792 ]] [[ 0.48631874 -0.18695668]  [-0.18695668  0.61239661]],4,"{0: 136, 1: 252, 2: 466, 3: 346, 4: 0, 5: 0}",1,1,0
context,1.6e-07,22,300,3000,6,True,0.4863453958232125,0.525917380533959,4,4,[0.99704066 0.03350373] [2.79450833 0.09485353] [1.53346795 5.27376605] [0.62819358 4.66432802],[1.93131609e-01 8.93752406e-04 3.07419501e-01 3.17627925e-01 1.80927212e-01 1.32120778e-10],[[ 0.59126278 -0.01360756]  [-0.01360756  0.80390938]] [[0.84788961 0.0091912 ]  [0.0091912  0.86091795]] [[ 0.55027477 -0.04319302]  [-0.04319302  0.8233027 ]] [[ 0.46152109 -0.2008665 ]  [-0.2008665   0.63526362]],4,"{0: 234, 1: 0, 2: 366, 3: 372, 4: 228, 5: 0}",2,1,1
base,1.6e-07,23,300,3000,6,True,0.49937369519832986,1.0,2,2,[1.27627373 4.97278077] [ 1.27919789 -0.01765615],[5.00563641e-01 4.99436359e-01 1.33000568e-10 2.12800883e-17 3.40481368e-24 5.44770110e-31],[[0.81709883 0.01264629]  [0.01264629 0.73848545]] [[0.82023704 0.01285142]  [0.01285142 0.73530855]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
contextless,1.6e-07,23,300,3000,6,True,0.49937369519832986,1.0,2,2,[1.27830775 4.97709393] [ 3.07494215 -0.014364  ],[8.93417455e-04 8.91494299e-04 4.98909139e-01 4.99305950e-01 1.32779464e-10 2.12447111e-17],[[0.82207285 0.00372008]  [0.00372008 0.72804552]] [[ 0.82151626 -0.00183684]  [-0.00183684  0.74150703]],2,"{0: 0, 1: 0, 2: 600, 3: 600, 4: 0, 5: 0}",0,0,0
context,1.6e-07,23,300,3000,6,True,0.4977084223549946,0.9966666643557163,2,2,[ 2.17803355 -0.01714306] [1.27745462 4.9736271 ],[8.92576693e-04 4.99959042e-01 4.99148381e-01 1.32889874e-10 2.12623771e-17 3.40197984e-24],[[1.62602963 0.00767472]  [0.00767472 0.73613568]] [[0.81955307 0.00776374]  [0.00776374 0.73642496]],2,"{0: 0, 1: 599, 2: 601, 3: 0, 4: 0, 5: 0}",0,0,0
base,1.6e-07,24,300,3000,6,True,0.4927099932746571,1.0,2,2,[1.19600041 5.02739689] [1.19790221 0.03541255],[4.98172720e-01 5.01827280e-01 1.33001622e-10 2.12802571e-17 3.40484068e-24 5.44774430e-31],[[0.84131699 0.03118208]  [0.03118208 0.69442293]] [[0.83821152 0.02991829]  [0.02991829 0.74417871]],2,"{0: 596, 1: 604, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
contextless,1.6e-07,24,300,3000,6,True,0.4927099932746571,1.0,2,2,[1.19692993 5.03273344] [2.99753875 0.03942595],[4.97236287e-01 5.02763713e-01 1.33002033e-10 2.12803227e-17 3.40485119e-24 5.44776110e-31],[[0.84649929 0.02511317]  [0.02511317 0.68085595]] [[0.83963361 0.02514047]  [0.02514047 0.75117971]],2,"{0: 596, 1: 604, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
context,1.6e-07,24,300,3000,6,True,0.49437655745117315,0.9966666645375009,2,2,[1.19665261 5.02854107] [2.09890117 0.03599819],[4.97999586e-01 5.02000414e-01 1.33001698e-10 2.12802692e-17 3.40484263e-24 5.44774741e-31],[[0.84381305 0.02765932]  [0.02765932 0.69115717]] [[1.64767915 0.03017301]  [0.03017301 0.74466553]],2,"{0: 597, 1: 603, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
base,1.6e-07,25,300,3000,6,True,0.43111860525870926,0.7552251340951754,4,4,[ 2.10644481 -0.06859579] [0.24697879 4.13041626] [0.93483874 0.04456609] [1.37030949 5.07042734],[1.51502587e-01 4.87461556e-02 8.87952083e-04 3.43349795e-01 4.55513510e-01 1.32573662e-10],[[ 0.46265738 -0.16128348]  [-0.16128348  0.81528091]] [[ 0.25811086 -0.13038663]  [-0.13038663  2.23424555]] [[0.51663143 0.11851772]  [0.11851772 0.70851643]] [[ 0.72884707 -0.07450457]  [-0.07450457  0.65033097]],4,"{0: 152, 1: 32, 2: 0, 3: 442, 4: 574, 5: 0}",2,1,1
contextless,1.6e-07,25,300,3000,6,True,0.42960424300982375,0.7762605755679662,4,4,[ 3.81490879 -0.00567304] [1.0948013  5.05368786] [2.53691043 4.71802488] [2.81980217 0.03941337],[1.33624447e-01 4.40068676e-01 6.08143335e-02 3.65492544e-01 1.32534135e-10 2.12054586e-17],[[ 0.58208092 -0.32671033]  [-0.32671033  0.81829659]] [[0.61588693 0.05197786]  [0.05197786 0.77655335]] [[ 0.28799544 -0.12974944]  [-0.12974944  0.68179756]] [[0.61328112 0.10946208]  [0.10946208 0.75320022]],4,"{0: 100, 1: 544, 2: 56, 3: 500, 4: 0, 5: 0}",2,1,1
context,1.6e-07,25,300,3000,6,True,0.4898422262357351,0.7663124413522322,4,4,[0.30317576 4.34383478] [1.38564873 5.07929452] [2.64381388 0.02443858] [0.85445374 0.00681746],[0.00089296 0.05612499 0.00089129 0.44640166 0.3717901  0.123899  ],[[ 0.33992952 -0.09499682]  [-0.09499682  1.85723412]] [[ 0.72016716 -0.0790459 ]  [-0.0790459   0.63690751]] [[ 1.15721981 -0.04324716]  [-0.04324716  0.75339767]] [[0.51011763 0.12066494]  [0.12066494 0.78524085]],4,"{0: 0, 1: 32, 2: 0, 3: 570, 4: 453, 5: 145}",2,1,1
base,1.6e-07,26,300,3000,6,True,0.4960389968041097,1.0,2,2,[1.33790535 5.02471609] [1.32173568 0.02441411],[7.96010892e-02 8.89878863e-04 4.97242827e-01 4.22266205e-01 1.32720347e-10 2.12352524e-17],[[ 0.76919789 -0.01745588]  [-0.01745588  0.74454955]] [[ 0.90596683 -0.02305115]  [-0.02305115  0.80059904]],3,"{0: 0, 1: 0, 2: 598, 3: 602, 4: 0, 5: 0}",0,0,0
contextless,1.6e-07,26,300,3000,6,True,0.49937369519832986,0.9933388889506688,2,2,[1.33986871 5.01692876] [3.1293269  0.02577972],[8.92726178e-04 4.99266523e-01 8.90303346e-04 8.89741473e-04 4.98060705e-01 1.32448829e-10],[[ 0.76700997 -0.02689413]  [-0.02689413  0.76149404]] [[ 0.77948041 -0.01625969]  [-0.01625969  0.77579684]],2,"{0: 0, 1: 600, 2: 0, 3: 0, 4: 600, 5: 0}",0,0,0
context,1.6e-07,26,300,3000,6,True,0.5696706169386321,0.7491807654022304,3,3,[1.33852274 5.02262994] [1.40008358 0.01496047] [3.19613574 0.06100068],[8.91615347e-04 4.98130938e-01 2.71060191e-01 2.29917255e-01 1.32412346e-10 2.11859722e-17],[[ 0.76894177 -0.02120889]  [-0.02120889  0.74930035]] [[ 0.85321476 -0.03677198]  [-0.03677198  0.84431083]] [[ 0.70845198 -0.05409727]  [-0.05409727  0.76621911]],3,"{0: 0, 1: 598, 2: 321, 3: 281, 4: 0, 5: 0}",1,0,1
base,1.6e-07,27,300,3000,6,True,0.49937369519832986,1.0,2,2,[ 1.26795838 -0.03135449] [1.2694169  4.95840554],[5.00440645e-01 4.99559355e-01 1.33000622e-10 2.12800970e-17 3.40481508e-24 5.44770333e-31],[[ 0.77331346 -0.01298011]  [-0.01298011  0.75570083]] [[ 0.76950461 -0.01262891]  [-0.01262891  0.75510083]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
contextless,1.6e-07,27,300,3000,6,True,0.4277271463702983,0.7502842202840808,3,3,[0.95894481 4.9231739 ] [ 3.06767053 -0.03158399] [1.63721969 4.99091454],[8.93115501e-04 2.70258810e-01 8.90369429e-04 4.98810851e-01 2.29146854e-01 1.32328648e-10],[[ 0.73933663 -0.10436245]  [-0.10436245  0.84830457]] [[ 0.7732625  -0.01809715]  [-0.01809715  0.75506902]] [[0.56880729 0.04235038]  [0.04235038 0.68515734]],3,"{0: 0, 1: 314, 2: 0, 3: 600, 4: 286, 5: 0}",0,0,0
context,1.6e-07,27,300,3000,6,True,0.5540091788347427,0.751766627153062,3,3,[ 1.36093019 -0.04444559] [1.26990461 4.95919704] [ 3.1618793  -0.00442139],[2.77125646e-01 8.88163360e-04 4.99038585e-01 8.83493749e-04 2.22064112e-01 1.31930780e-10],[[ 0.85168807 -0.04601265]  [-0.04601265  0.81016278]] [[ 0.77106035 -0.01601468]  [-0.01601468  0.75352477]] [[ 0.69359271 -0.03012075]  [-0.03012075  0.73464504]],3,"{0: 327, 1: 0, 2: 600, 3: 0, 4: 273, 5: 0}",1,0,1
base,1.6e-07,28,300,3000,6,True,0.48940851649716155,1.0,2,2,[1.18466363 4.97466783] [ 1.20316192 -0.02183406],[8.92645125e-04 5.01338013e-01 4.97769342e-01 1.32889262e-10 2.12622791e-17 3.40196416e-24],[[ 0.70223574 -0.00329308]  [-0.00329308  0.77287165]] [[0.70406518 0.00086751]  [0.00086751 0.73995926]],2,"{0: 0, 1: 602, 2: 598, 3: 0, 4: 0, 5: 0}",0,0,0
contextless,1.6e-07,28,300,3000,6,True,0.4861126606355834,0.9933388889506688,2,2,[1.182204   4.97792483] [ 3.0022876  -0.01889442],[8.92774200e-04 5.00715808e-01 4.98391417e-01 1.32889539e-10 2.12623234e-17 3.40197124e-24],[[ 0.70031367 -0.00176819]  [-0.00176819  0.76514032]] [[ 0.70304188 -0.00580802]  [-0.00580802  0.74590486]],2,"{0: 0, 1: 600, 2: 600, 3: 0, 4: 0, 5: 0}",0,0,0
context,1.6e-07,28,300,3000,6,True,0.5518716913472801,0.7525466345362282,3,3,[3.10882757 0.01649033] [1.18185049 4.97777272] [ 1.3421438  -0.03748903],[2.15697493e-01 5.00598616e-01 2.83703891e-01 1.32691993e-10 2.12307160e-17 3.39691407e-24],[[ 0.64740606 -0.0790389 ]  [-0.0790389   0.80738078]] [[0.6994769  0.00125649]  [0.00125649 0.76631309]] [[0.81889178 0.01427859]  [0.01427859 0.7356843 ]],3,"{0: 255, 1: 600, 2: 345, 3: 0, 4: 0, 5: 0}",1,0,1
base,1.6e-07,29,300,3000,6,True,0.4960389968041097,1.0,2,2,[1.27699888 4.99896337] [1.27654478 0.00831108],[4.99463072e-01 5.00536928e-01 1.33001055e-10 2.12801662e-17 3.40482614e-24 5.44772103e-31],[[ 0.73538712 -0.02363596]  [-0.02363596  0.79998215]] [[ 0.73288281 -0.02361905]  [-0.02361905  0.82117841]],2,"{0: 598, 1: 602, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
contextless,1.6e-07,29,300,3000,6,True,0.4960389968041097,1.0,2,2,[1.27897709 5.00096851] [3.07603201 0.00936275],[4.99094105e-01 8.94626415e-04 8.91476527e-04 4.99119792e-01 1.32560064e-10 2.12096071e-17],[[ 0.73940444 -0.03321775]  [-0.03321775  0.79489748]] [[ 0.73304444 -0.0297012 ]  [-0.0297012   0.82241963]],2,"{0: 598, 1: 0, 2: 0, 3: 602, 4: 0, 5: 0}",0,0,0
context,1.6e-07,29,300,3000,6,True,0.5596402876424138,0.7510970396034634,3,3,[1.27817019 4.99920891] [2.94777483 0.02952802] [ 1.16339515 -0.00978862],[4.99400550e-01 2.84479878e-01 8.87763654e-04 2.15231808e-01 1.31983692e-10 2.11173876e-17],[[ 0.73762089 -0.02886215]  [-0.02886215  0.799415  ]] [[ 0.83516979 -0.05499474]  [-0.05499474  0.81891525]] [[ 0.66091542 -0.03648805]  [-0.03648805  0.86789876]],3,"{0: 598, 1: 334, 2: 0, 3: 268, 4: 0, 5: 0}",1,0,1
base,1.6e-07,30,300,3000,6,True,0.4885589032981534,0.9966416357290357,3,2,[1.22469415 5.07125729] [1.22433131 0.08100238] [ 0.76425159 -1.43993218],[4.95949858e-01 5.01290112e-01 2.76003080e-03 1.02216899e-10 1.63547017e-17 2.61675189e-24],[[ 7.57209617e-01 -3.96129836e-04]  [-3.96129836e-04  7.16645875e-01]] [[ 0.74898721 -0.00378371]  [-0.00378371  0.7718911 ]] [[0.32551962 0.85029344]  [0.85029344 8.22436345]],3,"{0: 594, 1: 604, 2: 2, 3: 0, 4: 0, 5: 0}",0,0,0
contextless,1.6e-07,30,300,3000,6,True,0.4885589032981534,0.9966416357290357,3,2,[1.22669533 5.07159111] [3.02516709 0.08038375] [ 2.19129737 -1.47457597],[4.95947442e-01 5.01473420e-01 2.57913732e-03 1.00583976e-10 1.60934340e-17 2.57494906e-24],[[ 0.75930407 -0.00963979]  [-0.00963979  0.7150737 ]] [[ 0.74885131 -0.00709876]  [-0.00709876  0.77208284]] [[ 0.42357727 -0.59907363]  [-0.59907363  8.34142962]],3,"{0: 594, 1: 604, 2: 2, 3: 0, 4: 0, 5: 0}",0,0,0
context,1.6e-07,30,300,3000,6,True,0.5526349278002693,0.7439384037145325,4,3,[1.2254621  5.07107517] [1.28474858 0.05211369] [3.05560625 0.12198626] [ 1.41810372 -1.46034997],[4.96000855e-01 2.63759056e-01 2.37370874e-01 2.86921502e-03 1.02849298e-10 1.64558852e-17],[[ 0.75845024 -0.00438405]  [-0.00438405  0.71687106]] [[ 0.80762399 -0.03148097]  [-0.03148097  0.76730373]] [[ 0.74091046 -0.05079298]  [-0.05079298  0.81072341]] [[0.73574459 0.15599685]  [0.15599685 8.01862921]],4,"{0: 594, 1: 320, 2: 284, 3: 2, 4: 0, 5: 0}",1,0,1
