,Name,Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,HeightARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits,RandomGroup
5654,context,1.6e-07,1885,300,3000,6,True,0.4960389968041097,0.9933388889506688,2,2,[ 1.73956156 -0.07411222] [1.14215553 4.9147909 ],[9.01950895e-04 4.99408758e-01 8.99463982e-04 4.98789827e-01 1.32669196e-10 2.12270682e-17],[[1.08422923 0.02022215]  [0.02022215 0.8136588 ]] [[0.72863638 0.04787636]  [0.04787636 0.82524802]],2,"{0: 0, 1: 598, 2: 0, 3: 602, 4: 0, 5: 0}",0,0,0,6
5655,base,1.6e-07,1886,300,3000,6,True,0.4357596825975638,0.7869182956188124,3,3,[1.24893741 4.97126818] [1.82418304 0.19181782] [ 0.91251731 -0.13671518],[5.01932869e-01 1.84242522e-01 8.92705816e-04 3.12931903e-01 1.32298101e-10 2.11676930e-17],[[0.73022947 0.09396423]  [0.09396423 0.78984438]] [[0.53313295 0.00949913]  [0.00949913 0.71864989]] [[0.54070416 0.03390516]  [0.03390516 0.76880692]],3,"{0: 602, 1: 186, 2: 0, 3: 412, 4: 0, 5: 0}",1,0,1,3
5656,contextless,1.6e-07,1886,300,3000,6,True,0.4918229342204881,0.9834971248313722,3,3,[1.25481439 4.98413405] [ 2.45805586 -0.05589995] [1.17034485 2.0835119 ],[4.97749717e-01 4.86731062e-01 1.55192217e-02 1.26239971e-10 2.01983928e-17 3.23174237e-24],[[0.73292346 0.08261219]  [0.08261219 0.7715364 ]] [[0.73235623 0.09896429]  [0.09896429 0.69762046]] [[ 0.3484431  -0.38227699]  [-0.38227699  1.63647336]],3,"{0: 600, 1: 590, 2: 10, 3: 0, 4: 0, 5: 0}",0,0,0,3
5657,context,1.6e-07,1886,300,3000,6,True,0.4960389968041097,1.0,2,2,[ 1.8429194 -0.0266804] [1.24881806 4.96422732],[9.01583757e-04 4.96931899e-01 8.96421773e-04 8.94790857e-04 5.00375304e-01 1.32451879e-10],[[1.09117146 0.07938083]  [0.07938083 0.74047144]] [[0.72936816 0.09276279]  [0.09276279 0.80576324]],2,"{0: 0, 1: 598, 2: 0, 3: 0, 4: 602, 5: 0}",0,0,0,3
5658,base,1.6e-07,1887,300,3000,6,True,0.44005967863815004,0.8006010131277731,3,3,[0.80435509 4.98294567] [1.19496371 0.00665434] [2.09713932 5.01810875],[3.49913935e-01 5.00607629e-01 1.49478436e-01 1.32315789e-10 2.11705234e-17 3.38728325e-24],[[ 0.49319275 -0.0109425 ]  [-0.0109425   0.73178987]] [[0.79890951 0.01742121]  [0.01742121 0.72493631]] [[0.34912421 0.05209222]  [0.05209222 0.71263932]],3,"{0: 432, 1: 602, 2: 166, 3: 0, 4: 0, 5: 0}",1,1,0,1
5659,contextless,1.6e-07,1887,300,3000,6,True,0.4558973980412058,0.8528594841298571,3,3,[0.93784734 4.96585574] [2.37580691 0.00340195] [2.28744669 5.0872885 ],[4.06372035e-01 4.99750350e-01 9.38776150e-02 1.31867748e-10 2.10988369e-17 3.37581340e-24],[[ 0.58581274 -0.01405803]  [-0.01405803  0.73540526]] [[ 0.81801603 -0.02326568]  [-0.02326568  0.71927931]] [[ 2.70620955e-01 -7.28115644e-04]  [-7.28115644e-04  7.42648163e-01]],3,"{0: 490, 1: 602, 2: 108, 3: 0, 4: 0, 5: 0}",1,1,0,1
5660,context,1.6e-07,1887,300,3000,6,True,0.4960389968041097,1.0,2,2,[1.19348505 4.9976518 ] [1.78367564 0.00658561],[4.99593581e-01 5.00406419e-01 1.33000997e-10 2.12801570e-17 3.40482467e-24 5.44771867e-31],[[0.80206406 0.01563158]  [0.01563158 0.70676374]] [[ 1.15828854 -0.00623545]  [-0.00623545  0.72472172]],2,"{0: 598, 1: 602, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,1
5661,base,1.6e-07,1888,300,3000,6,True,0.4943639834299486,0.9867110697716928,4,2,[-0.27581495  4.71473991] [ 1.25009843 -0.06600477] [-0.1300563  2.4562433] [1.2582158  4.93656379],[4.57954710e-03 4.98744828e-01 5.34248445e-03 4.91333140e-01 1.32664106e-10 2.12262539e-17],[[ 1.40462047 -2.11524   ]  [-2.11524     5.47733056]] [[0.69977913 0.0788569 ]  [0.0788569  0.78249926]] [[1.3247252  0.06047178]  [0.06047178 1.76486544]] [[0.69615975 0.06971426]  [0.06971426 0.73260199]],4,"{0: 2, 1: 600, 2: 2, 3: 596, 4: 0, 5: 0}",1,1,0,6
5662,contextless,1.6e-07,1888,300,3000,6,True,0.4908908900297324,0.9672718617594706,4,3,[1.23745981 0.74107172] [1.26577615 4.94852943] [-0.12707969  3.64368537] [ 2.48482294 -0.08017577],[8.92209202e-04 3.02929856e-02 4.86857391e-01 1.08185031e-02 4.71138911e-01 1.32534740e-10],[[ 0.35354312 -0.30004866]  [-0.30004866  3.73487822]] [[0.69332055 0.0606329 ]  [0.0606329  0.7151341 ]] [[ 1.62715013 -1.35642898]  [-1.35642898  4.73691733]] [[0.65851538 0.04391583]  [0.04391583 0.68803468]],4,"{0: 0, 1: 16, 2: 594, 3: 4, 4: 586, 5: 0}",1,0,1,6
5663,context,1.6e-07,1888,300,3000,6,True,0.4909585566828155,0.9801053200910559,4,3,[ 1.84681816 -0.08430391] [0.3816535  2.53618146] [-0.1724365   4.85616743] [1.26764577 4.9535164 ],[8.95538953e-04 4.93608196e-01 1.61085303e-02 4.19196548e-03 4.85195769e-01 1.32441152e-10],[[1.04467729 0.06633111]  [0.06633111 0.75193049]] [[ 1.04119118 -0.16196931]  [-0.16196931  1.50125711]] [[ 1.77789436 -2.55429434]  [-2.55429434  5.50368786]] [[0.68906898 0.0538956 ]  [0.0538956  0.70767989]],4,"{0: 0, 1: 596, 2: 10, 3: 2, 4: 592, 5: 0}",1,1,0,6
5664,base,1.6e-07,1889,300,3000,6,True,0.4339157281345111,0.7693633232969012,3,3,[ 1.58880619 -0.19443124] [1.2194989  4.90279488] [0.66678634 0.08391553],[0.00089328 0.00089247 0.30074997 0.00089051 0.49773841 0.19883535],[[0.52712487 0.00304727]  [0.00304727 0.87882018]] [[ 0.70783683 -0.03877   ]  [-0.03877     0.74221445]] [[0.46498366 0.05379172]  [0.05379172 0.57112534]],3,"{0: 0, 1: 0, 2: 384, 3: 0, 4: 600, 5: 216}",1,0,1,6
5665,contextless,1.6e-07,1889,300,3000,6,True,0.4993736951983298,1.0,2,2,[1.2205609 4.901336 ] [ 2.4027501  -0.08888986],[8.99405807e-04 4.99667282e-01 8.95414935e-04 4.98537897e-01 1.32668972e-10 2.12270324e-17],[[ 0.70846973 -0.04393816]  [-0.04393816  0.74526833]] [[ 0.72115936 -0.076708  ]  [-0.076708    0.75121263]],2,"{0: 0, 1: 600, 2: 0, 3: 600, 4: 0, 5: 0}",0,0,0,6
5666,context,1.6e-07,1889,300,3000,6,True,0.4993736951983298,1.0,2,2,[ 1.8114237  -0.08869451] [1.2201248  4.90161844],[5.00667118e-01 8.94227989e-04 8.94856692e-04 4.97543797e-01 1.32557983e-10 2.12092742e-17],[[ 1.0630474  -0.0578229 ]  [-0.0578229   0.75150659]] [[ 0.70804767 -0.04150273]  [-0.04150273  0.74450471]],2,"{0: 600, 1: 0, 2: 0, 3: 600, 4: 0, 5: 0}",0,0,0,6
5667,base,1.6e-07,1890,300,3000,6,True,0.4156179582396484,0.7165829674382883,5,5,[ 1.39508509 -0.23352796] [2.21148172 4.46241542] [1.16351326 0.63900675] [0.36700909 0.34518809] [0.97896927 5.04213944],[3.83376976e-01 1.18771466e-01 6.32326039e-02 6.95525270e-02 3.65066427e-01 1.32267408e-10],[[ 0.86254483 -0.01394861]  [-0.01394861  0.69700334]] [[0.47211542 0.13929814]  [0.13929814 0.67765353]] [[0.10009769 0.01409228]  [0.01409228 0.68090355]] [[0.21589576 0.12562229]  [0.12562229 3.25686402]] [[0.5209725  0.06580104]  [0.06580104 0.73046919]],5,"{0: 532, 1: 118, 2: 38, 3: 46, 4: 466, 5: 0}",3,1,2,4
5668,contextless,1.6e-07,1890,300,3000,6,True,0.4714394325218532,0.8943705242468255,4,4,[ 2.55355255 -0.07854371] [0.25053953 3.20848826] [ 1.68452597 -0.63755843] [1.32853116 4.94682171],[4.37652997e-01 3.52017927e-02 8.86260700e-04 6.06895280e-02 4.65569422e-01 1.32371044e-10],[[ 0.77961438 -0.09884614]  [-0.09884614  0.71688625]] [[ 0.51627647 -0.39602517]  [-0.39602517  1.00726587]] [[0.33239314 0.18301347]  [0.18301347 1.72921123]] [[ 0.73353389 -0.09860575]  [-0.09860575  0.72139625]],4,"{0: 568, 1: 38, 2: 0, 3: 28, 4: 566, 5: 0}",1,0,1,4
5669,context,1.6e-07,1890,300,3000,6,True,0.4886576760202122,0.9587504894466244,3,3,[ 1.93100421 -0.13073925] [1.28433439 4.90837189] [0.54490523 1.00943567],[4.69207527e-01 4.81376232e-01 4.94162410e-02 1.30812962e-10 2.09300711e-17 3.34881089e-24],[[ 1.10177988 -0.03458056]  [-0.03458056  0.80164798]] [[ 0.78864836 -0.05071352]  [-0.05071352  0.75500175]] [[0.33048134 0.04187341]  [0.04187341 4.42769245]],3,"{0: 589, 1: 586, 2: 25, 3: 0, 4: 0, 5: 0}",0,0,0,4
5670,base,1.6e-07,1891,300,3000,6,True,0.4821748961723301,0.9346086139421772,3,3,[1.20838278 4.94422029] [ 1.10342418 -0.10178601] [2.58391415 0.7747322 ],[4.99732164e-01 4.64249336e-01 3.60184999e-02 1.30000702e-10 2.08001096e-17 3.32801704e-24],[[0.72000006 0.02808158]  [0.02808158 0.88497356]] [[ 0.58555877 -0.02942141]  [-0.02942141  0.84201624]] [[ 0.41732026 -0.47557221]  [-0.47557221  1.21006572]],3,"{0: 598, 1: 560, 2: 42, 3: 0, 4: 0, 5: 0}",1,0,1,1
5671,contextless,1.6e-07,1891,300,3000,6,True,0.43676556543753664,0.7892322043928476,5,5,[1.03100819 4.89290006] [3.61349557 0.48290586] [ 2.25660731 -0.14585391] [2.39641802 5.44828183] [0.39562858 2.47067881],[4.20748177e-01 5.21516995e-02 4.38647866e-01 7.06847171e-02 1.77675407e-02 1.25765236e-10],[[ 0.48977148 -0.1005863 ]  [-0.1005863   0.78229067]] [[ 0.57770507 -0.4146828 ]  [-0.4146828   0.68358567]] [[ 0.53145436 -0.05297392]  [-0.05297392  0.81803086]] [[ 0.38616111 -0.1928758 ]  [-0.1928758   0.95289854]] [[ 0.60600875 -0.14653951]  [-0.14653951  0.84323494]],5,"{0: 514, 1: 50, 2: 544, 3: 76, 4: 16, 5: 0}",2,1,1,1
5672,context,1.6e-07,1891,300,3000,6,True,0.4650033974864756,0.8843369944590951,4,4,[1.0348026  4.89222907] [ 1.80681015 -0.0720305 ] [2.37058761 5.38196119] [0.3371826  2.41266071],[4.23561291e-01 4.92635272e-01 8.86221873e-04 6.95583175e-02 1.33588971e-02 1.22927107e-10],[[ 0.49930032 -0.08344549]  [-0.08344549  0.81272584]] [[1.06692323 0.00472727]  [0.00472727 0.84429522]] [[ 0.41181687 -0.13555216]  [-0.13555216  0.97972056]] [[ 0.53695973 -0.15090942]  [-0.15090942  1.27261865]],4,"{0: 524, 1: 598, 2: 0, 3: 68, 4: 10, 5: 0}",1,1,0,1
5673,base,1.6e-07,1892,300,3000,6,True,0.4993736951983298,1.0,2,2,[1.22178306 4.98867472] [ 1.21982403 -0.00164212],[5.00173096e-01 4.99826904e-01 1.33000741e-10 2.12801160e-17 3.40481811e-24 5.44770818e-31],[[ 0.88730539 -0.03798264]  [-0.03798264  0.69138423]] [[ 0.88742843 -0.03819808]  [-0.03819808  0.69682664]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,2
5674,contextless,1.6e-07,1892,300,3000,6,True,0.4977042884277213,0.9933722134097496,3,2,[1.22584299 4.99367085] [ 2.42780528 -0.01989014] [0.27663781 2.17414484],[4.98482346e-01 4.94519947e-01 6.99770725e-03 1.18879732e-10 1.90207546e-17 3.04332029e-24],[[ 0.88688973 -0.04710095]  [-0.04710095  0.68489193]] [[ 0.8690581  -0.03305423]  [-0.03305423  0.66772688]] [[ 0.80886733 -0.17629588]  [-0.17629588  1.55034915]],3,"{0: 600, 1: 596, 2: 4, 3: 0, 4: 0, 5: 0}",0,0,0,2
5675,context,1.6e-07,1892,300,3000,6,True,0.4993736951983298,1.0,2,2,[1.22176211 4.98798669] [ 1.8117361  -0.00246662],[5.00324771e-01 4.99675229e-01 1.33000674e-10 2.12801053e-17 3.40481639e-24 5.44770543e-31],[[ 0.88818182 -0.03919292]  [-0.03919292  0.69275818]] [[ 1.25478703 -0.05647572]  [-0.05647572  0.69477256]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,2
5676,base,1.6e-07,1893,300,3000,6,True,0.4737717838058296,0.9035896790610988,3,3,[1.81072677 3.82249923] [1.09521959 5.16974377] [1.18811571 0.0037043 ],[8.89086117e-04 6.70416371e-02 4.33580474e-01 4.98488803e-01 1.32771269e-10 2.12433999e-17],[[0.6050289  0.10597421]  [0.10597421 0.42926973]] [[0.70846015 0.0944542 ]  [0.0944542  0.65976113]] [[ 0.75566122 -0.01565661]  [-0.01565661  0.81502149]],3,"{0: 0, 1: 64, 2: 538, 3: 598, 4: 0, 5: 0}",0,0,0,3
5677,contextless,1.6e-07,1893,300,3000,6,True,0.4283720549250401,0.7572275428403995,3,3,[2.50493393 0.49227646] [1.19141178 4.98780115] [ 2.29845928 -0.33239614],[2.02390987e-01 5.01285677e-01 8.87403495e-04 2.95435933e-01 1.32339308e-10 2.11742861e-17],[[0.58899477 0.05619897]  [0.05619897 0.48343647]] [[ 0.75495697 -0.01907059]  [-0.01907059  0.83148537]] [[ 0.87015821 -0.16373768]  [-0.16373768  0.7738965 ]],3,"{0: 232, 1: 602, 2: 0, 3: 366, 4: 0, 5: 0}",0,0,0,3
5678,context,1.6e-07,1893,300,3000,6,True,0.4993736951983298,1.0,2,2,[1.78451138 0.00309323] [1.19096999 4.99293047],[5.00081194e-01 4.99918806e-01 1.33000781e-10 2.12801225e-17 3.40481915e-24 5.44770985e-31],[[ 1.11677258 -0.02489372]  [-0.02489372  0.81352272]] [[ 0.75530101 -0.01682236]  [-0.01682236  0.82052912]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,3
5679,base,1.6e-07,1894,300,3000,6,True,0.4993736951983298,1.0,2,2,[1.2389293  0.06120126] [1.24061658 5.05285583],[0.50114057 0.00088374 0.00088286 0.00088058 0.000879   0.49533325],[[0.71523772 0.02647145]  [0.02647145 0.67654623]] [[0.71654567 0.02667566]  [0.02667566 0.6580529 ]],2,"{0: 600, 1: 0, 2: 0, 3: 0, 4: 0, 5: 600}",0,0,0,1
5680,contextless,1.6e-07,1894,300,3000,6,True,0.4993736951983298,1.0,2,2,[2.43820879 0.05796993] [1.24088616 5.04953862],[5.00589999e-01 4.99410000e-01 1.33000556e-10 2.12800865e-17 3.40481338e-24 5.44770062e-31],[[0.7176636  0.02226958]  [0.02226958 0.66879271]] [[0.71717092 0.02334828]  [0.02334828 0.66490714]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,1
5681,context,1.6e-07,1894,300,3000,6,True,0.4993736951983298,1.0,2,2,[1.83811024 0.0598332 ] [1.240765   5.05125118],[5.00948501e-01 4.99051499e-01 1.33000397e-10 2.12800610e-17 3.40480931e-24 5.44769410e-31],[[1.07537687 0.02318474]  [0.02318474 0.67316132]] [[0.71686182 0.02497198]  [0.02497198 0.66129085]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,1
5682,base,1.6e-07,1895,300,3000,6,True,0.4993736951983298,1.0,2,2,[1.31692425 5.00384507] [1.31724977 0.01349756],[8.93515548e-04 8.91031723e-04 4.99663250e-01 4.98552203e-01 1.32779130e-10 2.12446577e-17],[[0.75184956 0.01627105]  [0.01627105 0.72315521]] [[0.75076224 0.01613308]  [0.01613308 0.71992802]],2,"{0: 0, 1: 0, 2: 600, 3: 600, 4: 0, 5: 0}",0,0,0,1
5683,contextless,1.6e-07,1895,300,3000,6,True,0.4952217742737118,0.9835972065097348,3,3,[0.83678525 2.01743711] [1.32134307 5.01177247] [ 2.51396924 -0.02128094],[8.94007948e-04 1.44302820e-02 4.96928702e-01 4.87747008e-01 1.32772716e-10 2.12436315e-17],[[ 0.62958111 -0.25060246]  [-0.25060246  1.38995063]] [[0.75149538 0.00716146]  [0.00716146 0.71416906]] [[ 0.73074496 -0.00254703]  [-0.00254703  0.6681788 ]],3,"{0: 0, 1: 10, 2: 600, 3: 590, 4: 0, 5: 0}",0,0,0,1
5684,context,1.6e-07,1895,300,3000,6,True,0.4294728217844925,0.7556242053368156,3,3,[1.82413542 5.02372342] [1.89739227 0.01237155] [0.87592368 4.97592215],[2.33739166e-01 4.99468459e-01 2.66792375e-01 1.32664108e-10 2.12262544e-17 3.39620021e-24],[[0.57917511 0.08567254]  [0.08567254 0.78598847]] [[ 1.10590059 -0.02376435]  [-0.02376435  0.71744269]] [[ 0.48382645 -0.07363895]  [-0.07363895  0.71019866]],3,"{0: 254, 1: 600, 2: 346, 3: 0, 4: 0, 5: 0}",1,1,0,1
5685,base,1.6e-07,1896,300,3000,6,True,0.4564436956979207,0.8552509652050231,4,4,[ 0.98072545 -0.02314011] [1.31184765 1.31927033] [2.50904817 0.24089606] [1.22181072 5.05056149],[3.94951734e-01 4.77578374e-02 7.30824444e-02 4.84207984e-01 1.32613623e-10 2.12181766e-17],[[ 0.59903801 -0.01798482]  [-0.01798482  0.63177391]] [[ 0.08635243 -0.13661049]  [-0.13661049  4.99801099]] [[ 0.31415546 -0.17058823]  [-0.17058823  0.87136032]] [[0.83682489 0.01129183]  [0.01129183 0.71870802]],4,"{0: 504, 1: 20, 2: 80, 3: 596, 4: 0, 5: 0}",1,0,1,2
5686,contextless,1.6e-07,1896,300,3000,6,True,0.4858021395545541,0.9610885326105326,3,3,[2.45175112 0.01722214] [1.2236458  5.04572452] [1.86177402 0.54638452],[4.46743341e-01 4.91612316e-01 8.69537388e-04 6.07748056e-02 1.29503911e-10 2.07206228e-17],[[0.88321335 0.00319043]  [0.00319043 0.62066897]] [[0.82854762 0.00651858]  [0.00651858 0.72721776]] [[ 0.25816564 -0.75627793]  [-0.75627793  3.18518916]],3,"{0: 580, 1: 596, 2: 0, 3: 24, 4: 0, 5: 0}",0,0,0,2
5687,context,1.6e-07,1896,300,3000,6,True,0.4887725462774773,0.9719620875247842,3,3,[ 1.81502957e+00 -1.70229937e-03] [1.23046257 5.0458339 ] [1.41309205 2.40361564],[4.81659385e-01 4.82599368e-01 3.57412470e-02 1.29985317e-10 2.07976480e-17 3.32762319e-24],[[1.20070888e+00 4.75384386e-05]  [4.75384386e-05 6.94526964e-01]] [[0.83763506 0.01423483]  [0.01423483 0.71047747]] [[ 0.35492187 -1.15335784]  [-1.15335784  5.20093283]],3,"{0: 589, 1: 594, 2: 17, 3: 0, 4: 0, 5: 0}",0,0,0,2
5688,base,1.6e-07,1897,300,3000,6,True,0.4993736951983298,1.0,2,2,[1.24323109 4.96174087] [ 1.24256782 -0.02842888],[5.01147480e-01 4.98852519e-01 1.33000309e-10 2.12800469e-17 3.40480705e-24 5.44769048e-31],[[ 0.76904262 -0.04466837]  [-0.04466837  0.73574979]] [[ 0.77072588 -0.04473624]  [-0.04473624  0.71940982]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,2
5689,contextless,1.6e-07,1897,300,3000,6,True,0.4993736951983298,1.0,2,2,[ 2.41739589 -0.0307807 ] [1.2434075  4.95866719],[8.92993097e-04 4.98694849e-01 5.00412157e-01 1.32890433e-10 2.12624664e-17 3.40199413e-24],[[ 0.79536935 -0.09848467]  [-0.09848467  0.71523578]] [[ 0.76988879 -0.04733472]  [-0.04733472  0.74395273]],2,"{0: 0, 1: 600, 2: 600, 3: 0, 4: 0, 5: 0}",0,0,0,2
5690,context,1.6e-07,1897,300,3000,6,True,0.4993736951983298,1.0,2,2,[ 1.82931439 -0.0291128 ] [1.24351144 4.96101768],[8.92903743e-04 4.99097812e-01 5.00009284e-01 1.32890255e-10 2.12624380e-17 3.40198959e-24],[[ 1.12782482 -0.07291188]  [-0.07291188  0.71814839]] [[ 0.76941345 -0.04661895]  [-0.04661895  0.73764089]],2,"{0: 0, 1: 600, 2: 600, 3: 0, 4: 0, 5: 0}",0,0,0,2
5691,base,1.6e-07,1898,300,3000,6,True,0.4420567190527719,0.7951052441922509,4,4,[0.27123459 0.24893578] [ 1.48067955 -0.01613663] [1.40280422 5.04446092] [-0.03636436  4.86950512],[1.08620368e-01 8.92382488e-04 3.92001222e-01 4.34929218e-01 6.35568102e-02 1.31041736e-10],[[0.65091239 0.18309996]  [0.18309996 0.6952218 ]] [[ 0.52214611 -0.05687811]  [-0.05687811  0.84466916]] [[ 0.57238523 -0.08916758]  [-0.08916758  0.84592742]] [[ 0.5387234  -0.07903624]  [-0.07903624  0.63094517]],4,"{0: 86, 1: 0, 2: 514, 3: 546, 4: 54, 5: 0}",2,1,1,4
5692,contextless,1.6e-07,1898,300,3000,6,True,0.4188360393693856,0.7235835816693383,4,4,[0.82829162 0.73019996] [ 2.51978975 -0.01256749] [1.5255434  5.11961401] [0.80647105 4.90501895],[4.36244906e-02 8.92177785e-04 4.58610193e-01 2.85255815e-01 2.11617323e-01 1.32249933e-10],[[0.37625731 0.17519057]  [0.17519057 1.48512656]] [[ 0.64762399 -0.08400907]  [-0.08400907  0.74691913]] [[ 0.47783946 -0.11559214]  [-0.11559214  0.95394767]] [[ 0.94557247 -0.09371888]  [-0.09371888  0.59516059]],4,"{0: 40, 1: 0, 2: 560, 3: 414, 4: 186, 5: 0}",1,0,1,4
5693,context,1.6e-07,1898,300,3000,6,True,0.407422348779828,0.5069084372348689,4,4,[1.18085737 0.13670603] [1.55806701 5.04893708] [ 2.30687284 -0.04162611] [0.95423291 4.99497501],[2.26436173e-01 2.19407602e-01 2.73680205e-01 2.80476020e-01 1.32487315e-10 2.11979672e-17],[[0.94018421 0.00104173]  [0.00104173 0.78655129]] [[ 0.39878784 -0.10035047]  [-0.10035047  1.08248722]] [[ 0.76634408 -0.10054048]  [-0.10054048  0.83312309]] [[ 0.95405691 -0.053001  ]  [-0.053001    0.632064  ]],4,"{0: 248, 1: 302, 2: 352, 3: 298, 4: 0, 5: 0}",1,0,1,4
5694,base,1.6e-07,1899,300,3000,6,True,0.4960389968041097,1.0,2,2,[1.26671805 4.89955799] [ 1.27238526 -0.09089039],[8.97361434e-04 5.02679769e-01 4.96422869e-01 1.32888660e-10 2.12621828e-17 3.40194875e-24],[[0.79919657 0.03668791]  [0.03668791 0.84004305]] [[0.8051775  0.03768123]  [0.03768123 0.7801719 ]],2,"{0: 0, 1: 602, 2: 598, 3: 0, 4: 0, 5: 0}",0,0,0,2
5695,contextless,1.6e-07,1899,300,3000,6,True,0.4893867957023618,0.9867000197681672,2,2,[1.26493808 4.88484087] [ 2.45511672 -0.10345641],[8.95065580e-04 5.05417033e-01 4.93687901e-01 1.32887428e-10 2.12619857e-17 3.40191722e-24],[[0.79723666 0.03933388]  [0.03933388 0.87576151]] [[ 0.82322107 -0.00111891]  [-0.00111891  0.75525677]],2,"{0: 0, 1: 606, 2: 594, 3: 0, 4: 0, 5: 0}",0,0,0,2
5696,context,1.6e-07,1899,300,3000,6,True,0.4893867957023618,0.9867000197681672,2,2,[1.26626379 4.89564098] [ 1.86099969 -0.09482571],[8.97068514e-04 8.97400239e-04 8.95430651e-04 5.02562959e-01 4.94747141e-01 1.32667035e-10],[[0.79853038 0.03676217]  [0.03676217 0.84914236]] [[1.16363041 0.01228697]  [0.01228697 0.77194826]],2,"{0: 0, 1: 0, 2: 0, 3: 606, 4: 594, 5: 0}",0,0,0,2
5697,base,1.6e-07,1900,300,3000,6,True,0.4927099932746571,0.9933388891944936,2,2,[1.20231484 0.00825112] [1.20002262 4.99977043],[8.93426406e-04 8.93445551e-04 5.01264890e-01 8.90182329e-04 4.96058056e-01 1.32556658e-10],[[ 0.70213392 -0.03323929]  [-0.03323929  0.80217585]] [[ 0.70349874 -0.03241848]  [-0.03241848  0.76329611]],2,"{0: 0, 1: 0, 2: 604, 3: 0, 4: 596, 5: 0}",0,0,0,1
5698,contextless,1.6e-07,1900,300,3000,6,True,0.4910065996796477,0.980172030728392,3,3,[ 2.41726465 -0.03067437] [1.20169635 5.00648943] [0.85059777 1.74304906],[4.88788410e-01 4.95690771e-01 8.38479514e-04 1.46823394e-02 1.19805770e-10 1.91689204e-17],[[ 0.68092507 -0.03466783]  [-0.03466783  0.74993815]] [[ 0.7059611  -0.03784954]  [-0.03784954  0.75403173]] [[ 0.24129012 -0.02294285]  [-0.02294285  1.31528908]],3,"{0: 592, 1: 596, 2: 0, 3: 12, 4: 0, 5: 0}",0,0,0,1
5699,context,1.6e-07,1900,300,3000,6,True,0.4960389968041097,1.0,2,2,[1.78878241 0.007312  ] [1.19972335 4.99854078],[5.01975538e-01 4.98024462e-01 1.32999940e-10 2.12799879e-17 3.40479762e-24 5.44767539e-31],[[ 1.06126047 -0.06273459]  [-0.06273459  0.79983075]] [[ 0.70343476 -0.03281619]  [-0.03281619  0.76580151]],2,"{0: 602, 1: 598, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0,1
5700,base,1.6e-07,1901,300,3000,6,True,0.4251267571004435,0.7480932979648809,3,3,[1.83830692 5.04912369] [1.2536481  0.08729355] [0.68442603 5.09514115],[2.49430282e-01 4.98318638e-01 2.52251079e-01 1.32637344e-10 2.12219723e-17 3.39551507e-24],[[0.3806044  0.01459893]  [0.01459893 0.93560595]] [[0.74551529 0.00367799]  [0.00367799 0.75810222]] [[0.43804334 0.01705607]  [0.01705607 0.68842792]],3,"{0: 298, 1: 598, 2: 304, 3: 0, 4: 0, 5: 0}",1,1,0,2
5701,contextless,1.6e-07,1901,300,3000,6,True,0.40555176750131505,0.6869583672507994,4,4,[1.98747938 5.23041712] [2.42527551 0.08703282] [0.23816926 4.51261374] [0.98239178 5.16028473],[2.07840185e-01 4.98341550e-01 9.33522015e-02 8.84496421e-04 1.99581567e-01 1.31615220e-10],[[ 0.30215471 -0.07382676]  [-0.07382676  0.9075567 ]] [[ 0.75900712 -0.05344594]  [-0.05344594  0.75679532]] [[ 0.36268458 -0.23360646]  [-0.23360646  0.68291844]] [[ 0.27266607 -0.19591964]  [-0.19591964  0.63716192]],4,"{0: 234, 1: 598, 2: 98, 3: 0, 4: 270, 5: 0}",2,2,0,2
5702,context,1.6e-07,1901,300,3000,6,True,0.4960389968041097,1.0,2,2,[1.83952687 0.08897818] [1.2562622  5.07920328],[8.92890309e-04 4.98872946e-01 5.00234163e-01 1.32890354e-10 2.12624539e-17 3.40199213e-24],[[ 1.09413511 -0.02477431]  [-0.02477431  0.76079573]] [[0.74299246 0.00308419]  [0.00308419 0.78476279]],2,"{0: 0, 1: 598, 2: 602, 3: 0, 4: 0, 5: 0}",0,0,0,2
