Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,HeightARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits
1.6e-07,0,350,1000,6,False,0.014291760876031142,0.032860924666276256,4,4,[-0.0264817   1.25710326] [1.34831161 1.96210535] [3.06473359 1.57493394] [2.88218936 3.44960536],[7.67790375e-04 4.99529352e-02 5.64317899e-01 2.47330414e-01 1.37630961e-01 1.13240835e-10],[[ 1.88427408 -0.42132867]  [-0.42132867  1.73724558]] [[ 0.58049746 -0.14413693]  [-0.14413693  2.72413163]] [[ 0.51677547 -0.08905674]  [-0.08905674  1.45533647]] [[ 0.83752705 -0.00130534]  [-0.00130534  0.92979225]],4,"{0: 0, 1: 32, 2: 886, 3: 328, 4: 154, 5: 0}",3,0,3
1.6e-07,1,350,1000,6,True,0.17175174897375964,0.7150338220139344,2,2,[1.92795835 3.09832252] [1.83951211 1.15670537],[4.33543206e-01 5.66456794e-01 1.14060404e-10 1.82496624e-17 2.91994560e-24 4.67191228e-31],[[ 1.2509857  -0.18473016]  [-0.18473016  1.36992105]] [[ 1.49553802 -0.12402345]  [-0.12402345  1.58387796]],2,"{0: 586, 1: 814, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,2,350,1000,6,False,0.0016777870899720576,-0.004437817696327955,2,2,[2.08427051 2.08934508] [1.30696711 0.21169401],[8.96769989e-01 7.61637195e-04 1.02468373e-01 1.12640647e-10 1.80225012e-17 2.88359977e-24],[[ 1.46370548 -0.07085793]  [-0.07085793  2.31634951]] [[0.92080627 0.23231735]  [0.23231735 0.89527394]],2,"{0: 1346, 1: 0, 2: 54, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,3,350,1000,6,True,0.0017725549141418475,-0.0023137820531860093,2,2,[1.73501992 1.99547997] [2.92682585 2.62273328],[7.59615959e-01 2.40384041e-01 1.13866024e-10 1.82185617e-17 2.91496948e-24 4.66395049e-31],[[1.32810614 0.04879741]  [0.04879741 2.42309517]] [[ 0.91918003 -0.50135093]  [-0.50135093  2.30495749]],2,"{0: 1172, 1: 228, 2: 0, 3: 0, 4: 0, 5: 0}",1,0,1
1.6e-07,4,350,1000,6,True,0.01259013335469596,0.027087631180635494,4,4,[1.41315955 1.80813517] [-0.41490597  1.45092598] [1.69822602 3.62443567] [3.1785319  1.72979682],[4.41270171e-01 7.66985149e-04 5.49117956e-02 1.38751903e-01 3.64299145e-01 1.13530326e-10],[[ 0.48791573 -0.05559348]  [-0.05559348  1.77165466]] [[ 0.81832561 -0.17223285]  [-0.17223285  2.77395851]] [[ 1.0601013  -0.23327532]  [-0.23327532  0.87710395]] [[0.75297461 0.11679129]  [0.11679129 2.43859509]],4,"{0: 688, 1: 0, 2: 56, 3: 138, 4: 518, 5: 0}",3,0,3
1.6e-07,5,350,1000,6,True,0.10171219685550789,0.26887469538388503,6,6,[2.48483514 0.21635602] [2.15205676 2.74122229] [1.36367658 1.93532778] [1.65379145 3.60787227] [2.93046009 1.68588864] [1.72978247 0.83565705],[0.19343719 0.15765878 0.24342945 0.20391928 0.12804453 0.07351078],[[1.1540927  0.03288285]  [0.03288285 0.64531736]] [[0.81188312 0.42204237]  [0.42204237 0.79573331]] [[1.1635654  0.35216665]  [0.35216665 2.20166488]] [[1.52533624 0.09085071]  [0.09085071 1.25088474]] [[0.92581053 0.27621694]  [0.27621694 0.30039098]] [[ 0.28024923 -0.30655808]  [-0.30655808  2.33971609]],6,"{0: 312, 1: 260, 2: 282, 3: 296, 4: 236, 5: 14}",4,0,3
1.6e-07,6,350,1000,6,True,0.008232976752303608,0.029972258664775063,2,2,[2.01127358 1.68433611] [1.88072874 3.70713348],[8.56661196e-01 7.64407657e-04 1.42574396e-01 1.13074962e-10 1.80919915e-17 2.89471822e-24],[[1.504026   0.10673051]  [0.10673051 2.16264637]] [[1.08832391 0.10679037]  [0.10679037 0.73437058]],2,"{0: 1290, 1: 0, 2: 110, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,7,350,1000,6,True,0.07892970358120005,0.2153627932568126,6,6,[1.45319316 1.04435032] [2.99810006 2.70445379] [1.47808671 3.1202972 ] [3.03828581 0.90156573] [1.95970174 1.68031404] [0.61908704 0.40631739],[0.20764488 0.12581598 0.2400446  0.15785088 0.19072372 0.07791995],[[ 0.73074584 -0.61975509]  [-0.61975509  1.94625974]] [[ 0.59446269 -0.01583202]  [-0.01583202  0.50509334]] [[1.38263159 0.65891083]  [0.65891083 1.50903964]] [[ 0.51394186 -0.10606411]  [-0.10606411  0.78863258]] [[ 0.10292199 -0.00496727]  [-0.00496727  1.97961949]] [[0.37853817 0.12013214]  [0.12013214 0.99096113]],6,"{0: 226, 1: 168, 2: 354, 3: 210, 4: 358, 5: 84}",5,0,4
1.6e-07,8,350,1000,6,True,0.13009715963150298,0.550725689703916,3,3,[2.05212529 2.45086078] [2.19688479 0.94407202] [1.46152416 3.68802581],[1.87961501e-01 5.04083591e-01 3.07954908e-01 1.13840204e-10 1.82144302e-17 2.91430840e-24],[[1.76239676 0.64714637]  [0.64714637 0.47241063]] [[1.52334933 0.2268433 ]  [0.2268433  1.27753018]] [[1.1506933  0.27219208]  [0.27219208 1.02304898]],3,"{0: 326, 1: 664, 2: 410, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,9,350,1000,6,True,0.022314050461293367,0.0401636195149457,4,4,[3.13335574 0.43057935] [2.80511014 2.53549565] [1.37935149 1.91676014] [0.30202244 2.18736438],[1.07731436e-01 7.67088913e-04 3.94015523e-01 3.64157172e-01 1.33328780e-01 1.13254050e-10],[[ 0.45963253 -0.23595988]  [-0.23595988  1.18225856]] [[ 0.62680086 -0.12721775]  [-0.12721775  2.1145051 ]] [[ 0.30570258 -0.24569272]  [-0.24569272  2.40409681]] [[0.68295435 0.18639423]  [0.18639423 2.861793  ]],4,"{0: 116, 1: 0, 2: 534, 3: 618, 4: 132, 5: 0}",3,0,1
