Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,HeightARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits
1.6e-07,0,400,1000,6,True,0.0001511995559273873,0.005005547880384266,3,3,[2.79525448 2.14227192] [-0.01869619  1.47663119] [1.20260138 1.96332267],[4.90229419e-01 5.70952206e-02 4.52675361e-01 9.96778570e-11 1.59484550e-17 2.55175243e-24],[[ 0.74447561 -0.0609515 ]  [-0.0609515   2.21448978]] [[ 1.63297135 -0.29993208]  [-0.29993208  1.84646891]] [[ 0.49718895 -0.16032971]  [-0.16032971  2.798082  ]],3,"{0: 748, 1: 48, 2: 804, 3: 0, 4: 0, 5: 0}",3,0,1
1.6e-07,1,400,1000,6,True,0.07419464719769911,0.28433752938264034,3,3,[2.11015999 2.52065616] [1.37262881 0.81209184] [-0.76991515  0.44663709],[6.85074756e-01 3.05327750e-01 9.59749447e-03 9.36565583e-11 1.49850473e-17 2.39760722e-24],[[ 1.35486489 -0.41297066]  [-0.41297066  1.97063604]] [[ 0.89485129 -0.32403517]  [-0.32403517  1.54945464]] [[1.91582527 0.93909806]  [0.93909806 1.76062455]],3,"{0: 1144, 1: 446, 2: 10, 3: 0, 4: 0, 5: 0}",1,0,1
1.6e-07,2,400,1000,6,True,0.1434347483521197,0.7032639859073255,4,4,[2.05802411 0.81128972] [1.61926727 2.22151521] [3.63921995 3.07621589] [1.70106479 3.22381344],[5.11436542e-01 1.00026183e-01 6.36963061e-02 3.24840968e-01 9.94592392e-11 1.59134759e-17],[[1.62345095 0.18910082]  [0.18910082 1.3262996 ]] [[1.1728146  0.25342569]  [0.25342569 0.35739907]] [[0.41824763 0.2845274 ]  [0.2845274  1.272361  ]] [[ 0.95529392 -0.04573644]  [-0.04573644  1.38634599]],4,"{0: 894, 1: 42, 2: 98, 3: 566, 4: 0, 5: 0}",2,1,0
1.6e-07,3,400,1000,6,True,0.06323226871908047,0.271779583368951,3,3,[1.43809034 2.53604973] [2.22260645 0.88333257] [3.43945058 2.42128352],[0.49958574 0.26461951 0.00066927 0.00066733 0.09590777 0.13855038],[[1.33884881 0.27305371]  [0.27305371 2.02061918]] [[1.11613185 0.3951156 ]  [0.3951156  1.60008408]] [[ 0.60901215 -0.45523005]  [-0.45523005  2.34706227]],4,"{0: 984, 1: 400, 2: 0, 3: 0, 4: 0, 5: 216}",1,0,0
1.6e-07,4,400,1000,6,True,0.05549286334111101,0.1940369108768749,4,4,[2.9032614  1.73204474] [1.32082704 2.99019197] [1.25403571 0.98937778] [-0.55525847  1.43655479],[4.85618460e-01 3.20266838e-01 1.47329557e-01 6.59112108e-04 4.61260327e-02 9.69021618e-11],[[0.86600436 0.18065616]  [0.18065616 2.58452448]] [[ 0.64593384 -0.03508254]  [-0.03508254  1.23995367]] [[0.44281386 0.04383519]  [0.04383519 0.72576289]] [[ 0.85757231 -0.32714926]  [-0.32714926  2.9118307 ]],4,"{0: 780, 1: 520, 2: 242, 3: 0, 4: 58, 5: 0}",3,0,3
1.6e-07,5,400,1000,6,True,0.019938686891492974,0.06515322076297686,6,6,[2.6791576  3.10092108] [0.37743602 1.18725552] [1.43131122 2.04704729] [2.42649129 3.85530917] [2.78675937 0.14418293] [3.01514624 1.67288757],[0.12330919 0.08238924 0.42052734 0.09509047 0.1326235  0.14606026],[[0.78474185 0.30870811]  [0.30870811 0.48837292]] [[ 1.25376244 -0.4240145 ]  [-0.4240145   2.23168873]] [[ 0.56626695 -0.32371745]  [-0.32371745  2.53831984]] [[0.49201678 0.12088483]  [0.12088483 1.07890952]] [[0.94754165 0.02020929]  [0.02020929 0.53046702]] [[0.77939204 0.21648511]  [0.21648511 0.27730316]],6,"{0: 182, 1: 68, 2: 834, 3: 98, 4: 176, 5: 242}",3,0,2
1.6e-07,6,400,1000,6,True,0.04173421847402983,0.12567531441613514,2,2,[1.97120678 1.57326221] [2.11800517 3.66348311],[8.01261987e-01 1.98738013e-01 9.96244210e-11 1.59399055e-17 2.55038454e-24 4.08061467e-31],[[ 1.40941936 -0.00796819]  [-0.00796819  2.05689485]] [[1.41835152 0.03472294]  [0.03472294 0.84336624]],2,"{0: 1324, 1: 276, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,7,400,1000,6,True,0.10643774157931224,0.29853755266382775,4,4,[1.0461517  0.83105178] [3.03151554 1.34468063] [1.57504693 3.0378602 ] [1.94562999 1.50243567],[2.13946918e-01 2.77845660e-01 3.17639286e-01 1.90568137e-01 9.94105230e-11 1.59056814e-17],[[0.59936276 0.05699044]  [0.05699044 1.23045197]] [[0.59714535 0.09357053]  [0.09357053 1.91866467]] [[1.42655791 0.3828508 ]  [0.3828508  1.28785145]] [[ 0.12613927 -0.01066902]  [-0.01066902  1.98727179]],4,"{0: 280, 1: 406, 2: 546, 3: 368, 4: 0, 5: 0}",3,0,3
1.6e-07,8,400,1000,6,True,0.08117338637838371,0.2500636255509065,6,6,[1.15641323 1.29228835] [2.29139802 0.44613896] [2.75545591 2.72844878] [1.72500235 3.78821952] [3.76111129 1.6688711 ] [2.7863541 1.0436604],[0.3661009  0.0869539  0.12712475 0.24513309 0.0884513  0.08623607],[[ 1.07626153 -0.16932968]  [-0.16932968  1.91803918]] [[ 0.15765442 -0.15945772]  [-0.15945772  1.26969633]] [[1.15767741 0.34065624]  [0.34065624 0.35027179]] [[0.89108377 0.1152733 ]  [0.1152733  1.01389639]] [[ 0.96800495 -0.28036699]  [-0.28036699  0.79021553]] [[ 0.58821002 -0.43234955]  [-0.43234955  0.5674643 ]],6,"{0: 570, 1: 128, 2: 238, 3: 390, 4: 96, 5: 178}",4,0,4
1.6e-07,9,400,1000,6,True,0.04207232747208955,0.13500107364618114,5,5,[2.97405598 0.33076466] [1.42076099 2.47381603] [2.94279599 1.7145335 ] [1.35467889 1.87730238] [2.72011895 3.38595512],[0.15141476 0.39262    0.1216041  0.00066911 0.21481643 0.1188756 ],[[ 0.55764922 -0.192635  ]  [-0.192635    0.96828444]] [[1.40728298 0.44808192]  [0.44808192 2.68314647]] [[0.59825775 0.01078688]  [0.01078688 0.34596803]] [[ 0.26494949 -0.32886021]  [-0.32886021  2.38511132]] [[0.52405148 0.02792913]  [0.02792913 0.59181898]],5,"{0: 222, 1: 562, 2: 234, 3: 0, 4: 394, 5: 188}",3,0,1
