Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,HeightARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits
1.6e-07,0,300,1000,6,True,-0.0008109801356000576,-0.000506551882322065,3,3,[2.81714785 1.98400447] [-0.22817644  1.61779954] [1.18368689 2.15223016],[4.75493942e-01 8.94846255e-04 4.47066113e-02 4.78904600e-01 1.32570541e-10 2.12112835e-17],[[0.69009669 0.13669576]  [0.13669576 2.31269487]] [[ 1.86461395 -0.24163526]  [-0.24163526  1.78048467]] [[ 0.51302786 -0.01512519]  [-0.01512519  2.6263639 ]],3,"{0: 554, 1: 0, 2: 26, 3: 620, 4: 0, 5: 0}",3,0,3
1.6e-07,1,300,1000,6,True,0.1361125629214127,0.4832253119986445,3,3,[1.34752321 2.24533966] [1.96133123 1.24133522] [2.23593589 3.29239142],[2.31233656e-01 5.11550920e-01 2.57215423e-01 1.32649226e-10 2.12238733e-17 3.39581924e-24],[[ 0.94117742 -0.73381904]  [-0.73381904  2.46877743]] [[1.61041072 0.00675246]  [0.00675246 1.5204189 ]] [[ 0.78478969 -0.01248373]  [-0.01248373  0.99663741]],3,"{0: 132, 1: 742, 2: 326, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,2,300,1000,6,True,0.1380038686212443,0.4890488812743176,3,3,[2.70548251 2.76208494] [2.30701538 0.75986201] [1.21619817 2.69918194],[1.96090184e-01 4.28627347e-01 3.75282469e-01 1.32790142e-10 2.12464199e-17 3.39942668e-24],[[0.8916248  0.33849691]  [0.33849691 0.81916948]] [[1.43430333 0.3424687 ]  [0.3424687  1.26614636]] [[0.8139063  0.3090106 ]  [0.3090106  2.29258518]],3,"{0: 216, 1: 540, 2: 444, 3: 0, 4: 0, 5: 0}",1,0,0
1.6e-07,3,300,1000,6,True,0.02790478295913293,0.034318898745644213,4,4,[1.29731088 2.14396809] [2.15917501 1.83015315] [2.33914455 3.816087  ] [3.70971052 1.71050248],[0.44572436 0.31709395 0.00089138 0.00088797 0.10091057 0.13449178],[[1.21301549 0.21058098]  [0.21058098 2.66584852]] [[0.59158626 0.10274369]  [0.10274369 1.81196433]] [[ 0.85744643 -0.07221051]  [-0.07221051  0.60361245]] [[ 0.56036301 -0.12879129]  [-0.12879129  1.81183141]],4,"{0: 500, 1: 418, 2: 0, 3: 0, 4: 120, 5: 162}",3,0,1
1.6e-07,4,300,1000,6,True,-0.0006600372275024733,0.005215777723960705,3,3,[1.45395496 2.16876384] [3.14626532 1.85066599] [-0.40403096  1.47425423],[5.53488591e-01 3.93895199e-01 5.26162099e-02 1.30906621e-10 2.09450567e-17 3.35120857e-24],[[ 0.55079425 -0.02613649]  [-0.02613649  2.11805207]] [[0.73302749 0.15386869]  [0.15386869 2.55638828]] [[ 0.91801989 -0.12054051]  [-0.12054051  3.33939473]],3,"{0: 714, 1: 444, 2: 42, 3: 0, 4: 0, 5: 0}",3,0,1
1.6e-07,5,300,1000,6,True,0.0,0.0,1,1,[1.95304925 1.96665754],[1.00000000e+00 1.33222303e-10 2.13155662e-17 3.41049019e-24 5.45678358e-31 8.73085245e-38],[[ 1.40056704 -0.0497888 ]  [-0.0497888   2.45635126]],1,"{0: 1200, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,6,300,1000,6,True,0.08037142333810686,0.2699077722846559,2,2,[2.18388459 3.47628153] [1.91970728 1.44425547],[2.64822948e-01 7.35177052e-01 1.33071588e-10 2.12914515e-17 3.40663180e-24 5.45061008e-31],[[1.52411304 0.00467546]  [0.00467546 1.02038748]] [[1.49595117 0.06254257]  [0.06254257 1.9565771 ]],2,"{0: 304, 1: 896, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,7,300,1000,6,True,0.061266399162434905,0.20932607732524974,5,5,[-0.28485007  1.4545359 ] [1.9416319  1.27154693] [2.41779727 3.0536727 ] [0.61133893 1.5236691 ] [3.21211235 0.93105118],[0.01150329 0.33641839 0.26509975 0.00089145 0.2364196  0.14966752],[[2.06882204 0.17723326]  [0.17723326 1.16525598]] [[ 0.15058731 -0.02642282]  [-0.02642282  1.83608826]] [[ 0.92977375 -0.11677092]  [-0.11677092  1.21235993]] [[ 0.32768218 -0.05335755]  [-0.05335755  2.03645768]] [[ 0.45575919 -0.03317198]  [-0.03317198  1.33191363]],5,"{0: 8, 1: 444, 2: 298, 3: 0, 4: 290, 5: 160}",6,0,6
1.6e-07,8,300,1000,6,True,0.12792198838601482,0.44954888132746756,5,5,[3.52191661 1.92238124] [1.5702874  0.67742104] [1.49774013 3.68936458] [2.49733254 1.15683999] [2.32730999 2.63575197],[0.00089617 0.09098229 0.33894993 0.29392146 0.11019345 0.1650567 ],[[ 0.97059613 -0.29506586]  [-0.29506586  0.90005789]] [[ 1.36655921 -0.25447303]  [-0.25447303  1.2466745 ]] [[1.19206019 0.23375111]  [0.23375111 1.00404254]] [[ 0.60379372 -0.26641505]  [-0.26641505  0.38290866]] [[1.18586418 0.34535599]  [0.34535599 0.32745838]],5,"{0: 0, 1: 72, 2: 380, 3: 330, 4: 150, 5: 268}",3,0,3
1.6e-07,9,300,1000,6,True,0.08297441703999008,0.3046947577381854,4,4,[1.4958537  2.97207079] [1.76324034 1.37221994] [3.28177466 1.89177729] [1.71899877 0.21406168],[5.01058289e-01 1.14372854e-01 2.15137159e-01 1.69431697e-01 1.32066943e-10 2.11307079e-17],[[1.1396056  0.06753444]  [0.06753444 1.56971482]] [[0.56597116 0.05352688]  [0.05352688 0.26955824]] [[ 0.34019949 -0.14716786]  [-0.14716786  2.73528052]] [[1.39341925 0.00482052]  [0.00482052 1.05198351]],4,"{0: 566, 1: 162, 2: 310, 3: 162, 4: 0, 5: 0}",1,0,1
1.6e-07,10,300,1000,6,True,0.0076189155980110005,0.0270382623769161,3,3,[1.96055938 2.24769838] [1.38139358 0.05662333] [-0.81899956  1.40130723],[0.85015861 0.00088974 0.00088437 0.12107056 0.00085086 0.02614586],[[ 1.18909909 -0.22366716]  [-0.22366716  2.20904002]] [[0.74051756 0.00870654]  [0.00870654 1.06378178]] [[ 1.23319001 -0.05190919]  [-0.05190919  1.53818976]],3,"{0: 1084, 1: 0, 2: 0, 3: 94, 4: 0, 5: 22}",1,0,0
1.6e-07,11,300,1000,6,True,-0.0003078981567546642,0.0068476509821416825,2,2,[2.33264116 1.91090669] [0.48966041 2.41708865],[8.48129028e-01 8.89950012e-04 1.50981022e-01 1.31773136e-10 2.10836990e-17 3.37339135e-24],[[0.89841826 0.07654088]  [0.07654088 2.54486439]] [[0.78109328 0.06727621]  [0.06727621 1.91045136]],2,"{0: 1054, 1: 0, 2: 146, 3: 0, 4: 0, 5: 0}",1,0,1
1.6e-07,12,300,1000,6,True,0.07791226601150167,0.2430849486615478,5,5,[2.67204316 2.80484665] [1.58778967 2.92441574] [1.55639894 2.67326968] [1.52652793 1.07471083] [2.06956049 0.17199988],[3.04700925e-01 2.63724856e-01 9.44186135e-02 1.18290428e-01 2.18865177e-01 1.31981565e-10],[[ 0.45314869 -0.18404932]  [-0.18404932  1.65324466]] [[ 2.0677833  -0.06209715]  [-0.06209715  2.03331846]] [[ 0.36431365 -0.22410128]  [-0.22410128  0.36760454]] [[ 0.48053969 -0.08273287]  [-0.08273287  0.31091285]] [[1.15939186 0.16435402]  [0.16435402 1.01232771]],5,"{0: 460, 1: 162, 2: 136, 3: 184, 4: 258, 5: 0}",2,0,0
1.6e-07,13,300,1000,6,True,0.1112186072368267,0.3176648809149619,6,6,[1.4005346  2.71559241] [1.514664   0.76698221] [3.23921627 1.14386245] [3.10236508 3.04436249] [ 2.14936562 -0.57225082] [0.5037839  5.14801103],[0.33180385 0.22158691 0.08714801 0.26907098 0.07886501 0.01152524],[[ 1.00032254 -0.13974427]  [-0.13974427  1.0055508 ]] [[ 0.89592517 -0.09086946]  [-0.09086946  0.58945193]] [[ 0.72722658 -0.30921441]  [-0.30921441  0.53940691]] [[ 1.02945028 -0.06474374]  [-0.06474374  1.43384816]] [[ 2.00262498 -0.55111663]  [-0.55111663  1.44991819]] [[ 0.85619726 -0.78999105]  [-0.78999105  3.289188  ]],6,"{0: 416, 1: 300, 2: 124, 3: 286, 4: 64, 5: 10}",2,0,1
1.6e-07,14,300,1000,6,True,0.07801920454222643,0.23404640697117488,4,4,[0.44393525 2.08691036] [2.63612194 0.84236421] [2.58859356 2.97068257] [1.68441658 1.89442784],[0.16348804 0.29609468 0.33866856 0.0008898  0.00088581 0.19997311],[[ 0.33447175 -0.0924541 ]  [-0.0924541   2.28418323]] [[ 1.23143341 -0.07011379]  [-0.07011379  1.40470309]] [[ 0.80177884 -0.21421204]  [-0.21421204  1.52563128]] [[ 0.10143125 -0.10557312]  [-0.10557312  2.3611954 ]],4,"{0: 212, 1: 280, 2: 368, 3: 0, 4: 0, 5: 340}",2,0,0
1.6e-07,15,300,1000,6,True,0.10138131417761616,0.45899433146447055,3,3,[2.38537149 2.87899395] [0.47152755 2.00570782] [2.22619612 0.7063647 ],[5.18010833e-01 1.57306487e-01 3.24682680e-01 1.32652955e-10 2.12244701e-17 3.39591471e-24],[[0.95145357 0.02867693]  [0.02867693 1.55697371]] [[0.40275298 0.02457715]  [0.02457715 2.45100349]] [[1.05508413 0.13338145]  [0.13338145 1.30862688]],3,"{0: 628, 1: 196, 2: 376, 3: 0, 4: 0, 5: 0}",1,0,0
1.6e-07,16,300,1000,6,True,0.1679690280890295,0.762514083557433,2,2,[2.05081989 1.11097746] [1.79509901 2.98525014],[5.41163764e-01 4.58836236e-01 1.32980983e-10 2.12769548e-17 3.40431232e-24 5.44689891e-31],[[1.43002387 0.18930351]  [0.18930351 1.60719108]] [[1.39615029 0.1483986 ]  [0.1483986  1.4885921 ]],2,"{0: 670, 1: 530, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,17,300,1000,6,True,0.10084612089570441,0.4363141840075315,4,3,[4.42116729 3.31722735] [1.6972723  2.86862094] [1.45482205 3.9218574 ] [2.02283467 1.20041088],[6.45822624e-03 1.55741880e-01 1.96750056e-01 6.41049838e-01 1.32806512e-10 2.12490388e-17],[[3.23522664 1.6264578 ]  [1.6264578  1.98334248]] [[1.38614612 0.3857017 ]  [0.3857017  0.30848837]] [[ 1.29960565 -0.01087919]  [-0.01087919  0.98679215]] [[1.2759231  0.18149493]  [0.18149493 1.5329565 ]],4,"{0: 4, 1: 258, 2: 210, 3: 728, 4: 0, 5: 0}",2,2,0
1.6e-07,18,300,1000,6,True,0.011226741838347912,0.06786936164990687,4,4,[2.45703905 1.88386206] [0.9006199  2.41365242] [1.50215572 0.36787336] [3.77323645 2.53145688],[3.78481096e-01 3.28404188e-01 1.40823811e-01 8.86586073e-04 1.51404319e-01 1.31234459e-10],[[ 0.5475309  -0.53521117]  [-0.53521117  2.45530909]] [[0.73341786 0.38419028]  [0.38419028 2.10756406]] [[0.10188316 0.04088531]  [0.04088531 1.43375745]] [[ 0.68205734 -0.00805884]  [-0.00805884  2.6694029 ]],4,"{0: 492, 1: 374, 2: 180, 3: 0, 4: 154, 5: 0}",3,0,2
