Concentration,Mean ARI,ARI standard dev,Percent converged,Mean number of categories,Number of categories standard dev,MaxIters,Samples,MaxCats
1e-13,0.7899660138996852,0.03483371097340848,1.0,4.1,0.3,1000,150,6
0.16666666666666666,0.7899660138996852,0.03483371097340848,1.0,4.1,0.3,1000,150,6
0.9,0.7899660138996852,0.03483371097340848,1.0,4.1,0.3,1000,150,6
