Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,HeightARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits
1.6e-07,0,500,1000,6,True,0.22814967999141406,0.43213765276750093,5,5,[2.21630555 4.31068085] [2.41154558 1.41717115] [0.89884871 3.19542406] [1.14200313 0.41465109] [4.03342109 3.5233034 ],[0.32410486 0.187247   0.19533113 0.00053579 0.23667395 0.05610728],[[ 0.75401262 -0.02441032]  [-0.02441032  1.2214088 ]] [[ 0.6671488  -0.11199831]  [-0.11199831  0.70554849]] [[0.82740804 0.02896356]  [0.02896356 1.07883354]] [[0.88229319 0.14673237]  [0.14673237 0.93558245]] [[0.62440218 0.69370966]  [0.69370966 4.48373151]],5,"{0: 690, 1: 436, 2: 356, 3: 0, 4: 440, 5: 78}",2,2,0
1.6e-07,1,500,1000,6,True,0.2744629532176232,0.5977137669520286,5,5,[3.80407397 4.51805812] [2.1439281  1.36464214] [1.96640956 4.36050573] [0.4562127  1.69840472] [-0.81004577  0.15126369],[0.02408319 0.45495481 0.36966619 0.14711361 0.00047331 0.0037089 ],[[ 2.67959818 -0.37042183]  [-0.37042183  3.3140597 ]] [[0.8907644  0.23298778]  [0.23298778 1.57503754]] [[1.06637457 0.22456902]  [0.22456902 1.07277031]] [[0.24557276 0.20069984]  [0.20069984 3.20048258]] [[1.89407186 1.68915462]  [1.68915462 3.64252858]],5,"{0: 18, 1: 872, 2: 824, 3: 280, 4: 0, 5: 6}",2,1,1
1.6e-07,2,500,1000,6,True,0.24014361747972715,0.512131508620376,5,5,[2.09344325 4.18163585] [0.30710252 0.19422494] [1.62848703 1.27558867] [0.25665235 2.74740539] [2.80179744 1.11064782],[0.00053903 0.42160395 0.10016031 0.25226489 0.06909248 0.15633934],[[1.44860627 0.1473472 ]  [0.1473472  1.31177143]] [[0.64307303 0.38302981]  [0.38302981 1.03158706]] [[0.45755292 0.13378234]  [0.13378234 2.15594046]] [[0.76154281 0.21062266]  [0.21062266 0.4573786 ]] [[0.93814017 0.23213719]  [0.23213719 0.79060825]],5,"{0: 0, 1: 890, 2: 166, 3: 560, 4: 122, 5: 262}",2,0,2
1.6e-07,3,500,1000,6,True,0.2653400466845227,0.595572424708202,5,5,[1.84695111 4.03639213] [3.59271221 2.88778099] [1.31446376 0.67086668] [2.42388414 1.26238257] [0.11215359 2.07639851],[4.65703457e-01 2.10689791e-02 2.49050707e-01 1.71688286e-01 9.24885707e-02 7.92307542e-11],[[1.34525453 0.38051251]  [0.38051251 1.46620887]] [[1.70887673 0.47545364]  [0.47545364 0.53688096]] [[0.80796015 0.31641063]  [0.31641063 1.2813228 ]] [[ 1.27074915 -0.07978339]  [-0.07978339  1.00612778]] [[0.32684954 0.3255933 ]  [0.3255933  3.36738812]],5,"{0: 1038, 1: 24, 2: 572, 3: 254, 4: 112, 5: 0}",3,0,2
1.6e-07,4,500,1000,6,True,0.23591172074708683,0.5634396910202105,5,5,[1.13394546 0.3782485 ] [0.45669016 3.03461591] [3.60887926 3.61570684] [2.22394094 1.61145027] [1.94006332 4.26269148],[0.27313271 0.0824647  0.07205552 0.19389576 0.00053574 0.37791557],[[1.33973933 0.03156317]  [0.03156317 1.187071  ]] [[ 1.12806068 -0.22914281]  [-0.22914281  0.62109448]] [[1.09811389 0.33213128]  [0.33213128 3.47135435]] [[0.65430109 0.07412412]  [0.07412412 0.56172961]] [[0.8499446  0.24668857]  [0.24668857 1.2249717 ]],5,"{0: 518, 1: 122, 2: 80, 3: 456, 4: 0, 5: 824}",2,2,0
1.6e-07,5,500,1000,6,True,0.3003235613437556,0.8986533663903905,2,2,[1.75223088 3.9216259 ] [1.74186542 0.91492875],[5.28251118e-01 5.37531792e-04 4.71211350e-01 7.97908602e-11 1.27665359e-17 2.04264545e-24],[[1.46743669 0.46140431]  [0.46140431 1.62926349]] [[1.37372238 0.42071739]  [0.42071739 1.36630663]],2,"{0: 1040, 1: 0, 2: 960, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,6,500,1000,6,True,0.266734498608183,0.5002635031679267,4,4,[2.93711589 4.16067225] [1.97969004 2.62344679] [1.39660322 4.44201721] [1.50616723 0.86437386],[1.51118548e-01 1.57758426e-01 2.40207022e-01 4.50916003e-01 7.97669642e-11 1.27627124e-17],[[0.90498553 0.34077267]  [0.34077267 1.28904997]] [[ 1.44992757 -0.55442257]  [-0.55442257  0.67306191]] [[1.01159919 0.40390119]  [0.40390119 0.89750966]] [[1.41263079 0.17259688]  [0.17259688 1.30385769]],4,"{0: 246, 1: 320, 2: 542, 3: 892, 4: 0, 5: 0}",1,1,0
1.6e-07,7,500,1000,6,True,0.17172478500620256,0.27540480175679355,6,6,[2.7899119  1.17052405] [0.46463512 1.74025969] [2.51790309 4.40553127] [1.2961315  2.04480657] [1.20472778 0.29787952] [1.8446122  3.79866523],[0.18902874 0.10436426 0.23902774 0.15399692 0.15554595 0.15803639],[[0.76283958 0.37468189]  [0.37468189 1.35281763]] [[ 1.11997843 -0.02726853]  [-0.02726853  1.96604862]] [[0.9752776  0.29094337]  [0.29094337 1.11896528]] [[ 0.66839802 -0.73035569]  [-0.73035569  1.4027976 ]] [[0.54483922 0.28523431]  [0.28523431 0.90504329]] [[ 0.65580381 -0.45043446]  [-0.45043446  0.78113504]],6,"{0: 430, 1: 92, 2: 364, 3: 372, 4: 332, 5: 410}",4,0,4
1.6e-07,8,500,1000,6,True,0.16800307391128386,0.25463418660799975,6,6,[1.1717076  0.48915425] [2.19859483 2.89244324] [3.44968382 3.86287708] [0.84754008 2.29751673] [2.42454575 0.35203637] [1.89212826 4.79844846],[0.2110291  0.1976556  0.07025394 0.1590979  0.11452687 0.24743659],[[1.00278301 0.67163123]  [0.67163123 1.3294266 ]] [[ 1.24310838 -0.54375582]  [-0.54375582  0.85671771]] [[0.73583684 0.42805757]  [0.42805757 2.3775216 ]] [[0.87706794 0.1692771 ]  [0.1692771  0.58717433]] [[ 0.63620416 -0.03684799]  [-0.03684799  0.61441089]] [[1.1256613  0.17162617]  [0.17162617 0.78659019]],6,"{0: 416, 1: 456, 2: 80, 3: 304, 4: 204, 5: 540}",4,1,1
1.6e-07,9,500,1000,6,True,0.2523656656143044,0.6135798378865341,5,5,[1.05993014 0.68592919] [2.4022594  1.63688952] [1.70652797 4.19829766] [-0.29646572  1.00649641] [4.34660945 2.45892213],[2.61967048e-01 2.80977188e-01 4.27617667e-01 1.58675753e-02 1.35705223e-02 7.57503344e-11],[[0.66432786 0.01311144]  [0.01311144 1.65387968]] [[0.54943707 0.04633184]  [0.04633184 1.50927966]] [[1.35955967 0.43240521]  [0.43240521 1.3388367 ]] [[1.20264531 0.66656327]  [0.66656327 1.78620374]] [[1.88846712 0.3887656 ]  [0.3887656  2.39094895]],5,"{0: 502, 1: 568, 2: 900, 3: 10, 4: 20, 5: 0}",4,0,4
