Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,HeightARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits
1.6e-07,11,400,1000,6,True,0.2649560401211648,0.6484102854545806,3,3,[1.62584879 0.77266918] [1.48680535 3.3840706 ] [2.40055074 4.58240168],[4.51835514e-01 3.52824627e-01 6.68468586e-04 1.94671391e-01 9.91890903e-11 1.58702521e-17],[[1.24606345 0.25674642]  [0.25674642 1.31281183]] [[ 1.37992474 -0.12953675]  [-0.12953675  1.28292929]] [[0.89651721 0.25401305]  [0.25401305 1.39946761]],3,"{0: 752, 1: 592, 2: 0, 3: 256, 4: 0, 5: 0}",0,0,0
1.6e-07,12,400,1000,6,True,0.25544491807269437,0.5172823037190578,5,5,[2.03990842 3.81428439] [0.61907497 1.27291717] [1.99650239 0.74018158] [0.80265262 3.94987743] [-1.24642991  1.66062288],[0.47208004 0.10984782 0.00067027 0.32310936 0.08670416 0.00758835],[[1.15642186 0.29519608]  [0.29519608 1.99014272]] [[4.77678885e-01 9.26790506e-04]  [9.26790506e-04 1.31732910e+00]] [[1.06347205 0.32501574]  [0.32501574 1.12269624]] [[ 0.59356235 -0.20113088]  [-0.20113088  0.67383958]] [[2.21917591 0.50263487]  [0.50263487 2.50533687]],5,"{0: 796, 1: 144, 2: 0, 3: 562, 4: 90, 5: 8}",4,1,3
1.6e-07,13,400,1000,6,True,0.29757540764872975,0.6433455773808203,4,4,[2.67391197 1.98001963] [1.41694262 3.93300544] [1.33085061 0.84076202] [2.77791372 5.01245363],[2.13598803e-01 4.09341138e-01 3.61719062e-01 1.53409960e-02 9.58021446e-11 1.53283409e-17],[[0.44255876 0.31749349]  [0.31749349 3.94122029]] [[1.5136224 0.7337971]  [0.7337971 1.2459262]] [[1.34725341 0.6364548 ]  [0.6364548  1.14414885]] [[ 3.05591998 -1.78950519]  [-1.78950519  4.31145044]],4,"{0: 306, 1: 714, 2: 568, 3: 12, 4: 0, 5: 0}",0,0,0
1.6e-07,14,400,1000,6,True,0.11348180104771002,0.1855539769906936,5,5,[1.50878537 2.92047441] [1.16573345 0.12032888] [2.06216289 0.8769141 ] [2.91534621 2.43840948] [1.01998264 4.14711529],[0.23362271 0.15381912 0.00067056 0.10035621 0.25811594 0.25341545],[[1.28971635 1.68068576]  [1.68068576 2.56112631]] [[0.47089987 0.42658727]  [0.42658727 1.1840977 ]] [[ 0.37954875 -0.21601571]  [-0.21601571  0.64345512]] [[0.7529994  0.35247743]  [0.35247743 2.71989436]] [[0.81502331 0.50549833]  [0.50549833 1.46292103]],5,"{0: 476, 1: 222, 2: 0, 3: 176, 4: 356, 5: 370}",2,0,1
1.6e-07,15,400,1000,6,True,0.27929431898182033,0.6593957752512486,3,3,[1.63204802 0.96595173] [2.24249962 4.19993194] [0.77938938 3.65138223],[5.08222974e-01 3.29617524e-01 1.62159501e-01 9.94282626e-11 1.59085199e-17 2.54536281e-24],[[1.48826111 0.31046678]  [0.31046678 1.23814459]] [[1.046058   0.12693308]  [0.12693308 1.35554   ]] [[0.86694558 0.06786582]  [0.06786582 0.65746154]],3,"{0: 834, 1: 526, 2: 240, 3: 0, 4: 0, 5: 0}",1,1,0
1.6e-07,16,400,1000,6,True,0.33716661646374785,0.8230012700817383,4,4,[1.83479578 4.08923677] [1.75152182 0.99778275] [1.90855854 3.56306827] [1.70600343 0.93692553],[3.90932635e-01 3.79790710e-01 6.69306881e-04 1.02038007e-01 1.26569340e-01 9.88094234e-11],[[1.38915864 0.60447328]  [0.60447328 1.37091448]] [[1.36712604 0.72502532]  [0.72502532 1.65994734]] [[ 1.72980097 -0.51385425]  [-0.51385425  0.89492279]] [[ 1.60596948 -0.33855039]  [-0.33855039  0.65548454]],4,"{0: 750, 1: 788, 2: 0, 3: 8, 4: 54, 5: 0}",0,0,0
1.6e-07,17,400,1000,6,True,0.30358696149756226,0.8279927413656942,2,2,[1.78976645 3.89937998] [1.82937441 0.88753417],[5.64107986e-01 4.35892014e-01 9.97945284e-11 1.59671227e-17 2.55473929e-24 4.08758226e-31],[[1.43117254 0.51006317]  [0.51006317 1.66258303]] [[1.53562575 0.52712077]  [0.52712077 1.16962191]],2,"{0: 890, 1: 710, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,18,400,1000,6,True,0.22126162599646565,0.5009440831080342,6,6,[1.48656573 1.79038548] [1.66429752 0.82642405] [-0.21943218  1.01347256] [2.8435821  4.39214303] [1.39944146 4.22209969] [3.44519501 2.3626975 ],[0.13355339 0.34703429 0.0466167  0.17606783 0.23303609 0.06369171],[[ 1.96114722 -1.33397226]  [-1.33397226  1.28513403]] [[0.96614339 0.36629859]  [0.36629859 1.63410555]] [[1.21247108 0.34850009]  [0.34850009 1.76678841]] [[0.70546474 0.42016374]  [0.42016374 1.1606427 ]] [[0.48378312 0.02665398]  [0.02665398 1.1185463 ]] [[0.53968607 0.04775185]  [0.04775185 0.4348447 ]],6,"{0: 128, 1: 674, 2: 40, 3: 260, 4: 398, 5: 100}",4,1,3
1.6e-07,19,400,1000,6,True,0.2721146877990366,0.6248842849553176,4,4,[2.0618778  4.13840079] [1.83505323 1.1015954 ] [0.64427059 3.7377492 ] [3.31958123 4.50836128],[2.15875205e-01 5.00101192e-01 1.77953081e-01 1.06070522e-01 9.90574654e-11 1.58491922e-17],[[0.27551878 0.1746623 ]  [0.1746623  1.41375115]] [[1.49178196 0.54307941]  [0.54307941 1.42188603]] [[0.58031292 0.19919582]  [0.19919582 1.26657245]] [[0.54003592 0.32340685]  [0.32340685 1.22949092]],4,"{0: 390, 1: 822, 2: 242, 3: 146, 4: 0, 5: 0}",3,3,0
0.16666666666666666,0,400,1000,6,True,0.29461297030611155,0.693282299081003,4,4,[1.00493023 3.20697246] [3.67884289 4.689424  ] [1.76650611 0.91433838] [2.25647639 4.48614508],[2.10772361e-01 2.77862494e-02 4.58657431e-01 3.02682277e-01 8.89731408e-05 1.27086439e-05],[[0.86496634 0.01452831]  [0.01452831 0.73614046]] [[1.36011345 1.33910923]  [1.33910923 2.78684374]] [[1.51522277 0.4486158 ]  [0.4486158  1.22317182]] [[ 0.98726733 -0.1066018 ]  [-0.1066018   1.1987987 ]],4,"{0: 324, 1: 16, 2: 750, 3: 510, 4: 0, 5: 0}",1,1,0
0.16666666666666666,1,400,1000,6,True,0.23967066984310031,0.4451629559795783,6,6,[2.48845244 3.38187477] [1.34383451 1.23948849] [0.55720724 1.88185305] [2.32899995 1.13623608] [1.88645094 4.44223647] [4.78678074 3.83768961],[0.21048638 0.0795391  0.18076787 0.2697898  0.24901347 0.01040338],[[0.77386993 0.02641006]  [0.02641006 2.92758785]] [[0.68452319 0.7844632 ]  [0.7844632  1.60633571]] [[0.3756232  0.22681679]  [0.22681679 3.15621853]] [[0.76766822 0.18251375]  [0.18251375 1.36339033]] [[1.15052654 0.32120221]  [0.32120221 0.8712093 ]] [[2.42636187 0.93073759]  [0.93073759 2.70236043]],6,"{0: 178, 1: 8, 2: 344, 3: 540, 4: 520, 5: 10}",5,2,3
0.16666666666666666,2,400,1000,6,True,0.258397416526653,0.5536483320703162,5,5,[1.8388331  0.67674859] [1.63113652 3.73536678] [ 1.5153167  -0.21705144] [0.44021871 2.46923365] [3.18679854 4.21879969],[0.00067225 0.3668279  0.37997993 0.03678376 0.08053625 0.13519992],[[1.76846485 0.55333421]  [0.55333421 0.85552877]] [[0.72892018 0.01993389]  [0.01993389 1.60072676]] [[1.04024607 0.63941545]  [0.63941545 2.36742386]] [[ 0.97168814 -0.28127374]  [-0.28127374  0.53119744]] [[0.80519848 0.21747683]  [0.21747683 1.21923329]],5,"{0: 0, 1: 670, 2: 644, 3: 16, 4: 94, 5: 176}",1,1,0
0.16666666666666666,3,400,1000,6,True,0.20487698036255755,0.3377273179565583,5,5,[1.98161438 4.54629155] [2.36171781 1.21526032] [0.06586964 1.40070106] [1.28869767 1.13153658] [2.23241976 3.61875111],[2.69341731e-01 2.24359907e-01 1.51520766e-01 1.73744727e-01 1.80944215e-01 8.86539332e-05],[[1.3813482  0.55859019]  [0.55859019 1.16932863]] [[ 0.75320289 -0.01057556]  [-0.01057556  1.00258879]] [[0.25112412 0.13570533]  [0.13570533 2.97052704]] [[0.20897675 0.04729732]  [0.04729732 1.75247946]] [[ 1.84720486 -0.5282745 ]  [-0.5282745   0.9714571 ]],5,"{0: 522, 1: 326, 2: 244, 3: 314, 4: 194, 5: 0}",3,0,3
0.16666666666666666,4,400,1000,6,True,0.24239644089823337,0.5727606100685945,5,5,[1.30467791 0.62703873] [1.99162751 4.30765936] [0.52092032 3.15443025] [2.34615239 1.77872996] [4.33736937 4.09893343],[0.36214026 0.36701174 0.09347415 0.00066727 0.1357444  0.04096218],[[1.27673533 0.18283668]  [0.18283668 1.39863549]] [[0.76551005 0.21065531]  [0.21065531 1.20577025]] [[ 0.97334036 -0.12017823]  [-0.12017823  0.70464453]] [[0.54664515 0.03725924]  [0.03725924 0.48331819]] [[0.71762906 0.08845463]  [0.08845463 3.54411281]],5,"{0: 582, 1: 632, 2: 110, 3: 0, 4: 218, 5: 58}",2,2,0
0.16666666666666666,5,400,1000,6,True,0.2510887980352586,0.7058894066386316,4,4,[2.41572924 3.75658828] [1.04906495 3.84295788] [1.75577203 0.88041885] [2.1205308  4.15068278],[0.00067234 0.21908743 0.23680081 0.46248276 0.0006647  0.08029196],[[1.27452773 0.71437007]  [0.71437007 1.92856296]] [[0.91844278 0.28747443]  [0.28747443 1.4667848 ]] [[1.37554443 0.39240244]  [0.39240244 1.36644   ]] [[0.17651192 0.01817812]  [0.01817812 1.63222253]],4,"{0: 0, 1: 322, 2: 378, 3: 820, 4: 0, 5: 80}",2,2,0
0.16666666666666666,6,400,1000,6,True,0.294593098319932,0.7414514210912418,3,3,[1.73971318 1.06067562] [2.41250269 2.90516673] [1.56784136 4.31937148],[5.09302927e-01 1.18720474e-01 3.71873026e-01 8.90380352e-05 1.27178912e-05 1.81684095e-06],[[1.55607229 0.38633167]  [0.38633167 1.54937885]] [[1.33720229 1.01316263]  [1.01316263 1.23233801]] [[1.28338681 0.55185229]  [0.55185229 1.0973202 ]],3,"{0: 864, 1: 128, 2: 608, 3: 0, 4: 0, 5: 0}",0,0,0
0.16666666666666666,7,400,1000,6,True,0.2867089537940484,0.601422952571549,4,4,[3.00178717 2.34496211] [1.93746855 4.04601626] [1.24707318 0.38358213] [1.97438326 1.12725568],[1.27391903e-01 4.57034482e-01 2.38040964e-01 1.77431178e-01 8.87902779e-05 1.26825341e-05],[[ 0.63990367 -0.34277015]  [-0.34277015  0.84532466]] [[1.48745448 0.43590423]  [0.43590423 1.17805814]] [[1.08291342 0.05511081]  [0.05511081 1.0947739 ]] [[ 0.60244739 -0.32268129]  [-0.32268129  0.66627704]],4,"{0: 166, 1: 776, 2: 306, 3: 352, 4: 0, 5: 0}",0,0,0
0.16666666666666666,8,400,1000,6,True,0.15291339617433122,0.2312597544733929,6,6,[3.25454632 3.96420086] [2.1303956  0.54819985] [0.74407753 2.24966742] [2.2293269  2.78172771] [0.83251704 0.24014282] [1.73640413 4.72874943],[0.10263357 0.1524605  0.14426508 0.19889513 0.16297909 0.23876663],[[0.9073969  0.3974429 ]  [0.3974429  2.08601884]] [[ 0.59448487 -0.12107057]  [-0.12107057  0.77030709]] [[0.84076206 0.13468658]  [0.13468658 0.52142878]] [[ 1.32039273 -0.68922214]  [-0.68922214  1.0528958 ]] [[0.85868432 0.55060702]  [0.55060702 1.31216863]] [[1.00355037 0.18846124]  [0.18846124 0.87506168]],6,"{0: 108, 1: 244, 2: 246, 3: 352, 4: 232, 5: 418}",3,1,1
0.16666666666666666,9,400,1000,6,True,0.24232955110912544,0.7069051528956474,5,5,[ 1.42949397 -0.14069013] [1.64375329 1.44862079] [1.70209582 4.0344183 ] [4.52546729 2.54563399] [2.62547883 1.04295009],[0.13777767 0.27549244 0.51085598 0.00066663 0.01178341 0.06342386],[[0.51008478 0.08737348]  [0.08737348 1.05436989]] [[1.27563467 0.49340586]  [0.49340586 0.8516765 ]] [[1.27243441 0.4102568 ]  [0.4102568  1.52167371]] [[2.33896569 0.44248462]  [0.44248462 2.65430492]] [[ 0.24238999 -0.12744276]  [-0.12744276  0.80174006]],5,"{0: 174, 1: 522, 2: 812, 3: 0, 4: 12, 5: 80}",1,0,1
0.16666666666666666,10,400,1000,6,True,0.27174429852606036,0.45446925364918417,5,5,[1.75111785 2.69208244] [1.93472017 0.57191647] [3.19048498 3.4728033 ] [1.53636912 4.29208378] [0.68822302 2.0662123 ],[1.38987937e-01 3.01238094e-01 1.80816099e-01 2.95295094e-01 8.35744429e-02 8.83333686e-05],[[0.27728586 0.1755845 ]  [0.1755845  1.87936803]] [[1.54845635 0.43229684]  [0.43229684 0.9235135 ]] [[0.98789399 0.78526474]  [0.78526474 2.5749927 ]] [[0.83420089 0.17166187]  [0.17166187 1.25974337]] [[ 0.58554431 -0.11804394]  [-0.11804394  0.68032694]],5,"{0: 170, 1: 550, 2: 246, 3: 520, 4: 114, 5: 0}",3,1,0
0.16666666666666666,11,400,1000,6,True,0.2649560401211648,0.6484102854545806,3,3,[1.62582191 0.77264424] [1.48672784 3.38391273] [2.40039626 4.58216242],[4.51781383e-01 3.52719150e-01 6.68402564e-04 1.94729773e-01 8.86308849e-05 1.26597786e-05],[[1.24606352 0.25672011]  [0.25672011 1.31278656]] [[ 1.3799627  -0.12970134]  [-0.12970134  1.28289119]] [[0.89660436 0.25403638]  [0.25403638 1.39953398]],3,"{0: 752, 1: 592, 2: 0, 3: 256, 4: 0, 5: 0}",0,0,0
0.16666666666666666,12,400,1000,6,True,0.25544491807269437,0.5172823037190578,5,5,[2.04009461 3.81437301] [0.61909703 1.27293922] [1.99657427 0.74025032] [0.80286392 3.9498553 ] [-1.24386249  1.66113436],[0.47199923 0.10988309 0.00067027 0.32309038 0.08674553 0.0076115 ],[[1.1563148  0.29510722]  [0.29510722 1.99017864]] [[4.77603720e-01 9.81462882e-04]  [9.81462882e-04 1.31799746e+00]] [[1.06333598 0.32490676]  [0.32490676 1.12264001]] [[ 0.59365921 -0.20110874]  [-0.20110874  0.67387402]] [[2.22070953 0.5029495 ]  [0.5029495  2.50526471]],5,"{0: 796, 1: 144, 2: 0, 3: 562, 4: 90, 5: 8}",4,1,3
0.16666666666666666,13,400,1000,6,True,0.2971413241356014,0.6421321190092963,4,4,[2.67406195 1.97874998] [1.41709917 3.93306514] [1.33075009 0.84078463] [2.77760604 5.01178127],[2.13492021e-01 4.09360859e-01 3.61668538e-01 1.53807180e-02 8.56319947e-05 1.22314825e-05],[[0.44248066 0.31771924]  [0.31771924 3.9391092 ]] [[1.51359841 0.73384793]  [0.73384793 1.24597406]] [[1.34704311 0.63644506]  [0.63644506 1.14417299]] [[ 3.05255343 -1.78689886]  [-1.78689886  4.30935406]],4,"{0: 308, 1: 714, 2: 566, 3: 12, 4: 0, 5: 0}",0,0,0
0.16666666666666666,14,400,1000,6,True,0.11348180104771002,0.1855539769906936,5,5,[1.50878188 2.92046414] [1.1657267  0.12031081] [2.06216173 0.87690669] [2.91531048 2.43834621] [1.01998498 4.1471139 ],[0.23362361 0.15381404 0.00067056 0.10035037 0.25812486 0.25341657],[[1.28972126 1.68069707]  [1.68069707 2.56114912]] [[0.47088812 0.42658942]  [0.42658942 1.18407493]] [[ 0.37954202 -0.21601325]  [-0.21601325  0.64343392]] [[0.75302605 0.35251734]  [0.35251734 2.7199212 ]] [[0.81502626 0.50550108]  [0.50550108 1.46292674]],5,"{0: 476, 1: 222, 2: 0, 3: 176, 4: 356, 5: 370}",2,0,1
0.16666666666666666,15,400,1000,6,True,0.27929431898182033,0.6593957752512486,3,3,[1.63203452 0.96586819] [2.24250929 4.19984409] [0.77947774 3.65137182],[5.08144505e-01 3.29591013e-01 1.62161134e-01 8.88445121e-05 1.26902848e-05 1.81289720e-06],[[1.48826698 0.31045457]  [0.31045457 1.23803508]] [[1.04607248 0.12694203]  [0.12694203 1.35567708]] [[0.86701629 0.06788153]  [0.06788153 0.65750311]],3,"{0: 834, 1: 526, 2: 240, 3: 0, 4: 0, 5: 0}",1,1,0
0.16666666666666666,16,400,1000,6,True,0.33716661646374785,0.8230012700817383,4,4,[1.83484729 4.08932428] [1.75151364 0.99773386] [1.90846455 3.56316483] [1.70590106 0.93696096],[3.90800887e-01 3.79683599e-01 6.69249729e-04 1.02135298e-01 1.26622674e-01 8.82934249e-05],[[1.38917019 0.60460425]  [0.60460425 1.37095268]] [[1.36713985 0.72513817]  [0.72513817 1.66005374]] [[ 1.7293575  -0.51362527]  [-0.51362527  0.89512386]] [[ 1.60582086 -0.33847692]  [-0.33847692  0.65551477]],4,"{0: 750, 1: 788, 2: 0, 3: 8, 4: 54, 5: 0}",0,0,0
0.16666666666666666,17,400,1000,6,True,0.30358696149756226,0.8279927413656942,2,2,[1.78976436 3.89948329] [1.82937416 0.88762451],[5.64016801e-01 4.35879210e-01 8.91723615e-05 1.27370946e-05 1.81958430e-06 2.59940614e-07],[[1.43116994 0.51006714]  [0.51006714 1.66244219]] [[1.53562142 0.52711898]  [0.52711898 1.169711  ]],2,"{0: 890, 1: 710, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
0.16666666666666666,18,400,1000,6,True,0.22126162599646565,0.5009440831080342,6,6,[1.48661455 1.79033475] [1.66420361 0.82630479] [-0.21939342  1.01337252] [2.84362056 4.39211867] [1.39946913 4.22208208] [3.44506281 2.36256429],[0.13356266 0.34699117 0.04662083 0.17606441 0.23304799 0.06371293],[[ 1.96110917 -1.33395745]  [-1.33395745  1.2851181 ]] [[0.9660268  0.36619913]  [0.36619913 1.63402199]] [[1.21246793 0.34845509]  [0.34845509 1.76676814]] [[0.70543352 0.42016537]  [0.42016537 1.16068012]] [[0.4837958  0.02664994]  [0.02664994 1.11855024]] [[0.53972528 0.04781254]  [0.04781254 0.43490164]],6,"{0: 128, 1: 674, 2: 40, 3: 260, 4: 398, 5: 100}",4,1,3
0.16666666666666666,19,400,1000,6,True,0.2721146877990366,0.6248842849553176,4,4,[2.06185477 4.13837471] [1.83504562 1.10157465] [0.64428633 3.73774255] [3.31946105 4.50830095],[2.15835830e-01 5.00044137e-01 1.77939584e-01 1.06079292e-01 8.85136800e-05 1.26430314e-05],[[0.27549403 0.1746449 ]  [0.1746449  1.41376348]] [[1.49177685 0.54306749]  [0.54306749 1.42185799]] [[0.58032063 0.19919628]  [0.19919628 1.2665795 ]] [[0.54010617 0.32340885]  [0.32340885 1.22956469]],4,"{0: 390, 1: 822, 2: 242, 3: 146, 4: 0, 5: 0}",3,3,0
1,0,400,1000,6,True,0.29461297030611155,0.693282299081003,4,4,[1.00507464 3.20710258] [3.67852384 4.68903204] [1.76651707 0.91430409] [2.2565919 4.4863247],[2.10760344e-01 2.77900227e-02 4.58473492e-01 3.02492594e-01 3.23563075e-04 1.59984170e-04],[[0.86503224 0.01457958]  [0.01457958 0.73630604]] [[1.36019339 1.33912533]  [1.33912533 2.78692617]] [[1.51523954 0.44863237]  [0.44863237 1.22314856]] [[ 0.98716809 -0.10672595]  [-0.10672595  1.19871815]],4,"{0: 324, 1: 16, 2: 750, 3: 510, 4: 0, 5: 0}",1,1,0
1,1,400,1000,6,True,0.23967066984310031,0.4451629559795783,6,6,[2.48781702 3.38002552] [1.34254314 1.23791652] [0.55730367 1.88367827] [2.32878999 1.13680124] [1.8871486  4.44210174] [4.77307679 3.8333139 ],[0.21009242 0.07937653 0.1808083  0.26996907 0.24919366 0.01056003],[[0.77042981 0.02704427]  [0.02704427 2.93119722]] [[0.68403099 0.78388039]  [0.78388039 1.60539868]] [[0.37559744 0.22717739]  [0.22717739 3.1580045 ]] [[0.76903465 0.18317208]  [0.18317208 1.36384203]] [[1.15083707 0.32087162]  [0.32087162 0.87141136]] [[2.43035124 0.93189221]  [0.93189221 2.70341779]],6,"{0: 178, 1: 8, 2: 344, 3: 540, 4: 520, 5: 10}",5,2,3
