Concentration,Mean ARI,ARI standard dev,Percent converged,Mean number of categories,Number of categories standard dev,MaxIters,Samples,MaxCats
1e-13,0.7520202717842356,0.13046595272323594,1.0,2.67,0.8006872048434396,1000,250,6
0.16666666666666666,0.7519827624872926,0.13037971148043212,1.0,2.67,0.8006872048434396,1000,250,6
0.9,0.7497441451290043,0.13472217021166236,1.0,2.69,0.8086408349817613,1000,250,6
