Concentration,Mean ARI,ARI standard dev,Percent converged,Mean number of categories,Number of categories standard dev,MaxIters,Samples,MaxCats
1e-13,0.7258382406115846,0.22684173166137855,0.95,2.3,0.6403124237432849,100,50,50
0.16666666666666666,0.7245264308781814,0.2265885542097023,0.94,2.31,0.6433506042586732,100,50,50
0.9,0.7228551521702665,0.22759842292931678,0.95,2.33,0.6489221833163049,100,50,50
