Concentration,Mean ARI,ARI standard dev,Percent converged,Mean number of categories,Number of categories standard dev,MaxIters,Samples,MaxCats
1e-13,0.7522555151628437,0.14888093374620565,0.98,2.48,0.6997142273814363,100,50,6
0.16666666666666666,0.7524500972928465,0.14835991956365147,0.97,2.48,0.6997142273814363,100,50,6
0.9,0.7521254923810955,0.1474323653581513,0.99,2.49,0.6999285677838845,100,50,6
