Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,HeightARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits
1.6e-07,0,300,3000,6,True,0.48940851649716155,1.0,2,2,[1.0292265  0.04445316] [1.02357192 5.04151244],[5.02165190e-01 4.97834810e-01 1.32999856e-10 2.12799744e-17 3.40479545e-24 5.44767193e-31],[[0.75079217 0.01755249]  [0.01755249 0.75776579]] [[0.7554651  0.02048848]  [0.02048848 0.71504354]],2,"{0: 602, 1: 598, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,1,300,3000,6,True,0.4968458612462056,0.9900582939192242,3,3,[-0.29981312  3.85277662] [ 1.03390694 -0.00744906] [1.04983654 4.99997261],[0.00089177 0.01438259 0.49557461 0.00088816 0.00088652 0.48737634],[[ 0.67169725 -0.48890111]  [-0.48890111  4.33358974]] [[ 0.65918383 -0.03326315]  [-0.03326315  0.66692597]] [[ 0.63280435 -0.05315283]  [-0.05315283  0.6568336 ]],3,"{0: 0, 1: 6, 2: 598, 3: 0, 4: 0, 5: 596}",0,0,0
1.6e-07,2,300,3000,6,True,0.42157506082589463,0.741130289731786,3,3,[ 1.08810592 -0.10393851] [0.494305   4.93642685] [1.51883163 4.84131771],[4.95513103e-01 2.18083445e-01 2.86403451e-01 1.32617867e-10 2.12188560e-17 3.39501646e-24],[[0.73517843 0.0462374 ]  [0.0462374  0.72336291]] [[0.38770214 0.09488066]  [0.09488066 1.20420695]] [[0.53278587 0.04934415]  [0.04934415 0.5790113 ]],3,"{0: 594, 1: 274, 2: 332, 3: 0, 4: 0, 5: 0}",1,1,0
1.6e-07,3,300,3000,6,True,0.48940851649716155,0.9933388889506688,2,2,[1.10035411 0.12336544] [1.10832927 5.11997009],[5.02701288e-01 8.99427216e-04 4.96399284e-01 1.32777272e-10 2.12443607e-17 3.39909721e-24],[[0.7766711  0.01556035]  [0.01556035 0.74192706]] [[0.75265999 0.00639733]  [0.00639733 0.68889461]],2,"{0: 602, 1: 0, 2: 598, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,4,300,3000,6,True,0.35526633110801537,0.5541069348373414,6,6,[-0.39827461  0.04388758] [2.18158517 4.85817473] [ 1.98939676 -0.0780139 ] [0.77628017 0.08011811] [0.88242247 5.07768694] [-0.6863959   4.08957341],[0.03543027 0.11370562 0.17422541 0.29147933 0.36632314 0.01883622],[[0.55772711 0.21869965]  [0.21869965 1.82379254]] [[0.28250875 0.14516804]  [0.14516804 1.00477613]] [[0.33321143 0.06128975]  [0.06128975 0.89410921]] [[ 0.28826693 -0.00354976]  [-0.00354976  0.57690916]] [[ 0.41413928 -0.04502454]  [-0.04502454  0.60313859]] [[ 0.52444775 -0.48651048]  [-0.48651048  1.68038316]],6,"{0: 26, 1: 130, 2: 198, 3: 376, 4: 448, 5: 22}",6,3,3
1.6e-07,5,300,3000,6,True,0.4960389968041097,1.0,2,2,[1.06584101 4.97687821] [ 1.06775614 -0.01355686],[8.95961328e-04 4.98918661e-01 5.00185378e-01 1.32890333e-10 2.12624504e-17 3.40199157e-24],[[ 0.70132999 -0.02242314]  [-0.02242314  0.74048615]] [[ 0.69812984 -0.02255314]  [-0.02255314  0.76366071]],2,"{0: 0, 1: 598, 2: 602, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,6,300,3000,6,True,0.4927099932746571,0.9933388891944935,2,2,[1.09849834 0.00944879] [1.08672444 5.00187071],[5.04080908e-01 8.91519803e-04 4.95027572e-01 1.32776040e-10 2.12441636e-17 3.39906568e-24],[[0.76340424 0.08980236]  [0.08980236 0.81616439]] [[0.75347655 0.09104471]  [0.09104471 0.73442748]],2,"{0: 604, 1: 0, 2: 596, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,7,300,3000,6,True,0.49937369519832986,1.0,2,2,[1.04165088 4.82255974] [ 1.04308367 -0.16812994],[5.00173821e-01 4.99826179e-01 1.33000740e-10 2.12801160e-17 3.40481810e-24 5.44770817e-31],[[0.62327365 0.0169545 ]  [0.0169545  0.66051223]] [[0.62457896 0.01744003]  [0.01744003 0.66591607]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,8,300,3000,6,True,0.4286013173739332,0.7529542187548949,3,3,[1.067477   0.04216581] [0.77171057 5.04188121] [1.40331054 5.01164783],[8.92718899e-04 4.99668636e-01 2.65442862e-01 2.33995783e-01 1.32419979e-10 2.11871936e-17],[[ 0.77861941 -0.04760357]  [-0.04760357  0.7577991 ]] [[ 0.68022143 -0.01703905]  [-0.01703905  0.8367732 ]] [[ 0.67508579 -0.07141939]  [-0.07141939  0.72360464]],3,"{0: 0, 1: 600, 2: 334, 3: 266, 4: 0, 5: 0}",0,0,0
1.6e-07,9,300,3000,6,True,0.4148353827914127,0.7255105674824992,4,4,[0.87926914 5.11354785] [ 1.99327088 -0.02362276] [0.83387231 0.10024042] [2.05434148 4.76352165],[4.14535099e-01 9.23401262e-02 4.08401228e-01 8.47235465e-02 1.31520630e-10 2.10432977e-17],[[ 0.58559593 -0.06923257]  [-0.06923257  0.7261838 ]] [[ 0.17403857 -0.16154829]  [-0.16154829  1.10304334]] [[ 0.60802494 -0.07879883]  [-0.07879883  0.83412606]] [[ 0.18438863 -0.05886395]  [-0.05886395  1.47098426]],4,"{0: 516, 1: 110, 2: 492, 3: 82, 4: 0, 5: 0}",2,1,1
1.6e-07,10,300,3000,6,True,0.49937369519832986,1.0,2,2,[ 0.966226   -0.02814427] [0.96653752 4.96079713],[5.00112515e-01 4.99887484e-01 1.33000768e-10 2.12801203e-17 3.40481880e-24 5.44770928e-31],[[ 0.68629241 -0.00659931]  [-0.00659931  0.81171547]] [[ 0.68573654 -0.00619517]  [-0.00619517  0.81830171]],2,"{0: 600, 1: 600, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
