Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,HeightARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits
1.6e-07,0,500,3000,6,True,0.42270103197095243,0.7475581123416739,4,4,[ 0.64457864 -0.06554014] [1.72902673 0.07665369] [1.02249463 4.99612604] [-0.66422561  0.24021469],[0.00053684 0.28116864 0.20040985 0.49823713 0.00052255 0.01912499],[[ 0.30130071 -0.0278009 ]  [-0.0278009   0.76605026]] [[ 0.34176976 -0.03034027]  [-0.03034027  0.66314126]] [[0.72725758 0.00915986]  [0.00915986 0.69652124]] [[0.62838526 0.3890674 ]  [0.3890674  1.01106333]],4,"{0: 0, 1: 594, 2: 382, 3: 998, 4: 0, 5: 26}",3,0,3
1.6e-07,1,500,3000,6,True,0.4966045499614125,0.98808196759915,4,3,[ 1.03311795 -0.00832297] [-0.61294575  0.02797051] [1.01758113 5.00726204] [0.66786828 3.7681884 ],[4.95718452e-01 5.35068463e-04 3.90242640e-03 4.89023788e-01 1.08202654e-02 7.62126777e-11],[[ 0.66902103 -0.0385259 ]  [-0.0385259   0.74607492]] [[1.23636496 1.55657647]  [1.55657647 3.66054436]] [[ 0.64878452 -0.05347741]  [-0.05347741  0.75104359]] [[3.04343339 0.73566889]  [0.73566889 1.19940175]],4,"{0: 996, 1: 0, 2: 2, 3: 992, 4: 10, 5: 0}",1,0,1
1.6e-07,2,500,3000,6,True,0.48964259663383075,0.9880300126877951,2,2,[1.10074732 4.93501748] [ 1.10080916 -0.05984254],[5.38460214e-04 5.04530029e-01 5.38270515e-04 4.94393241e-01 7.97589697e-11 1.27614333e-17],[[0.78324344 0.01736801]  [0.01736801 0.8154952 ]] [[0.78569888 0.01730303]  [0.01730303 0.71476975]],2,"{0: 0, 1: 1010, 2: 0, 3: 990, 4: 0, 5: 0}",0,0,0
1.6e-07,3,500,3000,6,True,0.48768367522315775,0.992012004067972,2,2,[1.12148129 5.05110703] [1.11912459 0.05317871],[5.38147595e-04 4.98821465e-01 5.00640387e-01 7.98403904e-11 1.27744608e-17 2.04391342e-24],[[0.74578644 0.01907673]  [0.01907673 0.76108755]] [[0.75371425 0.02570986]  [0.02570986 0.78691039]],2,"{0: 0, 1: 996, 2: 1004, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,4,500,3000,6,True,0.49253418688269657,0.9800898453785978,3,3,[2.20992008 3.09087418] [1.02786096 5.03435464] [1.04387139 0.00252368],[3.05418441e-02 4.80062492e-01 5.35755104e-04 4.88859908e-01 7.97559197e-11 1.27609453e-17],[[0.25488625 0.28563611]  [0.28563611 4.92280029]] [[ 0.79014616 -0.01384507]  [-0.01384507  0.66647035]] [[ 0.80416718 -0.05325021]  [-0.05325021  0.72082475]],3,"{0: 20, 1: 988, 2: 0, 3: 992, 4: 0, 5: 0}",0,0,0
1.6e-07,5,500,3000,6,True,0.4916466171653464,1.0,2,2,[ 1.09992479 -0.00420165] [1.10022351 4.99070272],[5.39996476e-04 4.97997462e-01 5.01462542e-01 7.98405208e-11 1.27744816e-17 2.04391676e-24],[[ 0.71977926 -0.02312845]  [-0.02312845  0.75280913]] [[ 0.71693811 -0.02260869]  [-0.02260869  0.7964493 ]],2,"{0: 0, 1: 996, 2: 1004, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,6,500,3000,6,True,0.4956255709941702,0.9960020000397639,2,2,[ 1.09482460e+00 -1.03910371e-03] [1.08900427 4.99385898],[5.34104746e-04 5.01947246e-01 5.33235248e-04 5.34275326e-04 4.96451139e-01 7.96797975e-11],[[0.71903463 0.04346573]  [0.04346573 0.7850806 ]] [[0.71443431 0.043612  ]  [0.043612   0.74053612]],2,"{0: 0, 1: 1004, 2: 0, 3: 0, 4: 996, 5: 0}",0,0,0
1.6e-07,7,500,3000,6,True,0.4996245306633292,1.0,2,2,[1.08865777 4.88249637] [ 1.0906496  -0.11115107],[5.00146004e-01 4.99853996e-01 7.98801481e-11 1.27808222e-17 2.04493128e-24 3.27188957e-31],[[0.65735729 0.02931908]  [0.02931908 0.67900504]] [[0.65877669 0.02979839]  [0.02979839 0.6812659 ]],2,"{0: 1000, 1: 1000, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
1.6e-07,8,500,3000,6,True,0.30998325123968085,0.4511388492422037,5,5,[1.6385547  4.43434165] [0.42417214 0.32502454] [1.96099898 0.01205189] [ 1.18636794 -0.42309189] [0.73821841 5.29527619],[0.17817236 0.21294166 0.00053742 0.12558382 0.1623632  0.32040154],[[0.60598167 0.23997934]  [0.23997934 0.5569606 ]] [[0.46080507 0.18714197]  [0.18714197 0.77774303]] [[ 0.49319632 -0.07958408]  [-0.07958408  0.49300763]] [[0.21672883 0.05349331]  [0.05349331 0.81192775]] [[0.57136481 0.10373594]  [0.10373594 0.66286646]],5,"{0: 356, 1: 452, 2: 0, 3: 214, 4: 334, 5: 644}",4,1,3
1.6e-07,9,500,3000,6,True,0.4956255709941702,0.9960020000397639,2,2,[1.10407232 0.00893852] [1.11931946 5.00075901],[5.35351094e-04 5.01349933e-01 4.98114716e-01 7.98399870e-11 1.27743962e-17 2.04390310e-24],[[ 0.71241772 -0.07602529]  [-0.07602529  0.83823274]] [[ 0.69534299 -0.07698849]  [-0.07698849  0.80869143]],2,"{0: 0, 1: 1004, 2: 996, 3: 0, 4: 0, 5: 0}",0,0,0
