Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits
1,2,250,1000,6,True,0.7347092193392649,4,4,[1.01010221 0.80070188] [3.98064494 3.8443269 ] [3.98562604 0.84989958] [0.98600342 3.77891355],[0.21391342 0.27563105 0.00106916 0.24788091 0.00106446 0.260441  ],[[0.71175433 0.13969301]  [0.13969301 0.61834865]] [[0.90400775 0.09261541]  [0.09261541 0.77723693]] [[0.91685154 0.09756702]  [0.09756702 0.60176929]] [[0.74772548 0.09801707]  [0.09801707 0.98769181]],6,"{0: 223, 1: 268, 2: 0, 3: 246, 4: 0, 5: 263}",2,1,1
1,3,250,1000,6,True,0.7845925013818739,4,4,[3.80083526 4.03748505] [3.75933582 1.08211531] [0.85457059 4.04468991] [0.7879073  1.03244303],[0.25914177 0.28743598 0.00107005 0.23774151 0.21409905 0.00051165],[[0.94688355 0.23888419]  [0.23888419 0.70470766]] [[1.0229096  0.17736515]  [0.17736515 0.83103952]] [[0.73520396 0.2165122 ]  [0.2165122  0.83302876]] [[0.59417621 0.19647722]  [0.19647722 0.73254284]],5,"{0: 255, 1: 282, 2: 0, 3: 241, 4: 222, 5: 0}",2,1,1
1,4,250,1000,6,True,0.7962565531545466,4,4,[0.95627296 0.95583294] [3.98647755 3.97423982] [0.94297586 3.92593047] [3.97160452 0.97254437],[2.42702310e-01 2.57629672e-01 2.47850293e-01 2.51048414e-01 5.14700938e-04 2.54610635e-04],[[0.67503448 0.16341114]  [0.16341114 0.78435294]] [[0.73900873 0.16636915]  [0.16636915 0.83880034]] [[0.64252611 0.14543241]  [0.14543241 0.84357102]] [[0.76486301 0.15082091]  [0.15082091 0.77709201]],4,"{0: 243, 1: 258, 2: 249, 3: 250, 4: 0, 5: 0}",2,1,1
1,5,250,1000,6,True,0.7922292596893383,4,4,[4.07282031 3.92918547] [1.08936981 0.94780801] [1.08536442 3.92469089] [4.06818903 0.96202366],[2.50724767e-01 2.58111195e-01 2.68859283e-01 2.21535484e-01 5.14704086e-04 2.54567145e-04],[[0.59371205 0.01989923]  [0.01989923 0.87135864]] [[0.80900341 0.02897433]  [0.02897433 0.68864084]] [[0.73270133 0.00781457]  [0.00781457 0.78943479]] [[0.56591912 0.00393541]  [0.00393541 0.68746844]],4,"{0: 249, 1: 257, 2: 269, 3: 225, 4: 0, 5: 0}",2,1,1
1,6,250,1000,6,True,0.756691676255006,4,4,[3.95580765 4.01947061] [0.97805579 4.00192457] [3.95487835 1.04764203] [0.97796138 1.04081871],[0.2600063  0.001075   0.2366616  0.25080112 0.00106362 0.25039236],[[0.94781562 0.0471285 ]  [0.0471285  0.74487675]] [[0.80215207 0.02579852]  [0.02579852 0.6929637 ]] [[0.93679484 0.04430952]  [0.04430952 0.71433108]] [[0.93369854 0.06307168]  [0.06307168 0.78325993]],6,"{0: 253, 1: 0, 2: 241, 3: 250, 4: 0, 5: 256}",2,1,1
1,7,250,1000,6,True,0.8441204878839599,4,4,[1.15208686 0.98896474] [4.16488123 3.95419405] [1.17164338 3.96652596] [4.14148252 0.9723929 ],[2.56680367e-01 2.47254063e-01 2.45187854e-01 2.50108031e-01 5.14996699e-04 2.54688341e-04],[[0.68423265 0.07918438]  [0.07918438 0.71610555]] [[0.68507746 0.09989499]  [0.09989499 0.6607021 ]] [[0.686642   0.06721581]  [0.06721581 0.62566752]] [[0.6720153  0.07316054]  [0.07316054 0.68553673]],4,"{0: 257, 1: 249, 2: 244, 3: 250, 4: 0, 5: 0}",2,1,1
1,8,250,1000,6,True,0.7842167821225817,4,4,[0.95577508 4.03942234] [3.93558471 1.06177011] [3.94925431 4.02664066] [0.94964055 1.0895869 ],[2.35828182e-01 2.54812934e-01 2.57860724e-01 2.50728192e-01 5.15187942e-04 2.54779977e-04],[[0.65665322 0.04186343]  [0.04186343 0.8330355 ]] [[0.76128962 0.06702514]  [0.06702514 0.86817217]] [[0.7923471  0.07087499]  [0.07087499 0.88732986]] [[0.70128606 0.076557  ]  [0.076557   0.94567124]],4,"{0: 239, 1: 252, 2: 259, 3: 250, 4: 0, 5: 0}",2,1,1
1,9,250,1000,6,True,0.7634177355009089,4,4,[1.00964512 4.21951701] [4.0289833  1.26033932] [4.00143218 4.24914854] [1.01297246 1.21175105],[2.34640478e-01 2.75657024e-01 2.19724024e-01 2.69208919e-01 5.14868417e-04 2.54686874e-04],[[0.74149334 0.06736251]  [0.06736251 0.68044363]] [[0.66638726 0.0752584 ]  [0.0752584  1.05477449]] [[0.70169407 0.10506742]  [0.10506742 0.67367746]] [[0.65276249 0.07703701]  [0.07703701 0.95007813]],4,"{0: 231, 1: 273, 2: 225, 3: 271, 4: 0, 5: 0}",2,1,1
1,10,250,1000,6,True,0.7817479898782322,4,4,[3.98197221 1.04807417] [1.01298777 1.0670839 ] [3.98583535 4.01629575] [1.01618064 4.02618426],[0.00107688 0.25879362 0.22409577 0.29039446 0.00106465 0.22457462],[[0.90886533 0.00449074]  [0.00449074 0.6742316 ]] [[ 0.61328837 -0.00363239]  [-0.00363239  0.73838076]] [[0.98841647 0.02138459]  [0.02138459 0.85804982]] [[ 0.57101296 -0.03233098]  [-0.03233098  0.78631517]],6,"{0: 0, 1: 254, 2: 228, 3: 284, 4: 0, 5: 234}",2,1,1
1,11,250,1000,6,True,0.8006503526187358,4,4,[4.05118245 3.91183164] [1.01823993 0.91584416] [1.06672547 3.9172509 ] [4.01456764 0.92331296],[2.42048175e-01 2.48501048e-01 2.77581431e-01 2.31099838e-01 5.14868628e-04 2.54640172e-04],[[0.60949627 0.08717157]  [0.08717157 0.78776641]] [[0.74307058 0.04960652]  [0.04960652 0.60952163]] [[0.85845284 0.03265016]  [0.03265016 0.7712351 ]] [[0.60641676 0.05835335]  [0.05835335 0.67031807]],4,"{0: 243, 1: 249, 2: 275, 3: 233, 4: 0, 5: 0}",2,1,1
1,12,250,1000,6,True,0.7939540934750948,4,4,[3.8603182  3.96453506] [0.8953974  0.98831314] [0.89000346 3.99570743] [3.8637085  0.95081804],[0.28446637 0.2323909  0.00106881 0.23094145 0.25062087 0.0005116 ],[[ 0.89382258 -0.04673783]  [-0.04673783  0.82775517]] [[ 0.62720109 -0.0477526 ]  [-0.0477526   0.64809882]] [[ 0.5900193  -0.06697227]  [-0.06697227  0.67483362]] [[ 0.83445205 -0.05896479]  [-0.05896479  0.59547186]],5,"{0: 277, 1: 234, 2: 0, 3: 234, 4: 255, 5: 0}",2,1,1
1,13,250,1000,6,True,0.7517998813725025,4,4,[1.02139648 3.97394295] [3.91107136 0.96518157] [4.00077459 4.05110585] [0.98764581 1.01760019],[2.66660365e-01 2.81811152e-01 2.15684086e-01 2.35075206e-01 5.14640744e-04 2.54550345e-04],[[0.90522728 0.23732971]  [0.23732971 0.8691434 ]] [[1.0167072  0.37675634]  [0.37675634 1.11160735]] [[0.67215097 0.25879358]  [0.25879358 0.6656963 ]] [[0.80144157 0.30176051]  [0.30176051 0.66710513]],4,"{0: 258, 1: 275, 2: 222, 3: 245, 4: 0, 5: 0}",2,1,1
1,14,250,1000,6,True,0.8226805739466848,4,4,[3.81023403 1.00081395] [0.94558604 3.98797557] [0.83990682 1.01803934] [3.9262261  3.98245879],[0.26811022 0.24717053 0.24012687 0.00106473 0.24301679 0.00051086],[[0.76124444 0.06812284]  [0.06812284 0.85069217]] [[0.63948179 0.04353546]  [0.04353546 0.77557646]] [[0.56457445 0.09593011]  [0.09593011 0.84712467]] [[0.64125776 0.05651243]  [0.05651243 0.76926355]],5,"{0: 264, 1: 248, 2: 242, 3: 0, 4: 246, 5: 0}",2,1,1
1,15,250,1000,6,True,0.7786802500801154,4,4,[0.82885987 3.8883464 ] [3.756442   0.97556766] [3.78736341 3.95101678] [0.79687647 0.91896973],[2.40528511e-01 2.66294926e-01 2.82272534e-01 2.10134589e-01 5.14840099e-04 2.54599182e-04],[[0.71981688 0.00695351]  [0.00695351 0.75718544]] [[1.09508806 0.02262442]  [0.02262442 0.59084373]] [[1.0315967  0.03178846]  [0.03178846 0.72196658]] [[0.75679867 0.03510743]  [0.03510743 0.55705814]],4,"{0: 241, 1: 263, 2: 284, 3: 212, 4: 0, 5: 0}",2,1,1
1,16,250,1000,6,True,0.8035084467796608,4,4,[0.99462044 1.04043198] [4.02764758 4.0070982 ] [3.97599571 1.04525402] [1.06235298 4.03010061],[0.00107459 0.00107497 0.23615174 0.25062256 0.25983415 0.25124199],[[0.67720782 0.13660144]  [0.13660144 0.74164477]] [[0.79525563 0.15307793]  [0.15307793 0.76149615]] [[0.84027392 0.11263893]  [0.11263893 0.75586447]] [[0.81354947 0.13638336]  [0.13638336 0.78914942]],6,"{0: 0, 1: 0, 2: 237, 3: 250, 4: 262, 5: 251}",2,1,1
1,17,250,1000,6,True,0.8200000694773649,5,4,[4.06112154 1.08143266] [0.08654013 1.95829444] [1.07904436 1.06491423] [1.06069374 4.03571717] [4.04313656 4.0620374 ],[0.24860126 0.00427858 0.23705368 0.25744828 0.25210559 0.00051262],[[0.72444422 0.09950478]  [0.09950478 0.80165618]] [[4.51337962 0.98512202]  [0.98512202 2.06183815]] [[0.66861178 0.10186336]  [0.10186336 0.7349469 ]] [[0.63738552 0.06958757]  [0.06958757 0.88713755]] [[0.65240105 0.10417855]  [0.10417855 0.86017276]],5,"{0: 250, 1: 2, 2: 240, 3: 252, 4: 256, 5: 0}",4,1,3
1,18,250,1000,6,True,0.752274448258639,4,4,[1.06543923 3.90022401] [4.11195407 1.061638  ] [4.07890103 4.00942985] [1.09824192 0.95340723],[0.26893492 0.25190974 0.22406726 0.00106616 0.00106154 0.25296036],[[0.93227996 0.09220596]  [0.09220596 0.91215291]] [[0.70843038 0.08040755]  [0.08040755 0.94201342]] [[0.68686909 0.09312318]  [0.09312318 0.74767236]] [[0.88704028 0.12051404]  [0.12051404 0.85492409]],6,"{0: 270, 1: 249, 2: 224, 3: 0, 4: 0, 5: 257}",2,1,1
1,19,250,1000,6,True,0.8106399846818904,4,4,[1.09323729 4.06958981] [1.05035226 1.08680281] [4.05877994 4.08293314] [4.0207945  1.10906252],[0.00107432 0.2561721  0.25584768 0.23378991 0.25260365 0.00051234],[[0.83873698 0.11522264]  [0.11522264 0.6866687 ]] [[0.77730321 0.13470341]  [0.13470341 0.73652046]] [[0.7106065  0.13328819]  [0.13328819 0.66796563]] [[0.74679444 0.10976413]  [0.10976413 0.76021607]],5,"{0: 0, 1: 255, 2: 260, 3: 235, 4: 250, 5: 0}",2,1,1
10,0,250,1000,6,True,0.7865709147859277,4,4,[3.99854076 1.06054318] [0.9893241  4.01150562] [1.01108318 1.01924898] [3.98100115 4.07511672],[0.24738958 0.255612   0.22850144 0.26667256 0.00095888 0.00086554],[[0.83335593 0.07512834]  [0.07512834 0.71985892]] [[0.71241323 0.06916427]  [0.06916427 0.81552286]] [[0.74148752 0.09815952]  [0.09815952 0.59290259]] [[0.85641694 0.10657427]  [0.10657427 0.85095643]],4,"{0: 250, 1: 249, 2: 234, 3: 267, 4: 0, 5: 0}",2,1,1
10,1,250,1000,6,True,0.8774953333084698,5,4,[1.05428067 1.04973208] [2.45972334 5.02884341] [4.04276837 1.0516804 ] [4.05197008 4.04959898] [1.06031753 4.04715134],[0.25355568 0.00107094 0.00572117 0.25280371 0.24188695 0.24496155],[[0.57157468 0.12112126]  [0.12112126 0.69627731]] [[ 1.8113166  -0.1086588 ]  [-0.1086588   4.00635838]] [[0.56521431 0.11476429]  [0.11476429 0.70622041]] [[0.55791135 0.12499091]  [0.12499091 0.60837745]] [[0.56465046 0.09283746]  [0.09283746 0.63908199]],6,"{0: 248, 1: 0, 2: 3, 3: 250, 4: 249, 5: 250}",4,3,1
10,2,250,1000,6,True,0.7347092193392649,4,4,[1.01012534 0.80049918] [3.98095089 3.84431738] [3.985655   0.84989252] [0.98627654 3.77868747],[0.21385691 0.2755529  0.00106909 0.24786909 0.00106562 0.26058639],[[0.71178771 0.13970233]  [0.13970233 0.61814411]] [[0.90361075 0.09263206]  [0.09263206 0.77720989]] [[0.91681755 0.09757269]  [0.09757269 0.60176802]] [[0.74800519 0.09803611]  [0.09803611 0.98803084]],6,"{0: 223, 1: 268, 2: 0, 3: 246, 4: 0, 5: 263}",2,1,1
10,3,250,1000,6,True,0.7845925013818739,4,4,[3.80102765 4.0381449 ] [3.75880245 1.08274674] [0.85460039 4.04477104] [0.78744676 1.03238691],[0.25888317 0.2874734  0.00106958 0.23763467 0.21398104 0.00095815],[[0.94678495 0.23869398]  [0.23869398 0.70394083]] [[1.02354878 0.1771442 ]  [0.1771442  0.8317293 ]] [[0.73522563 0.2164856 ]  [0.2164856  0.83294359]] [[0.59373853 0.19632566]  [0.19632566 0.73258309]],5,"{0: 255, 1: 282, 2: 0, 3: 241, 4: 222, 5: 0}",2,1,1
10,4,250,1000,6,True,0.7962565531545466,4,4,[0.95563054 0.95593975] [3.98650542 3.97518042] [0.94284625 3.92600828] [3.97090078 0.97323469],[0.24231888 0.25719853 0.24757837 0.25108043 0.00095803 0.00086576],[[0.67420786 0.16366467]  [0.16366467 0.78438431]] [[0.73898723 0.16636189]  [0.16636189 0.83765219]] [[0.64253806 0.14557974]  [0.14557974 0.84356461]] [[0.76590675 0.15106691]  [0.15106691 0.77809862]],4,"{0: 243, 1: 258, 2: 249, 3: 250, 4: 0, 5: 0}",2,1,1
10,5,250,1000,6,True,0.7898593998072818,4,4,[4.07329846 3.92931464] [1.08910755 0.94669853] [1.08577306 3.92369452] [4.06805776 0.96209039],[0.25034934 0.25760557 0.26883441 0.22138572 0.00095876 0.00086619],[[0.59314472 0.01992409]  [0.01992409 0.87121467]] [[0.80876703 0.02890445]  [0.02890445 0.68739814]] [[0.73325701 0.00790555]  [0.00790555 0.79076628]] [[0.56612701 0.00394578]  [0.00394578 0.68754616]],4,"{0: 249, 1: 256, 2: 270, 3: 225, 4: 0, 5: 0}",2,1,1
10,6,250,1000,6,True,0.756691676255006,4,4,[3.95584364 4.01956031] [0.97810102 4.00219554] [3.95554739 1.04778314] [0.97859815 1.04104372],[0.25995771 0.0010736  0.23660411 0.25069456 0.00106373 0.2506063 ],[[0.94777727 0.0471199 ]  [0.0471199  0.74478295]] [[0.80214783 0.02576498]  [0.02576498 0.69263561]] [[0.93599149 0.04422677]  [0.04422677 0.714433  ]] [[0.93444739 0.06298028]  [0.06298028 0.7835605 ]],6,"{0: 253, 1: 0, 2: 241, 3: 250, 4: 0, 5: 256}",2,1,1
10,7,250,1000,6,True,0.8441204878839599,4,4,[1.15165321 0.98888781] [4.1649647  3.95477138] [1.17159768 3.96656313] [4.14113828 0.97286763],[0.25632987 0.24689806 0.24492482 0.25002065 0.00096067 0.00086594],[[0.68374555 0.07910591]  [0.07910591 0.71609618]] [[0.68506332 0.09979695]  [0.09979695 0.6600411 ]] [[0.68660302 0.06720143]  [0.06720143 0.62564121]] [[0.67243021 0.07310494]  [0.07310494 0.68610554]],4,"{0: 257, 1: 249, 2: 244, 3: 250, 4: 0, 5: 0}",2,1,1
10,8,250,1000,6,True,0.7819028041228405,4,4,[0.95589023 4.04096341] [3.9359459  1.06167866] [3.94940767 4.02665353] [0.94979625 1.09100837],[0.2353258  0.25446573 0.25758429 0.25079678 0.0009606  0.0008668 ],[[0.6566468  0.04171736]  [0.04171736 0.83131603]] [[0.76082983 0.06694764]  [0.06694764 0.86794981]] [[0.79222044 0.07080208]  [0.07080208 0.88736309]] [[0.70158778 0.07629741]  [0.07629741 0.94754343]],4,"{0: 238, 1: 252, 2: 259, 3: 251, 4: 0, 5: 0}",2,1,1
10,9,250,1000,6,True,0.751773737003539,5,4,[1.0276604  4.22161836] [4.03491981 1.26227953] [4.00385296 4.25328157] [1.02838032 1.21235009] [5.26127237 2.55841647],[0.23744582 0.27106082 0.21447798 0.27206835 0.00098429 0.00396275],[[0.76128964 0.06990076]  [0.06990076 0.67874541]] [[0.59774866 0.07962483]  [0.07962483 1.06505582]] [[0.62558573 0.11741868]  [0.11741868 0.67351785]] [[0.6696377  0.07795142]  [0.07795142 0.94749291]] [[ 4.20222645e+00 -2.68545016e-03]  [-2.68545016e-03  1.85968709e+00]],5,"{0: 232, 1: 269, 2: 222, 3: 275, 4: 0, 5: 2}",2,1,1
10,10,250,1000,6,True,0.7817479898782322,4,4,[3.982003   1.04808202] [1.01302462 1.06685068] [3.98608998 4.01631199] [1.01637285 4.02595248],[0.00107821 0.25876182 0.22404743 0.29033772 0.00106478 0.22471004],[[0.90881187 0.00447169]  [0.00447169 0.6742341 ]] [[ 0.61331639 -0.00362735]  [-0.00362735  0.73810487]] [[0.98805958 0.0213598 ]  [0.0213598  0.8580483 ]] [[ 0.57120771 -0.03232463]  [-0.03232463  0.78656699]],6,"{0: 0, 1: 254, 2: 228, 3: 284, 4: 0, 5: 234}",2,1,1
10,11,250,1000,6,True,0.8006503526187358,4,4,[4.05091171 3.91275614] [1.01793604 0.91583639] [1.06649755 3.91741196] [4.01459371 0.92414165],[0.24165578 0.24819065 0.27725063 0.2310773  0.00095958 0.00086606],[[0.60954272 0.08755728]  [0.08755728 0.78649823]] [[0.74267391 0.04962091]  [0.04962091 0.6095082 ]] [[0.85823635 0.03281387]  [0.03281387 0.77119246]] [[0.60672705 0.05872898]  [0.05872898 0.67133559]],4,"{0: 243, 1: 249, 2: 275, 3: 233, 4: 0, 5: 0}",2,1,1
10,12,250,1000,6,True,0.7939540934750948,4,4,[3.86045015 3.96462827] [0.89533724 0.9882666 ] [0.89006784 3.99570516] [3.86369662 0.95084835],[0.28428611 0.23226204 0.00106916 0.23086274 0.25056326 0.00095669],[[ 0.89365524 -0.04673711]  [-0.04673711  0.82762551]] [[ 0.62714688 -0.04776081]  [-0.04776081  0.64804943]] [[ 0.59008778 -0.06695467]  [-0.06695467  0.67487856]] [[ 0.83449216 -0.0589445 ]  [-0.0589445   0.59551395]],5,"{0: 277, 1: 234, 2: 0, 3: 234, 4: 255, 5: 0}",2,1,1
10,13,250,1000,6,True,0.7606212503752382,6,5,[1.00406415 3.97114731] [4.0377416  1.03237944] [4.00235622 4.05082314] [1.85946107 0.48034351] [1.21932256 4.5297564 ] [0.93885226 1.03602665],[0.26143005 0.26213604 0.2184487  0.03918533 0.00286757 0.2159323 ],[[0.88206189 0.27202325]  [0.27202325 0.82154627]] [[0.77035184 0.19483396]  [0.19483396 0.98002544]] [[0.70361159 0.25363098]  [0.25363098 0.66003943]] [[0.50722324 0.28410941]  [0.28410941 1.73204173]] [[ 2.32604779 -1.9350034 ]  [-1.9350034   4.32703289]] [[0.79052297 0.32212111]  [0.32212111 0.62166411]],6,"{0: 255, 1: 262, 2: 227, 3: 15, 4: 1, 5: 240}",5,2,3
10,14,250,1000,6,True,0.8226805739466848,4,4,[3.81036669 1.00044547] [0.94549976 3.9888104 ] [0.83998544 1.01889657] [3.9261089  3.98216125],[0.26789247 0.24688603 0.24016129 0.00106441 0.24303916 0.00095664],[[0.76110772 0.06817702]  [0.06817702 0.85025253]] [[0.63936401 0.04349805]  [0.04349805 0.77464593]] [[0.56466763 0.09594173]  [0.09594173 0.84817768]] [[0.64139767 0.05656893]  [0.05656893 0.76957771]],5,"{0: 264, 1: 248, 2: 242, 3: 0, 4: 246, 5: 0}",2,1,1
10,15,250,1000,6,True,0.7786802500801154,4,4,[0.82964723 3.8886597 ] [3.75670623 0.97500411] [3.78837786 3.95057645] [0.79705597 0.91914661],[0.2403872  0.26587205 0.28189703 0.21001659 0.00095955 0.00086758],[[0.72069    0.0070779 ]  [0.0070779  0.75685064]] [[1.0947882  0.02266412]  [0.02266412 0.59023602]] [[1.03034384 0.03175479]  [0.03175479 0.72254623]] [[0.75697629 0.03515185]  [0.03515185 0.55723705]],4,"{0: 241, 1: 263, 2: 284, 3: 212, 4: 0, 5: 0}",2,1,1
10,16,250,1000,6,True,0.8035084467796608,4,4,[0.9945912  1.04038019] [4.02775995 4.00716283] [3.97596307 1.04532371] [1.06246105 4.03006039],[0.0010745  0.00107552 0.23612468 0.25058065 0.25984685 0.25129781],[[0.67717406 0.13659411]  [0.13659411 0.7415925 ]] [[0.79513054 0.15307945]  [0.15307945 0.76140385]] [[0.84031186 0.11262481]  [0.11262481 0.7559375 ]] [[0.81368039 0.13639224]  [0.13639224 0.78920861]],6,"{0: 0, 1: 0, 2: 237, 3: 250, 4: 262, 5: 251}",2,1,1
10,17,250,1000,6,True,0.8200000694773649,5,4,[4.06105398 1.08121124] [0.09040729 1.95866295] [1.07895051 1.06481227] [1.06064405 4.03570901] [4.04312834 4.06187351],[0.2484513  0.004302   0.23689928 0.25732217 0.25206556 0.00095967],[[0.72450079 0.09948906]  [0.09948906 0.80140904]] [[4.51042168 0.98543367]  [0.98543367 2.06202727]] [[0.66830366 0.10177344]  [0.10177344 0.73481807]] [[0.63723314 0.06954208]  [0.06954208 0.887154  ]] [[0.65245414 0.10412787]  [0.10412787 0.86040122]],5,"{0: 250, 1: 2, 2: 240, 3: 252, 4: 256, 5: 0}",4,1,3
10,18,250,1000,6,True,0.752274448258639,4,4,[1.06531781 3.90084583] [4.11204503 1.06151495] [4.07877422 4.00930256] [1.09831597 0.95400158],[0.26877263 0.25184784 0.22408916 0.0010663  0.00106176 0.2531623 ],[[0.93206043 0.09219946]  [0.09219946 0.91140323]] [[0.70834342 0.08043662]  [0.08043662 0.94186915]] [[0.68699368 0.0931547 ]  [0.0931547  0.74780578]] [[0.88723056 0.12049046]  [0.12049046 0.85555626]],6,"{0: 270, 1: 249, 2: 224, 3: 0, 4: 0, 5: 257}",2,1,1
10,19,250,1000,6,True,0.8106399846818904,4,4,[1.09292184 4.06962567] [1.05014472 1.08679252] [4.05853511 4.08310347] [4.02063696 1.10918339],[0.00107326 0.25598958 0.25569531 0.23370896 0.25257454 0.00095834],[[0.83836683 0.11522219]  [0.11522219 0.68664907]] [[0.77706061 0.1346753 ]  [0.1346753  0.73656507]] [[0.71092356 0.13324209]  [0.13324209 0.6677702 ]] [[0.74695752 0.10974129]  [0.10974129 0.76034346]],5,"{0: 0, 1: 255, 2: 260, 3: 235, 4: 250, 5: 0}",2,1,1
100,0,250,1000,6,True,0.7865709147859277,4,4,[3.99881538 1.05956086] [0.98826853 4.01157267] [1.01127104 1.01931379] [3.97987825 4.0740841 ],[0.24700126 0.25525659 0.2284736  0.26717788 0.00105116 0.00103951],[[0.83305602 0.07522561]  [0.07522561 0.71879618]] [[0.71121164 0.0691283 ]  [0.0691283  0.81541259]] [[0.74168001 0.09816879]  [0.09816879 0.59293097]] [[0.85779411 0.10662864]  [0.10662864 0.85226063]],6,"{0: 250, 1: 249, 2: 234, 3: 267, 4: 0, 5: 0}",2,1,1
100,1,250,1000,6,True,0.8774953333084698,5,4,[1.05419614 1.04921827] [2.46132892 5.03159748] [4.042688   1.05155991] [4.05209816 4.04952935] [1.06052473 4.04674393],[0.2532797  0.00107027 0.0056779  0.25272627 0.24189869 0.24534717],[[0.57146822 0.12110151]  [0.12110151 0.69558597]] [[ 1.81008696 -0.10756962]  [-0.10756962  4.01438836]] [[0.56530727 0.11476519]  [0.11476519 0.70608758]] [[0.55775907 0.12495178]  [0.12495178 0.60856835]] [[0.56492858 0.09283779]  [0.09283779 0.63991228]],6,"{0: 248, 1: 0, 2: 3, 3: 250, 4: 249, 5: 250}",4,3,1
100,2,250,1000,6,True,0.7347092193392649,4,4,[1.00949587 0.7991394 ] [3.98306159 3.8445191 ] [3.984942   0.85008688] [0.9881903  3.77715973],[0.2133134  0.27494059 0.00106857 0.24798403 0.00106477 0.26162865],[[0.71115081 0.13986174]  [0.13986174 0.61677498]] [[0.90094989 0.09281836]  [0.09281836 0.77654388]] [[0.91775306 0.09767383]  [0.09767383 0.60208317]] [[0.75004867 0.09827578]  [0.09827578 0.99046323]],6,"{0: 223, 1: 268, 2: 0, 3: 246, 4: 0, 5: 263}",2,1,1
100,3,250,1000,6,True,0.7845925013818739,4,4,[3.80185355 4.03855255] [3.75979495 1.08305665] [0.8553207  4.04539931] [0.78830547 1.03308427],[0.25849214 0.28718954 0.00106927 0.23767208 0.21452306 0.00105392],[[0.94573634 0.23857654]  [0.23857654 0.70340288]] [[1.02211722 0.17711218]  [0.17711218 0.83207235]] [[0.73591382 0.21637079]  [0.21637079 0.83211115]] [[0.59469311 0.19638897]  [0.19638897 0.73342838]],6,"{0: 255, 1: 282, 2: 0, 3: 241, 4: 222, 5: 0}",2,1,1
100,4,250,1000,6,True,0.7962565531545466,4,4,[0.95690101 0.95529922] [3.98724733 3.97521509] [0.94358876 3.92557149] [3.97250363 0.97342592],[0.24266332 0.2573001  0.24800724 0.00106458 0.00106034 0.24990442],[[0.67597739 0.1630666 ]  [0.1630666  0.78395905]] [[0.73798016 0.16614681]  [0.16614681 0.83782102]] [[0.64308796 0.14519552]  [0.14519552 0.84391408]] [[0.76372549 0.15060116]  [0.15060116 0.77801753]],6,"{0: 243, 1: 258, 2: 249, 3: 0, 4: 0, 5: 250}",2,1,1
100,5,250,1000,6,True,0.7898593998072818,4,4,[4.07368122 3.93066169] [1.08835476 0.94572418] [1.08618877 3.92276076] [4.06745314 0.96338071],[0.24987335 0.25716082 0.26897889 0.22189361 0.00105183 0.0010415 ],[[0.5926301  0.01998224]  [0.01998224 0.86949792]] [[0.80783359 0.02881324]  [0.02881324 0.68632029]] [[0.73377578 0.0079383 ]  [0.0079383  0.79197884]] [[0.56689887 0.00396799]  [0.00396799 0.68890776]],6,"{0: 249, 1: 256, 2: 270, 3: 225, 4: 0, 5: 0}",2,1,1
100,6,250,1000,6,True,0.7589479180536217,4,4,[3.95629962 4.0200437 ] [0.97855954 4.00356504] [3.95897987 1.04850713] [0.9818235  1.04215143],[0.25959311 0.00107457 0.23631205 0.25013409 0.00106455 0.25182162],[[0.94723883 0.04703413]  [0.04703413 0.74430145]] [[0.80236055 0.02557069]  [0.02557069 0.69094407]] [[0.93183982 0.04377292]  [0.04377292 0.71493544]] [[0.93821397 0.062476  ]  [0.062476   0.78504679]],6,"{0: 253, 1: 0, 2: 241, 3: 249, 4: 0, 5: 257}",2,1,1
100,7,250,1000,6,True,0.8441748116673143,4,4,[1.15089301 0.98872396] [4.16508343 3.9557219 ] [1.17164003 3.9664338 ] [4.14034547 0.97382429],[0.25598468 0.24658083 0.2448754  0.25046622 0.00105259 0.00104028],[[0.68282435 0.07906403]  [0.07906403 0.71597523]] [[0.6850066  0.09970563]  [0.09970563 0.65891619]] [[0.68667351 0.06719257]  [0.06719257 0.62580224]] [[0.67336707 0.0729939 ]  [0.0729939  0.68723039]],6,"{0: 257, 1: 248, 2: 244, 3: 251, 4: 0, 5: 0}",2,1,1
100,8,250,1000,6,True,0.7819028041228405,4,4,[0.9560151  4.04455038] [3.93675005 1.06129659] [3.94937848 4.02625775] [0.95035013 1.09455951],[0.23453341 0.25409536 0.25758692 0.25168854 0.0010542  0.00104157],[[0.65644343 0.0413553 ]  [0.0413553  0.82729582]] [[0.7597545  0.06673371]  [0.06673371 0.86718972]] [[0.79230771 0.0707356 ]  [0.0707356  0.88785033]] [[0.70242579 0.07577678]  [0.07577678 0.95210539]],6,"{0: 238, 1: 252, 2: 259, 3: 251, 4: 0, 5: 0}",2,1,1
