Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,NumCats,Means,Weights,NumLargeWeights
0.0007716049382716049,8,250,1000,6,True,0.439808145588117,2,[-0.02519408 -0.05507198] [ 0.00727708 -0.74826215],[5.95322465e-01 2.14176346e-03 4.02534246e-01 1.52386735e-06 1.17491700e-09 9.05872786e-13],3
0.0007716049382716049,9,250,1000,6,True,0.18112780681304316,4,[-0.01884472  0.10883603] [-0.81112877 -0.22087856] [ 0.61827313 -0.52829889] [-0.29939022 -0.66868697],[2.39823602e-01 2.54751529e-01 3.31773092e-01 1.73650264e-01 1.51162596e-06 1.16547877e-09],4
0.0007716049382716049,10,250,1000,6,True,0.4398050500848723,2,[-0.18956144 -0.64283962] [-0.06942567  0.03007781],[5.88252109e-01 4.11746358e-01 1.53151556e-06 1.18081385e-09 9.10419311e-13 7.01942414e-16],2
0.0007716049382716049,11,250,1000,6,True,0.5348973141227181,2,[ 0.06162186 -0.03560558] [ 0.00943608 -0.72612018],[5.51739422e-01 4.48259045e-01 1.53211761e-06 1.18127804e-09 9.10777205e-13 7.02218354e-16],2
0.0007716049382716049,12,250,1000,6,True,0.4613321811870046,2,[0.07560222 0.03440972] [-0.06736695 -0.64781694],[4.51836123e-01 5.48162342e-01 1.53335645e-06 1.18223319e-09 9.11513640e-13 7.02786153e-16],2
0.0007716049382716049,13,250,1000,6,True,0.4722002242025456,3,[ 0.01413379 -0.0422154 ] [ 0.048894   -0.72956091] [ 0.45067952 -1.1453222 ],[5.76091717e-01 3.72936075e-01 5.09707331e-02 1.47426770e-06 1.13667517e-09 8.76387950e-13],3
0.0007716049382716049,14,250,1000,6,True,0.5174530242853181,2,[ 0.0956832 -0.6269667] [0.02230003 0.06054154],[5.75451890e-01 2.14339375e-03 4.22403191e-01 1.52456797e-06 1.17545718e-09 9.06289270e-13],3
0.0007716049382716049,15,250,1000,6,True,0.43984248178313334,2,[ 0.0513197  -0.07112602] [ 0.0084892  -0.76346639],[6.24973105e-01 2.13331966e-03 3.72892052e-01 1.52268506e-06 1.17400544e-09 9.05169964e-13],3
0.0007716049382716049,16,250,1000,6,True,0.494640589496604,2,[-0.03022588 -0.07123808] [-0.08738449 -0.76285268],[5.95097174e-01 2.13992332e-03 4.02761377e-01 1.52387571e-06 1.17492345e-09 9.05877756e-13],3
0.0007716049382716049,17,250,1000,6,True,0.5232205454386973,2,[-0.0872052  -0.69327805] [-0.0997344   0.01591546],[5.02085659e-01 4.97912807e-01 1.53279523e-06 1.18180048e-09 9.11180018e-13 7.02528927e-16],2
0.0007716049382716049,18,250,1000,6,True,0.1539854874992086,5,[-0.35512708 -0.07882749] [ 0.75076242 -0.30636306] [-0.20319635 -0.8225196 ] [-0.88501758 -0.73418204] [ 0.52586478 -0.81553218],[4.02402590e-01 2.91970312e-01 1.21430983e-01 9.39072832e-02 9.02873562e-02 1.47575662e-06],5
0.0007716049382716049,19,250,1000,6,True,0.5059875126240414,2,[-0.06099524 -0.06229653] [-0.02477037 -0.74628549],[5.95275747e-01 2.13403703e-03 4.02588691e-01 1.52386922e-06 1.17491845e-09 9.05873898e-13],3
0.004629629629629629,0,250,1000,6,True,0.44519201712562645,2,[-0.13329098 -0.57106622] [-0.01866688  0.09042517],[6.36145550e-01 3.63845260e-01 9.14792587e-06 4.21563404e-08 1.94268850e-10 8.95248156e-13],2
0.004629629629629629,1,250,1000,6,True,0.5920973456470804,3,[-0.04657154 -0.67196469] [-0.73738884  0.24174122] [-0.04594807  0.03459384],[5.50865081e-01 5.76994735e-03 2.13150484e-03 2.12107160e-03 4.39103360e-01 9.03533590e-06],5
0.004629629629629629,2,250,1000,6,True,0.3873838876825418,3,[-0.31160631 -0.04820034] [ 0.10629642 -0.72940217] [ 0.58779867 -0.04223282],[3.85957506e-01 4.95880651e-01 2.10121230e-03 2.06324038e-03 1.13988671e-01 8.71983090e-06],5
0.004629629629629629,3,250,1000,6,True,0.4139447362779713,3,[ 0.53639353 -0.61537311] [0.09836627 0.04464741] [-0.53410579 -0.67111573],[2.33331914e-01 4.72330676e-01 2.94328255e-01 9.11258904e-06 4.19934979e-08 1.93518423e-10],3
0.004629629629629629,4,250,1000,6,True,0.4613870017145513,2,[ 0.009825   -0.61021203] [0.03508692 0.08095391],[6.32632891e-01 2.13761295e-03 3.65220355e-01 9.09894583e-06 4.19306259e-08 1.93228691e-10],3
0.004629629629629629,5,250,1000,6,True,0.39328347702055405,2,[ 0.01652916 -0.10867656] [-0.02470533 -0.80030796],[6.52302139e-01 3.47688673e-01 9.14560733e-06 4.21456559e-08 1.94219612e-10 8.95021255e-13],2
0.004629629629629629,6,250,1000,6,True,0.18897313574439462,2,[ 0.00248903 -0.48516826] [-0.04853298  0.19486218],[7.95453321e-01 2.12865480e-03 2.10383493e-03 2.00305214e-01 8.93381811e-06 4.11696687e-08],4
0.004629629629629629,7,250,1000,6,True,0.35816392355484294,4,[-0.00539919 -0.6169769 ] [-0.10620312 -0.0184169 ] [-0.66178372 -0.74556115] [ 0.83319365 -0.64481704],[0.19389498 0.00214076 0.40920641 0.23118197 0.00209565 0.16148024],6
0.004629629629629629,8,250,1000,6,True,0.439808145588117,2,[-0.02519415 -0.05506973] [ 0.0072769  -0.74825948],[5.95314405e-01 2.14170916e-03 4.02534735e-01 9.10802431e-06 4.19724622e-08 1.93421485e-10],3
0.004629629629629629,9,250,1000,6,True,0.18112780681304316,4,[-0.01884372  0.10883627] [-0.8111271  -0.22087683] [ 0.61827548 -0.52829658] [-0.29938744 -0.66868713],[2.39819570e-01 2.54750828e-01 3.31769829e-01 1.73650697e-01 9.03486250e-06 4.16353111e-08],4
0.004629629629629629,10,250,1000,6,True,0.4398050500848723,2,[-0.18956187 -0.64284224] [-0.06942622  0.03007507],[5.88243609e-01 4.11747195e-01 9.15373573e-06 4.21831140e-08 1.94392230e-10 8.95816730e-13],2
0.004629629629629629,11,250,1000,6,True,0.5348973141227181,2,[ 0.06161055 -0.03560602] [ 0.00944972 -0.72612246],[5.51737007e-01 4.48253793e-01 9.15733344e-06 4.21996933e-08 1.94468633e-10 8.96168813e-13],2
0.004629629629629629,12,250,1000,6,True,0.4613321811870046,2,[0.07558844 0.03441181] [-0.06735635 -0.64782207],[4.51835394e-01 5.48155399e-01 9.16473762e-06 4.22338139e-08 1.94625871e-10 8.96893413e-13],2
0.004629629629629629,13,250,1000,6,True,0.4722002242025456,3,[ 0.01413571 -0.04219563] [ 0.04888763 -0.72954903] [ 0.45071049 -1.14532554],[5.76062646e-01 3.72960896e-01 5.09676054e-02 8.81160215e-06 4.06064615e-08 1.87126551e-10],3
0.004629629629629629,14,250,1000,6,True,0.5174530242853181,2,[ 0.09569562 -0.62696321] [0.02228235 0.06054556],[5.75452544e-01 2.14394118e-03 4.22394360e-01 9.11220980e-06 4.19917502e-08 1.93510370e-10],3
0.004629629629629629,15,250,1000,6,True,0.43984248178313334,2,[ 0.05130835 -0.07112942] [ 0.00850708 -0.76347579],[6.24976470e-01 2.13330382e-03 3.72881083e-01 9.10095525e-06 4.19398859e-08 1.93271364e-10],3
0.004629629629629629,16,250,1000,6,True,0.494640589496604,2,[-0.03022585 -0.0712376 ] [-0.08738446 -0.76285233],[5.95091972e-01 2.13991208e-03 4.02758966e-01 9.10807364e-06 4.19726896e-08 1.93422533e-10],3
0.004629629629629629,17,250,1000,6,True,0.5232205454386973,2,[-0.0872055  -0.69327687] [-0.09973414  0.01591656],[5.02083402e-01 4.97907395e-01 9.16138340e-06 4.22183567e-08 1.94554639e-10 8.96565157e-13],2
0.004629629629629629,18,250,1000,6,True,0.1539854874992086,5,[-0.35512533 -0.07882696] [ 0.75077031 -0.30635687] [-0.20319682 -0.82251969] [-0.885015   -0.73418103] [ 0.52586579 -0.81553046],[4.02400064e-01 2.91962691e-01 1.21430520e-01 9.39075443e-02 9.02903594e-02 8.82050008e-06],5
0.004629629629629629,19,250,1000,6,True,0.5059875126240414,2,[-0.06099195 -0.06231661] [-0.02477263 -0.74630437],[5.95299864e-01 2.13401955e-03 4.02556966e-01 9.10802838e-06 4.19724810e-08 1.93421571e-10],3
0.027777777777777776,0,250,1000,6,True,0.44519201712562645,2,[-0.13328603 -0.57104445] [-0.01866597  0.09044223],[6.36146521e-01 3.63798339e-01 5.36488830e-05 1.44996981e-06 3.91883733e-08 1.05914522e-09],2
0.027777777777777776,1,250,1000,6,True,0.5920973456470804,3,[-0.0465729  -0.67197036] [-0.73739764  0.24173015] [-0.04594695  0.03458855],[5.50832440e-01 5.76927054e-03 2.13141177e-03 2.12098025e-03 4.39092908e-01 5.29887669e-05],5
0.027777777777777776,2,250,1000,6,True,0.3873838876825418,3,[-0.31176381 -0.04821914] [ 0.10636109 -0.72943318] [ 0.58766496 -0.04228412],[3.85912858e-01 4.95817003e-01 2.10115675e-03 2.06322200e-03 1.14054619e-01 5.11408320e-05],5
0.027777777777777776,3,250,1000,6,True,0.4139447362779713,3,[ 0.53638594 -0.61536936] [0.09834158 0.04463566] [-0.53412866 -0.67114872],[2.33328435e-01 4.72328539e-01 2.94288101e-01 5.34416646e-05 1.44436931e-06 3.90370085e-08],3
0.027777777777777776,4,250,1000,6,True,0.4613870017145513,2,[ 0.00982755 -0.61013663] [0.03508948 0.08101396],[6.32704750e-01 2.13751117e-03 3.65102896e-01 5.33615360e-05 1.44220368e-06 3.89784777e-08],3
0.027777777777777776,5,250,1000,6,True,0.39328347702055405,2,[ 0.01652836 -0.10867186] [-0.02470301 -0.80030295],[6.52265041e-01 3.47679834e-01 5.36353198e-05 1.44960324e-06 3.91784659e-08 1.05887746e-09],2
0.027777777777777776,6,250,1000,6,True,0.18897313574439462,2,[ 0.00258042 -0.48574699] [-0.04868114  0.19438227],[7.94594789e-01 2.12793579e-03 2.10394206e-03 2.01119517e-01 5.23996496e-05 1.41620675e-06],4
0.027777777777777776,7,250,1000,6,True,0.35816392355484294,4,[-0.00540115 -0.6169698 ] [-0.10622257 -0.01840556] [-0.66180719 -0.7455542 ] [ 0.83318012 -0.64479051],[0.19390332 0.00214076 0.4091858  0.2311789  0.00209565 0.16149556],6
0.027777777777777776,8,250,1000,6,True,0.439808145588117,2,[-0.02519458 -0.0550562 ] [ 0.00727585 -0.74824352],[5.95266051e-01 2.14139003e-03 4.02537661e-01 5.34149509e-05 1.44364732e-06 3.90174952e-08],3
0.027777777777777776,9,250,1000,6,True,0.18112780681304316,4,[-0.01883771  0.10883768] [-0.8111171  -0.22086643] [ 0.61828957 -0.52828275] [-0.2993708  -0.66868805],[2.39795386e-01 2.54746636e-01 3.31750264e-01 1.73653297e-01 5.29860262e-05 1.43205476e-06],4
0.027777777777777776,10,250,1000,6,True,0.4398050500848723,2,[-0.18956444 -0.64285791] [-0.06942948  0.03005866],[5.88192635e-01 4.11752191e-01 5.36829868e-05 1.45089153e-06 3.92132847e-08 1.05981851e-09],2
0.027777777777777776,11,250,1000,6,True,0.5348973141227181,2,[ 0.06154207 -0.03560866] [ 0.00953236 -0.72613625],[5.51722619e-01 4.48222185e-01 5.37040605e-05 1.45146109e-06 3.92286782e-08 1.06023455e-09],2
0.027777777777777776,12,250,1000,6,True,0.4613321811870046,2,[0.07550514 0.03442441] [-0.06729222 -0.64785291],[4.51831035e-01 5.48113724e-01 5.37474749e-05 1.45263446e-06 3.92603907e-08 1.06109164e-09],2
0.027777777777777776,13,250,1000,6,True,0.4722002242025456,3,[ 0.0141487  -0.04206267] [ 0.04884494 -0.72946927] [ 0.45092226 -1.14535085],[5.75870308e-01 3.73130520e-01 5.09460606e-02 5.16775377e-05 1.39669021e-06 3.77483840e-08],3
0.027777777777777776,14,250,1000,6,True,0.5174530242853181,2,[ 0.09559705 -0.62700288] [0.02242551 0.06050325],[5.75368476e-01 2.14044800e-03 4.22436153e-01 5.34395342e-05 1.44431174e-06 3.90354523e-08],3
0.027777777777777776,15,250,1000,6,True,0.43984248178313334,2,[ 0.05123948 -0.07114926] [ 0.00861575 -0.76353308],[6.24996686e-01 2.13320891e-03 3.72815250e-01 5.33734023e-05 1.44252439e-06 3.89871456e-08],3
0.027777777777777776,16,250,1000,6,True,0.494640589496604,2,[-0.03022563 -0.07123471] [-0.08738425 -0.76285026],[5.95060762e-01 2.13984480e-03 4.02744495e-01 5.34152178e-05 1.44365453e-06 3.90176901e-08],3
0.027777777777777776,17,250,1000,6,True,0.5232205454386973,2,[-0.08720864 -0.69326418] [-0.09973142  0.01592838],[5.02077520e-01 4.97867259e-01 5.37278057e-05 1.45210286e-06 3.92460231e-08 1.06070333e-09],2
0.027777777777777776,18,250,1000,6,True,0.1539854874992086,5,[-0.3551148  -0.07882376] [ 0.75081759 -0.30631979] [-0.2031996  -0.82252017] [-0.88499954 -0.73417492] [ 0.52587184 -0.8155202 ],[4.02385370e-01 2.91917340e-01 1.21427882e-01 9.39092159e-02 9.03084625e-02 5.17298321e-05],5
0.027777777777777776,19,250,1000,6,True,0.5059875126240414,2,[-0.06097209 -0.06243786] [-0.02478629 -0.74641842],[5.95445668e-01 2.13391463e-03 4.02365520e-01 5.34147229e-05 1.44364116e-06 3.90173287e-08],3
0.06666666666666667,0,250,1000,6,True,0.44519201712562645,2,[-0.13335259 -0.57133694] [-0.01867819  0.09021263],[6.35688978e-01 3.64178699e-01 1.24054349e-04 7.75339668e-06 4.84587292e-07 3.02867058e-08],2
0.06666666666666667,1,250,1000,6,True,0.5920973456470804,3,[-0.04657518 -0.67197986] [-0.73741235  0.24171159] [-0.04594507  0.03457968],[5.50779996e-01 5.76816099e-03 2.13126457e-03 2.12083592e-03 4.39077214e-01 1.22528314e-04],5
0.06666666666666667,2,250,1000,6,True,0.3873838876825418,3,[-0.31202758 -0.04825118] [ 0.10646992 -0.72948546] [ 0.58744102 -0.04237012],[3.85840168e-01 4.95711754e-01 2.10107189e-03 2.06319918e-03 1.14165542e-01 1.18264439e-04],5
0.06666666666666667,3,250,1000,6,True,0.4139447362779713,3,[ 0.53637348 -0.61536297] [0.09829983 0.04461588] [-0.53416705 -0.67120432],[2.33322602e-01 4.72325030e-01 2.94220588e-01 1.23574412e-04 7.72340064e-06 4.82712540e-07],3
0.06666666666666667,4,250,1000,6,True,0.4613870017145513,2,[ 0.00982103 -0.61031426] [0.03508435 0.08087255],[6.32417568e-01 2.13735852e-03 3.65313489e-01 1.23390158e-04 7.71188472e-06 4.81992795e-07],3
0.06666666666666667,5,250,1000,6,True,0.39328347702055405,2,[ 0.01652701 -0.10866397] [-0.02469912 -0.80029452],[6.52202716e-01 3.47664996e-01 1.24022266e-04 7.75139147e-06 4.84461967e-07 3.02788729e-08],2
0.06666666666666667,6,250,1000,6,True,0.18897313574439462,2,[ 0.00259302 -0.48645005] [-0.04849581  0.19396996],[7.93585772e-01 2.12945064e-03 2.10402890e-03 2.02051992e-01 1.21182258e-04 7.57389099e-06],4
0.06666666666666667,7,250,1000,6,True,0.35816392355484294,4,[-0.00540442 -0.61695784] [-0.10625527 -0.01838652] [-0.66184655 -0.74554252] [ 0.8331574  -0.64474593],[0.19391734 0.00214075 0.40915117 0.23117377 0.00209567 0.16152129],6
0.06666666666666667,8,250,1000,6,True,0.439808145588117,2,[-0.02519528 -0.05503345] [ 0.00727405 -0.74821677],[5.95184857e-01 2.14087830e-03 4.02542550e-01 1.23512862e-04 7.71955372e-06 4.82472108e-07],3
0.06666666666666667,9,250,1000,6,True,0.18112780681304316,4,[-0.0188276   0.10884005] [-0.81110027 -0.22084894] [ 0.61831322 -0.5282595 ] [-0.29934288 -0.66868963],[2.39754848e-01 2.54739701e-01 3.31717548e-01 1.73657723e-01 1.22521637e-04 7.65760220e-06],4
0.06666666666666667,10,250,1000,6,True,0.4398050500848723,2,[-0.18956873 -0.64288421] [-0.06943496  0.03003113],[5.88107076e-01 4.11760518e-01 1.24132477e-04 7.75827965e-06 4.84892478e-07 3.03057799e-08],2
0.06666666666666667,11,250,1000,6,True,0.5348973141227181,2,[ 0.06195528 -0.03565745] [ 0.00902384 -0.72610448],[5.51698067e-01 4.48169475e-01 1.24181107e-04 7.76131908e-06 4.85082442e-07 3.03176527e-08],2
0.06666666666666667,12,250,1000,6,True,0.4613321811870046,2,[0.07536231 0.03444588] [-0.06718212 -0.64790502],[4.51823763e-01 5.48043672e-01 1.24281464e-04 7.76759136e-06 4.85474460e-07 3.03421538e-08],2
0.06666666666666667,13,250,1000,6,True,0.4722002242025456,3,[ 0.01415175 -0.04202541] [ 0.04883887 -0.72943872] [ 0.45067166 -1.14516127],[5.75781633e-01 3.73115359e-01 5.09755675e-02 1.19504673e-04 7.46904192e-06 4.66815120e-07],3
0.06666666666666667,14,250,1000,6,True,0.5174530242853181,2,[ 0.09555172 -0.62702777] [0.02249289 0.06047813],[5.75287956e-01 2.13936589e-03 4.22440902e-01 1.23569679e-04 7.72310479e-06 4.82694049e-07],3
0.06666666666666667,15,250,1000,6,True,0.43984248178313334,2,[ 0.0514396  -0.07107551] [ 0.00830217 -0.7633609 ],[6.24787917e-01 2.13304124e-03 3.72947429e-01 1.23417279e-04 7.71357977e-06 4.82098736e-07],3
0.06666666666666667,16,250,1000,6,True,0.494640589496604,2,[-0.03022527 -0.07122988] [-0.08738392 -0.76284678],[5.95008358e-01 2.13973242e-03 4.02720194e-01 1.23513392e-04 7.71958684e-06 4.82474178e-07],3
0.06666666666666667,17,250,1000,6,True,0.5232205454386973,2,[-0.08722016 -0.69321717] [-0.09972146  0.01597221],[5.02102726e-01 4.97764758e-01 1.24235955e-04 7.76474703e-06 4.85296690e-07 3.03310431e-08],2
0.06666666666666667,18,250,1000,6,True,0.1539854874992086,5,[-0.35509715 -0.07881838] [ 0.7508969  -0.30625763] [-0.20320426 -0.82252097] [-0.88497361 -0.73416468] [ 0.52588197 -0.81550296],[4.02362359e-01 2.91842493e-01 1.21423949e-01 9.39124036e-02 9.03391747e-02 1.19621063e-04],5
0.06666666666666667,19,250,1000,6,True,0.5059875126240414,2,[-0.06098641 -0.06234957] [-0.02477655 -0.7463354 ],[5.95273302e-01 2.13375664e-03 4.02461227e-01 1.23512607e-04 7.71953780e-06 4.82471113e-07],3
0.07142857142857142,0,250,1000,6,True,0.44519201712562645,2,[-0.13335159 -0.57133252] [-0.018678   0.0902161],[6.35689101e-01 3.64169126e-01 1.32323443e-04 8.82156242e-06 5.88104161e-07 3.92069441e-08],2
0.07142857142857142,1,250,1000,6,True,0.5920973456470804,3,[-0.04657546 -0.67198102] [-0.73741415  0.24170932] [-0.04594484  0.03457859],[5.50773767e-01 5.76802736e-03 2.13124729e-03 2.12081898e-03 4.39075443e-01 1.30695891e-04],5
0.07142857142857142,2,250,1000,6,True,0.3873838876825418,3,[-0.31205981 -0.04825515] [ 0.10648326 -0.72949188] [ 0.58741366 -0.04238064],[3.85831458e-01 4.95699000e-01 2.10106218e-03 2.06319703e-03 1.14179133e-01 1.26148984e-04],5
0.07142857142857142,3,250,1000,6,True,0.4139447362779713,3,[ 0.53637198 -0.61536219] [0.09829469 0.04461346] [-0.53417174 -0.67121114],[2.33321890e-01 4.72324608e-01 2.94212317e-01 1.31811525e-04 8.78743455e-06 5.85828970e-07],3
0.07142857142857142,4,250,1000,6,True,0.4613870017145513,2,[ 0.00982156 -0.61029881] [0.03508487 0.08088486],[6.32432280e-01 2.13733761e-03 3.65289408e-01 1.31614930e-04 8.77432821e-06 5.84955214e-07],3
0.07142857142857142,5,250,1000,6,True,0.39328347702055405,2,[ 0.01652685 -0.108663  ] [-0.02469864 -0.80029349],[6.52195085e-01 3.47663180e-01 1.32289238e-04 8.81928210e-06 5.87952140e-07 3.91968094e-08],2
0.07142857142857142,6,250,1000,6,True,0.18897313574439462,2,[ 0.00266807 -0.48660757] [-0.0487202   0.19374902],[7.93328256e-01 2.12792677e-03 2.10406382e-03 2.02301872e-01 1.29264602e-04 8.61763975e-06],4
0.07142857142857142,7,250,1000,6,True,0.35816392355484294,4,[-0.00540482 -0.61695637] [-0.10625928 -0.01838419] [-0.66185136 -0.74554109] [ 0.83315462 -0.64474047],[0.19391906 0.00214075 0.40914693 0.23117315 0.00209567 0.16152444],6
0.07142857142857142,8,250,1000,6,True,0.439808145588117,2,[-0.02519536 -0.05503066] [ 0.00727382 -0.7482135 ],[5.95174920e-01 2.14081765e-03 4.02543148e-01 1.31745900e-04 8.78305956e-06 5.85537304e-07],3
0.07142857142857142,9,250,1000,6,True,0.18112780681304316,4,[-0.01882636  0.10884034] [-0.81109821 -0.2208468 ] [ 0.61831612 -0.52825665] [-0.29933946 -0.66868982],[2.39749897e-01 2.54738866e-01 3.31713562e-01 1.73658274e-01 1.30688686e-04 8.71257867e-06],4
0.07142857142857142,10,250,1000,6,True,0.4398050500848723,2,[-0.18956926 -0.64288743] [-0.06943563  0.03002776],[5.88096605e-01 4.11761533e-01 1.32406794e-04 8.82711919e-06 5.88474612e-07 3.92316408e-08],2
0.07142857142857142,11,250,1000,6,True,0.5348973141227181,2,[ 0.06194247 -0.03565798] [ 0.00903928 -0.72610716],[5.51694993e-01 4.48163090e-01 1.32458653e-04 8.83057647e-06 5.88705098e-07 3.92470065e-08],2
0.07142857142857142,12,250,1000,6,True,0.4613321811870046,2,[0.07534456 0.03444854] [-0.06716842 -0.64791143],[4.51822879e-01 5.48035089e-01 1.32565696e-04 8.83771261e-06 5.89180841e-07 3.92787227e-08],2
0.07142857142857142,13,250,1000,6,True,0.4722002242025456,3,[ 0.01415589 -0.04198312] [ 0.04882543 -0.72941347] [ 0.45074157 -1.14517174],[5.75723431e-01 3.73171725e-01 5.09683087e-02 1.27470792e-04 8.49805243e-06 5.66536829e-07],3
0.07142857142857142,14,250,1000,6,True,0.5174530242853181,2,[ 0.09556518 -0.62702316] [0.02247355 0.06048301],[5.75289237e-01 2.13958785e-03 4.22429996e-01 1.31806468e-04 8.78709742e-06 5.85806495e-07],3
0.07142857142857142,15,250,1000,6,True,0.43984248178313334,2,[ 0.05142601 -0.07108002] [ 0.00832352 -0.76337207],[6.24792138e-01 2.13302161e-03 3.72933835e-01 1.31643898e-04 8.77625945e-06 5.85083963e-07],3
0.07142857142857142,16,250,1000,6,True,0.494640589496604,2,[-0.03022522 -0.07122929] [-0.08738387 -0.76284635],[5.95001946e-01 2.13971872e-03 4.02717220e-01 1.31746453e-04 8.78309647e-06 5.85539765e-07],3
0.07142857142857142,17,250,1000,6,True,0.5232205454386973,2,[-0.08722225 -0.69320858] [-0.09971964  0.01598022],[5.02109684e-01 4.97748336e-01 1.32517145e-04 8.83447591e-06 5.88965061e-07 3.92643374e-08],2
0.07142857142857142,18,250,1000,6,True,0.1539854874992086,5,[-0.35509499 -0.07881772] [ 0.7509066  -0.30625003] [-0.20320483 -0.82252107] [-0.88497043 -0.73416342] [ 0.5258832  -0.81550086],[4.02359677e-01 2.91833437e-01 1.21423507e-01 9.39128246e-02 9.03429591e-02 1.27595345e-04],5
0.07142857142857142,19,250,1000,6,True,0.5059875126240414,2,[-0.06098228 -0.06237475] [-0.02477938 -0.74635909],[5.95303645e-01 2.13373506e-03 4.02421506e-01 1.31745498e-04 8.78303281e-06 5.85535521e-07],3
0.07692307692307693,0,250,1000,6,True,0.44519201712562645,2,[-0.13335043 -0.57132742] [-0.01867778  0.0902201 ],[6.35689244e-01 3.64158081e-01 1.41773718e-04 1.01266928e-05 7.23335201e-07 5.16668001e-08],2
0.07692307692307693,1,250,1000,6,True,0.5920973456470804,3,[-0.04657578 -0.67198236] [-0.73741622  0.24170671] [-0.04594457  0.03457734],[5.50766631e-01 5.76787376e-03 2.13122754e-03 2.12079963e-03 4.39073438e-01 1.40030196e-04],5
0.07692307692307693,2,250,1000,6,True,0.3873838876825418,3,[-0.31209697 -0.04825973] [ 0.10649865 -0.72949929] [ 0.5873821  -0.04239277],[3.85821459e-01 4.95684318e-01 2.10105115e-03 2.06319472e-03 1.14194818e-01 1.35160016e-04],5
0.07692307692307693,3,250,1000,6,True,0.4139447362779713,3,[ 0.53637025 -0.61536127] [0.09828876 0.04461066] [-0.53417717 -0.67121901],[2.33321068e-01 4.72324124e-01 2.94202775e-01 1.41225251e-04 1.00875166e-05 7.20536903e-07],3
0.07692307692307693,4,250,1000,6,True,0.4613870017145513,2,[ 0.00982216 -0.61028095] [0.03508547 0.0808991 ],[6.32449302e-01 2.13731349e-03 3.65261578e-01 1.41014544e-04 1.00724661e-05 7.19461865e-07],3
0.07692307692307693,5,250,1000,6,True,0.39328347702055405,2,[ 0.01652666 -0.10866189] [-0.02469809 -0.8002923 ],[6.52186280e-01 3.47661084e-01 1.41737092e-04 1.01240766e-05 7.23148331e-07 5.16534522e-08],2
0.07692307692307693,6,250,1000,6,True,0.18897313574439462,2,[ 0.00261749 -0.48664247] [-0.0485227   0.19381952],[7.93299451e-01 2.12929120e-03 2.10405421e-03 2.02318814e-01 1.38497012e-04 9.89264247e-06],4
0.07692307692307693,7,250,1000,6,True,0.35816392355484294,4,[-0.00540529 -0.61695467] [-0.1062639 -0.0183815] [-0.66185691 -0.74553944] [ 0.83315142 -0.64473416],[0.19392104 0.00214075 0.40914204 0.23117243 0.00209567 0.16152808],6
0.07692307692307693,8,250,1000,6,True,0.439808145588117,2,[-0.02519546 -0.05502745] [ 0.00727357 -0.74820973],[5.95163456e-01 2.14074820e-03 4.02543838e-01 1.41154975e-04 1.00824969e-05 7.20178351e-07],3
0.07692307692307693,9,250,1000,6,True,0.18112780681304316,4,[-0.01882493  0.10884067] [-0.81109583 -0.22084433] [ 0.61831946 -0.52825336] [-0.29933552 -0.66869005],[2.39744188e-01 2.54737908e-01 3.31708968e-01 1.73658912e-01 1.40022362e-04 1.00015960e-05],4
0.07692307692307693,10,250,1000,6,True,0.4398050500848723,2,[-0.18956986 -0.64289114] [-0.06943641  0.03002388],[5.88084525e-01 4.11762704e-01 1.41863043e-04 1.01330732e-05 7.23790941e-07 5.16993529e-08],2
0.07692307692307693,11,250,1000,6,True,0.5348973141227181,2,[ 0.06192764 -0.0356586 ] [ 0.00905716 -0.72611025],[5.51691454e-01 4.48155714e-01 1.41918589e-04 1.01370407e-05 7.24074339e-07 5.17195956e-08],2
0.07692307692307693,12,250,1000,6,True,0.4613321811870046,2,[0.07532401 0.0344516 ] [-0.06715256 -0.64791883],[4.51821861e-01 5.48025184e-01 1.42033272e-04 1.01452323e-05 7.24659453e-07 5.17613895e-08],2
0.07692307692307693,13,250,1000,6,True,0.4722002242025456,3,[ 0.01413627 -0.04217869] [ 0.0488933  -0.72952257] [ 0.45012913 -1.14494019],[5.75963166e-01 3.72854853e-01 5.10349459e-02 1.36581905e-04 9.75584915e-06 6.96846368e-07],3
0.07692307692307693,14,250,1000,6,True,0.5174530242853181,2,[ 0.09558107 -0.62701778] [0.02245075 0.06048874],[5.75290811e-01 2.13988402e-03 4.22417278e-01 1.41219823e-04 1.00871289e-05 7.20509209e-07],3
0.07692307692307693,15,250,1000,6,True,0.43984248178313334,2,[ 0.05141027 -0.07108518] [ 0.00834828 -0.76338504],[6.24797010e-01 2.13299899e-03 3.72918152e-01 1.41045629e-04 1.00746865e-05 7.19620463e-07],3
0.07692307692307693,16,250,1000,6,True,0.494640589496604,2,[-0.03022517 -0.0712286 ] [-0.08738383 -0.76284586],[5.94994549e-01 2.13970294e-03 4.02713790e-01 1.41155554e-04 1.00825382e-05 7.20181303e-07],3
0.07692307692307693,17,250,1000,6,True,0.5232205454386973,2,[-0.08722497 -0.69319746] [-0.0997173   0.01599058],[5.02119346e-01 4.97727755e-01 1.41981242e-04 1.01415160e-05 7.24393998e-07 5.17424284e-08],2
